school_id,school_name,gu,case_type,case_label,is_separate_bundle_tag,iso_green_ratio,iso_official_park_count,iso_playground_like_count,iso_small_child_park_count,iso_functional_park_count,nearest_official_park_dist_m,nearest_official_park_name,nearest_official_park_function_class,nearest_functional_park_dist_m,nearest_functional_park_name,nearest_functional_park_function_class,access_condition_type,access_condition_label,baseline_all_classes,exclude_playground_and_small_child,exclude_playground_like,baseline_all_classes_count,exclude_playground_like_count,exclude_playground_and_small_child_count,baseline_all_classes_case_type,baseline_all_classes_case_label_en,baseline_all_classes_priority_score,exclude_playground_like_case_type,exclude_playground_like_case_label_en,exclude_playground_like_priority_score,exclude_playground_and_small_child_case_type,exclude_playground_and_small_child_case_label_en,exclude_playground_and_small_child_priority_score,stored_current_case_type_norm,exclude_playground_like_changed_vs_stored_current,exclude_playground_like_changed_vs_same_basis_baseline,exclude_playground_and_small_child_changed_vs_stored_current,exclude_playground_and_small_child_changed_vs_same_basis_baseline
B000003096,인천소래초등학교,남동구,3.0,"접근 가능, 중간 수준",0,2.011603983849624,2,1,1,0,342.7,소래공원,playground_like,877.4,너른들공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,123.9,454.1,123.9,2,1,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003097,인천논현초등학교,남동구,3.0,"접근 가능, 중간 수준",0,1.292668978175278,1,1,0,0,0.0,아랫말공원,small_child_park,836.9,논현중앙공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,67.9,542.8,67.9,1,0,0,3,case3_access_mid_green,2.0,2,case2_access_low_green,3.0,,,,3,True,True,True,True
B000003098,인천논곡초등학교,남동구,4.0,접근 양호,0,28.73946185742727,0,0,0,0,343.5,논현포대공원,neighborhood_park_scale,343.5,논현포대공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,179.4,327.3,179.4,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003099,인천새말초등학교,남동구,3.0,"접근 가능, 중간 수준",0,2.3576150291456424,2,1,1,0,140.8,향촌소공원,playground_like,460.0,만수공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,192.7,312.0,192.7,2,1,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003100,인천조동초등학교,남동구,4.0,접근 양호,0,7.572030095857415,1,0,1,0,287.3,돌골공원,small_child_park,423.2,만수공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,322.5,434.0,322.5,1,1,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003101,인천인동초등학교,남동구,2.0,접근 가능하나 녹지 부족,0,0.7106818929291981,2,2,0,0,215.9,한울소공원,playground_like,509.3,새말소공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,58.7,425.8,425.8,2,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003102,인천장수초등학교,남동구,3.0,"접근 가능, 중간 수준",0,2.2217,1,0,0,1,602.6,새골공원,mid_activity_park,602.6,새골공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,155.7,155.7,155.7,1,1,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003103,인천담방초등학교,남동구,4.0,접근 양호,0,5.205870698831226,1,0,0,1,21.6,골마루공원,neighborhood_park_scale,21.6,골마루공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,135.3,135.3,135.3,1,1,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,4,True,False,True,False
B000003104,인천남동초등학교,남동구,3.0,"접근 가능, 중간 수준",0,3.582388596428224,7,0,6,1,36.5,남동공원,small_child_park,470.3,담방문화공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,85.3,435.6,85.3,7,7,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003105,인천서창초등학교,남동구,3.0,"접근 가능, 중간 수준",0,3.0334957987141355,2,0,2,0,278.9,선래공원,small_child_park,544.2,서창공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,299.4,299.4,299.4,2,2,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003106,경인교육대학교부설초등학교,계양구,4.0,접근 양호,0,7.433702014238877,0,0,0,0,53.9,이촌공원,neighborhood_park_scale,53.9,이촌공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,160.0,160.0,160.0,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003107,인천효성동초등학교,계양구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,280.0,꿈나무공원,mid_activity_park,691.3,꿈나무공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,500.6,500.6,500.6,0,0,0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,2,True,False,True,False
B000003108,인천효성남초등학교,계양구,3.0,"접근 가능, 중간 수준",0,3.255774099313282,1,0,0,1,121.0,효성공원,neighborhood_park_scale,121.0,효성공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,43.1,159.6,43.1,1,1,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003109,인천효성초등학교,계양구,3.0,"접근 가능, 중간 수준",0,3.7960521423739664,0,0,0,0,76.0,이촌공원,neighborhood_park_scale,513.4,이촌공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,142.5,142.5,142.5,0,0,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003110,인천해서초등학교,계양구,2.0,접근 가능하나 녹지 부족,0,0.582554971410877,1,1,0,0,268.2,고향골공원,playground_like,656.8,갈개공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,165.4,566.9,566.9,1,0,0,2,case2_access_low_green,3.0,,,,,,,2,True,True,True,True
B000003111,인천안남초등학교,계양구,2.0,접근 가능하나 녹지 부족,0,0.2950106959454435,1,1,0,0,496.0,개나리공원,playground_like,860.1,오조산공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,299.6,563.7,379.5,1,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,,,,2,False,False,True,True
B000003112,인천성지초등학교,계양구,3.0,"접근 가능, 중간 수준",0,3.139698589376174,1,0,0,1,376.0,효성공원,neighborhood_park_scale,430.2,효성공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,389.4,389.4,389.4,1,1,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003113,인천화전초등학교,계양구,2.0,접근 가능하나 녹지 부족,0,0.0831746089557237,1,1,0,0,400.0,하마리공원,playground_like,740.2,된밭공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,251.8,575.0,575.0,1,0,0,2,case2_access_low_green,3.0,,,,,,,2,True,True,True,True
B000003114,인천서운초등학교,계양구,4.0,접근 양호,0,6.826309731451552,1,0,0,1,60.0,도두머리공원,neighborhood_park_scale,323.5,도두머리공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,93.7,93.7,93.7,1,1,1,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003115,인천신대초등학교,계양구,4.0,접근 양호,0,7.370226657192775,1,0,1,0,148.0,은행공원,small_child_park,617.6,계양교통공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,179.7,247.1,247.1,1,1,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003116,인천길주초등학교,계양구,3.0,"접근 가능, 중간 수준",0,4.987013600442694,3,1,1,1,69.6,용종5공원,playground_like,349.1,학마을공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,98.7,245.7,149.1,3,2,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003117,인천병방초등학교,계양구,2.0,접근 가능하나 녹지 부족,0,0.748796967467723,2,1,1,0,291.1,낙원공원,playground_like,610.7,학마을공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,246.9,315.7,259.8,2,1,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003118,인천양촌초등학교,계양구,3.0,"접근 가능, 중간 수준",0,1.6276385136498277,2,0,1,1,216.0,양촌공원,mid_activity_park,400.2,양촌공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,246.7,246.7,246.7,2,2,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,2,case2_access_low_green,3.0,3,False,False,True,True
B000003119,인천소양초등학교,계양구,3.0,"접근 가능, 중간 수준",0,1.2742611600540128,1,0,1,0,244.0,소양공원,small_child_park,503.5,박촌공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,230.3,457.2,230.3,1,1,0,3,case3_access_mid_green,2.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,3,True,True,True,True
B000003120,인천당산초등학교,계양구,3.0,"접근 가능, 중간 수준",0,2.422399914831304,1,0,1,0,433.0,동양택지2공원,small_child_park,614.6,동양공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,101.2,315.3,101.2,1,1,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003121,인천귤현초등학교,계양구,3.0,"접근 가능, 중간 수준",0,3.376739745926305,5,1,4,0,134.7,귤현공원,playground_like,819.8,들놀이공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,139.5,518.2,141.9,5,4,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,,,,3,False,False,True,True
B000003122,인천계양초등학교,계양구,3.0,"접근 가능, 중간 수준",0,2.0898944800438137,2,0,2,0,161.3,중앙공원,small_child_park,276.9,동산공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,190.2,266.9,190.2,2,2,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003123,인천계산초등학교,계양구,3.0,"접근 가능, 중간 수준",0,2.7591,1,1,0,0,444.0,부일공원,playground_like,883.1,계양근린공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,420.1,721.7,721.7,1,0,0,3,case3_access_mid_green,2.0,,,,,,,3,True,True,True,True
B000003124,인천안산초등학교,계양구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,300.0,임학공원,mid_activity_park,722.9,임학공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,498.7,498.7,498.7,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003125,인천부평초등학교,계양구,2.0,접근 가능하나 녹지 부족,0,0.6641030324558864,2,2,0,0,144.2,계산1호공원,playground_like,887.8,갈개공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,96.7,762.3,762.3,2,0,0,2,case2_access_low_green,3.0,,,,,,,2,True,True,True,True
B000003126,인천부현초등학교,계양구,2.0,접근 가능하나 녹지 부족,0,0.894620059676037,2,1,1,0,327.0,계산4공원,small_child_park,846.3,된밭공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,215.2,487.1,215.2,2,1,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003127,인천부현동초등학교,계양구,4.0,접근 양호,0,7.178038737168505,0,0,0,0,285.4,계양교통공원,neighborhood_park_scale,285.4,계양교통공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,296.0,296.0,296.0,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003128,인천작전초등학교,계양구,3.0,"접근 가능, 중간 수준",0,4.995964374419489,1,0,0,1,267.0,된밭공원,neighborhood_park_scale,420.7,된밭공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,238.7,238.7,238.7,1,1,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003129,인천작동초등학교,계양구,3.0,"접근 가능, 중간 수준",0,1.1565152742587337,1,0,0,1,437.0,도두리공원,mid_activity_park,353.7,도두리공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,319.8,319.8,319.8,1,1,1,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,3,True,False,True,False
B000003130,인천명현초등학교,계양구,3.0,"접근 가능, 중간 수준",0,1.2821159931264754,1,0,0,1,343.0,꿈나무공원,mid_activity_park,368.6,꿈나무공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,258.3,258.3,258.3,1,1,1,3,case3_access_mid_green,2.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,3,True,True,True,True
B000003131,인천효성서초등학교,계양구,4.0,접근 양호,0,5.37441028141196,0,0,0,0,478.0,새벌공원,neighborhood_park_scale,705.2,새벌공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,248.8,248.8,248.8,0,0,0,4,case4_good_access,1.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,4,True,True,True,True
B000003132,인천계양초등학교상야분교장,계양구,3.0,"접근 가능, 중간 수준",0,1.0316507437115296,1,0,1,0,342.8,상야공원,small_child_park,3397.9,동양공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,208.5,2703.8,208.5,1,1,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,,,,3,True,False,True,True
B000003133,인천해원초등학교,서구,3.0,"접근 가능, 중간 수준",0,1.9742170462565392,2,0,1,1,117.1,흰여울공원,small_child_park,315.7,물고기자리공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,67.4,152.7,67.4,2,2,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003134,인천경명초등학교,서구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,96.0,물병자리공원,neighborhood_park_scale,1119.2,물병자리공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,480.6,500.6,480.6,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,1,case1_access_deficit,4.0,2,False,False,True,True
B000003135,인천공촌초등학교,서구,4.0,접근 양호,0,20.31860888283999,3,0,3,0,248.8,서곶공원,neighborhood_park_scale,248.8,서곶공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,259.6,259.6,259.6,3,3,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003137,인천간재울초등학교,서구,3.0,"접근 가능, 중간 수준",0,2.114707252764681,4,1,3,0,303.1,검암소공원,playground_like,575.9,빈정공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,289.2,509.3,315.6,4,3,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,,,,3,False,False,True,True
B000003138,인천경서초등학교,서구,3.0,"접근 가능, 중간 수준",0,2.606688160613723,1,0,0,1,140.0,쑥공원(경서3호),mid_activity_park,421.2,쑥공원(경서3호),mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,244.3,244.3,244.3,1,1,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003139,인천청라초등학교,서구,4.0,접근 양호,0,16.652778675800267,0,0,0,0,146.0,연일공원,neighborhood_park_scale,371.4,연일공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,75.2,75.2,75.2,0,0,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003140,인천초은초등학교,서구,3.0,"접근 가능, 중간 수준",0,1.7626402402574368,0,0,0,0,96.3,거울어린이공원,mid_activity_park,96.3,거울어린이공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,88.4,88.4,88.4,0,0,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,2,case2_access_low_green,3.0,3,False,False,True,True
B000003141,인천양지초등학교,서구,4.0,접근 양호,0,11.866152313362068,3,1,1,1,230.3,용두공원,playground_like,270.9,샘내공원,mid_activity_park,functional_access_available,활동규모 공원 접근 가능형,145.4,197.0,197.0,3,2,1,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003142,인천심곡초등학교,서구,4.0,접근 양호,0,14.353840249786591,4,0,3,1,163.0,절골공원,small_child_park,363.1,모통공원,mid_activity_park,functional_access_with_barrier,보행부담 동반형,98.5,364.3,98.5,4,4,1,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003143,인천신석초등학교,서구,4.0,접근 양호,0,7.3447,0,0,0,0,120.0,석남도시숲,,664.8,원신공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,572.2,572.2,572.2,0,0,0,,,,,,,,,,4,True,False,True,False
B000003144,인천석남초등학교,서구,2.0,접근 가능하나 녹지 부족,0,0.4263408185968763,0,0,0,0,444.0,석남공원,small_child_park,1264.3,신촌공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,467.5,490.8,490.8,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003145,인천천마초등학교,서구,2.0,접근 가능하나 녹지 부족,0,0.4263408185968763,0,0,0,0,435.0,석남공원,small_child_park,1405.9,신촌공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,458.2,771.8,458.2,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,,,,2,False,False,True,True
B000003146,인천봉수초등학교,서구,2.0,접근 가능하나 녹지 부족,0,0.0,1,1,0,0,65.0,가경공원,playground_like,946.2,가정공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,404.5,719.5,719.5,1,0,0,2,case2_access_low_green,3.0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,2,True,True,True,True
B000003147,인천신현북초등학교,서구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,212.0,원신공원,neighborhood_park_scale,512.9,원신공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,431.6,431.6,431.6,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003148,인천가림초등학교,서구,3.0,"접근 가능, 중간 수준",0,2.679236836345154,1,0,0,1,15.0,가좌공원,mid_activity_park,414.7,가좌공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,217.5,217.5,217.5,1,1,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003149,인천봉화초등학교,서구,1.0,공원 접근 결핍,0,0.0,0,0,0,0,608.2,감중공원,mid_activity_park,608.2,감중공원,mid_activity_park,no_official_park,공원 접근 결핍형,391.0,391.0,391.0,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,1,True,False,True,False
B000003150,인천건지초등학교,서구,3.0,"접근 가능, 중간 수준",0,2.572535581541845,1,0,0,1,129.0,건지공원,mid_activity_park,358.0,건지공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,236.7,236.7,236.7,1,1,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003151,인천능내초등학교,서구,4.0,접근 양호,0,21.723928355878165,2,0,0,2,204.8,검단2지구 2호근린공원,neighborhood_park_scale,204.8,검단2지구 2호근린공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,125.5,125.5,125.5,2,2,2,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003152,인천검단초등학교,서구,2.0,접근 가능하나 녹지 부족,0,0.0952727367354588,0,0,0,0,90.0,마전지구2호 어린이공원,mid_activity_park,544.3,마전지구2호 어린이공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,483.2,483.2,483.2,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,False,False,False,False
B000003153,인천완정초등학교,서구,4.0,접근 양호,0,5.4674324961136085,0,0,0,0,453.0,능내공원,neighborhood_park_scale,379.2,능내공원,neighborhood_park_scale,functional_access_available,활동규모 공원 접근 가능형,343.8,343.8,343.8,0,0,0,4,case4_good_access,1.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,4,True,True,True,True
B000003154,인천불로초등학교,서구,3.0,"접근 가능, 중간 수준",0,1.3698215161240537,1,1,0,0,65.0,불로지구5호 어린이공원,small_child_park,2615.4,마전지구2호 어린이공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,168.5,2018.8,186.9,1,0,0,3,case3_access_mid_green,2.0,2,case2_access_low_green,3.0,,,,3,True,True,True,True
B000003155,인천목향초등학교,서구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,235.0,불로5호소공원,playground_like,2434.1,원당지구 3호공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,634.3,1841.4,634.3,0,0,0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,2,True,False,True,False
B000003156,인천왕길초등학교,서구,3.0,"접근 가능, 중간 수준",0,3.5128189699437247,2,0,0,2,0.0,왕길새싹공원,mid_activity_park,0.0,왕길새싹공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,58.9,58.9,58.9,2,2,2,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003157,인천단봉초등학교,서구,3.0,"접근 가능, 중간 수준",0,3.3232738250753693,3,0,2,1,106.1,봉화공원,small_child_park,129.4,금호공원(오류지구 어린이공원),mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,102.6,102.6,102.6,3,3,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003158,인천원당초등학교,서구,3.0,"접근 가능, 중간 수준",0,2.5919,0,0,0,0,320.0,원당지구 1호공원,neighborhood_park_scale,316.6,원당지구 1호공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,288.1,288.1,288.1,0,0,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003159,인천발산초등학교,서구,4.0,접근 양호,0,15.183599418976796,1,0,1,0,203.0,원당지구 5호 어린이공원,small_child_park,352.0,맑은물빛공원,neighborhood_park_scale,functional_access_with_barrier,보행부담 동반형,157.9,202.1,157.9,1,1,0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,case4_good_access,1.0,4,False,False,False,False
B000003160,인천창신초등학교,서구,3.0,"접근 가능, 중간 수준",0,1.4302776006196425,1,0,1,0,290.8,원당지구 4호 어린이공원,small_child_park,537.2,원당지구 3호공원,neighborhood_park_scale,nominal_access_only,명목 접근성 착시형,46.7,370.5,46.7,1,1,0,3,case3_access_mid_green,2.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,3,True,True,True,True
B000003161,인천금곡초등학교,서구,3.0,"접근 가능, 중간 수준",0,2.4685781177655026,1,0,0,1,325.0,왕길새싹공원,mid_activity_park,414.5,왕길새싹공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,330.9,330.9,330.9,1,1,1,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003162,인천가석초등학교,서구,1.0,공원 접근 결핍,0,0.0,0,0,0,0,1323.0,서인공원,neighborhood_park_scale,1323.0,서인공원,neighborhood_park_scale,no_official_park,공원 접근 결핍형,601.5,601.5,601.5,0,0,0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,1,False,False,False,False
B000003163,인천가좌초등학교,서구,3.0,"접근 가능, 중간 수준",0,4.702034607118687,5,1,2,2,192.3,가좌공원,mid_activity_park,192.3,가좌공원,mid_activity_park,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,172.9,254.0,172.9,5,4,2,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003164,인천가정초등학교,서구,1.0,공원 접근 결핍,0,0.0,0,0,0,0,663.1,장고개근린공원,neighborhood_park_scale,663.1,장고개근린공원,neighborhood_park_scale,no_official_park,공원 접근 결핍형,164.5,164.5,164.5,0,0,0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,1,True,False,True,False
B000003165,인천당하초등학교,서구,3.0,"접근 가능, 중간 수준",0,3.5740656827376927,1,0,1,0,169.4,당하지구3호 어린이공원,small_child_park,437.0,당하지구 1호공원,neighborhood_park_scale,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,99.4,373.1,99.4,1,1,0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,case3_access_mid_green,2.0,3,False,False,False,False
B000003166,인천마전초등학교,서구,3.0,"접근 가능, 중간 수준",0,1.4380349794089298,1,0,1,0,384.0,검단2지구 3호 어린이공원,small_child_park,591.8,검단2지구 2호 어린이공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,59.8,253.1,59.8,1,1,0,3,case3_access_mid_green,2.0,2,case2_access_low_green,3.0,2,case2_access_low_green,3.0,3,True,True,True,True
B000003167,인천석남서초등학교,서구,2.0,접근 가능하나 녹지 부족,0,0.0,0,0,0,0,270.0,신촌공원,mid_activity_park,863.9,신촌공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,675.6,831.5,675.6,0,0,0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,1,case1_access_deficit,4.0,2,True,False,True,False
B000003168,인천가현초등학교,서구,2.0,접근 가능하나 녹지 부족,0,0.1245507481503297,1,1,0,0,240.0,수차공원,playground_like,669.2,가정공원,mid_activity_park,nominal_access_only,명목 접근성 착시형,140.7,532.4,532.4,1,0,0,2,case2_access_low_green,3.0,,,,,,,2,True,True,True,True
B000003169,인천신현초등학교,서구,2.0,접근 가능하나 녹지 부족,0,0.1957398874817257,0,0,0,0,602.1,원신공원,neighborhood_park_scale,602.1,원신공원,neighborhood_park_scale,no_official_park,공원 접근 결핍형,600.4,600.4,600.4,0,0,0,,,,,,,,,,2,True,False,True,False
