학교ID,학교명,method,offset_m,reach_nodes,reach_edge_len_m,n_parts,v3_area_m2,v3_ratio,v2_osmnx_area_m2,valhalla_area_m2,v3_vs_v2,v3_vs_valhalla
B000008852,서운중학교,exact_edge_trim_v3,36.5,19,2482.6,1,145225,0.1849,,,,
B000026480,인천이음중학교,exact_edge_trim_v3,66.3,7,1522.1,1,106524,0.1356,,,,
B000025682,인천운서중학교,exact_edge_trim_v3,49.6,37,5004.5,1,250110,0.3185,,,,
B000025237,능허대중학교,exact_edge_trim_v3,120.0,4,1202.7,1,84328,0.1074,,,,
B000030434,인천청호중학교,exact_edge_trim_v3,45.8,167,9005.6,1,311988,0.3972,,,,
B000024855,문곡고등학교,exact_edge_trim_v3,127.6,5,999.2,1,70385,0.0896,,,,
B000026479,인천아라고등학교,exact_edge_trim_v3,66.9,9,1606.3,1,111898,0.1425,,,,
KLOCAL-cc7903a205c47f13,갑룡초등학교병설유치원,exact_edge_trim_v3,18.4,45,3291.5,1,169593,0.2159,,,,
KLOCAL-dd6dbb2a34c3a048,강화유치원,exact_edge_trim_v3,31.4,100,7318.2,1,326179,0.4153,,,,
KLOCAL-c17af5dbcc9e77c7,교동초등학교병설유치원,exact_edge_trim_v3,22.1,27,4112.0,1,261665,0.3332,,,,
KLOCAL-3c356c0a84207416,내가초등학교병설유치원,exact_edge_trim_v3,3.4,20,3752.0,1,259254,0.3301,,,,
KLOCAL-f32b3f18c3c6667b,대월초등학교병설유치원,exact_edge_trim_v3,88.3,5,1972.4,1,104081,0.1325,,,,
KLOCAL-51c6dc17a37cef2b,마니산유치원,exact_edge_trim_v3,25.0,25,3585.6,1,216288,0.2754,,,,
KLOCAL-7463c2756c15c1d3,명신초등학교병설유치원,exact_edge_trim_v3,14.1,38,4066.4,1,250257,0.3186,,,,
KLOCAL-a286fe75086d2d64,삼산초등학교병설유치원,exact_edge_trim_v3,18.1,58,6482.6,1,357029,0.4546,,,,
KLOCAL-5af4890425fbff3c,선원초등학교병설유치원,exact_edge_trim_v3,8.4,32,3320.4,1,211593,0.2694,,,,
KLOCAL-08917b6afd819029,송해초등학교병설유치원,exact_edge_trim_v3,21.3,14,1772.4,1,110394,0.1406,,,,
KLOCAL-54a88136cf70c698,잠두유치원,exact_edge_trim_v3,38.7,138,10907.6,1,432293,0.5504,,,,
KLOCAL-674ef65b6f0d148e,코끼리유치원,exact_edge_trim_v3,21.3,24,2970.4,1,172217,0.2193,,,,
KLOCAL-67f73dfaccf6c54c,하점초등학교병설유치원,exact_edge_trim_v3,3.0,41,4153.3,1,236235,0.3008,,,,
KLOCAL-edc78a00d15f9048,합일초등학교병설유치원,exact_edge_trim_v3,1.5,202,13900.4,1,517246,0.6586,,,,
KLOCAL-2139f45193aa0f61,해명초등학교병설유치원,exact_edge_trim_v3,9.9,39,4414.6,1,242965,0.3094,,,,
KLOCAL-eb061546857b8dda,건영유치원,exact_edge_trim_v3,22.1,149,11293.6,1,440728,0.5612,,,,
KLOCAL-974da5ec0dd22c2e,국현유치원,exact_edge_trim_v3,7.4,165,15009.7,1,512075,0.652,,,,
KLOCAL-5d9f2a6b9a4b2843,그림나라유치원,exact_edge_trim_v3,15.9,121,11292.3,1,436957,0.5564,,,,
KLOCAL-41f63dbead90187b,금호유치원,exact_edge_trim_v3,35.8,59,6886.5,1,325561,0.4145,,,,
KLOCAL-58a55d858149cfe9,노벨유치원,exact_edge_trim_v3,17.6,108,11113.3,1,465338,0.5925,,,,
KLOCAL-0cd7ba2a12988285,다솜유치원,exact_edge_trim_v3,22.6,61,4636.6,1,209639,0.2669,,,,
KLOCAL-11084f843babf1c9,대청초등학교병설유치원,exact_edge_trim_v3,67.7,8,2003.8,1,127504,0.1623,,,,
KLOCAL-672f25c7875a43e6,덕적초등학교병설유치원,exact_edge_trim_v3,14.7,38,3255.6,1,185421,0.2361,,,,
KLOCAL-aaf9709671edf7be,도담유치원,exact_edge_trim_v3,15.4,124,11320.0,1,469460,0.5977,,,,
KLOCAL-10421b7c8f5899de,동원유치원,exact_edge_trim_v3,27.8,173,12430.1,1,444924,0.5665,,,,
KLOCAL-0bbc0fac855a7b3e,뒤나미스유치원,exact_edge_trim_v3,16.1,43,4877.1,1,221280,0.2817,,,,
KLOCAL-590c99bb86999b08,무지개유치원,exact_edge_trim_v3,10.6,154,10108.6,1,403469,0.5137,,,,
KLOCAL-b2ef58c299ec5904,미주유치원,exact_edge_trim_v3,30.1,27,4508.0,1,293618,0.3738,,,,
KLOCAL-85120f2449c7bce0,밀알유치원,exact_edge_trim_v3,22.5,67,7957.5,1,386990,0.4927,,,,
KLOCAL-026d832c691d3ca0,박문유치원,exact_edge_trim_v3,55.2,78,7297.8,1,326815,0.4161,,,,
KLOCAL-f53bd21b5a623669,반디유치원,exact_edge_trim_v3,14.5,19,3090.8,1,211704,0.2696,,,,
KLOCAL-82eb89aae72bf48f,백령성모유치원,exact_edge_trim_v3,14.9,50,6142.7,1,313959,0.3997,,,,
KLOCAL-449fffc16f64b212,북포초등학교병설유치원,exact_edge_trim_v3,62.9,21,2860.3,1,170631,0.2173,,,,
KLOCAL-33bfc1608850fe4f,산새소리유치원,exact_edge_trim_v3,20.1,162,14499.8,1,443150,0.5642,,,,
KLOCAL-95018410bf5fd937,성바오로유치원,exact_edge_trim_v3,18.8,83,10024.9,1,438962,0.5589,,,,
KLOCAL-70a3bf4262c4bc52,세종유치원,exact_edge_trim_v3,15.6,92,9754.5,1,356466,0.4539,,,,
KLOCAL-77ee1fd2c433efee,소명유치원,exact_edge_trim_v3,38.7,39,5048.5,1,305897,0.3895,,,,
KLOCAL-50565bd642260910,솔빛유치원,exact_edge_trim_v3,19.6,265,17408.8,1,426458,0.543,,,,
KLOCAL-fe0db0fed48025b0,솔샘유치원,exact_edge_trim_v3,26.8,103,9786.4,1,474154,0.6037,,,,
KLOCAL-7e04553d125db319,송현유치원,exact_edge_trim_v3,16.3,142,8776.4,1,262218,0.3339,,,,
KLOCAL-7f4baf8d3ec9cb63,숭의유치원,exact_edge_trim_v3,44.7,86,7277.6,1,299460,0.3813,,,,
KLOCAL-1dcb5b73dd15046b,연평초등학교병설유치원,exact_edge_trim_v3,22.5,44,3055.0,1,156098,0.1987,,,,
KLOCAL-f57b640f7d2b17de,연흥유치원,exact_edge_trim_v3,29.1,37,5180.3,1,282429,0.3596,,,,
KLOCAL-a7594966a338574e,영종유치원,exact_edge_trim_v3,113.1,14,1862.0,1,129024,0.1643,,,,
KLOCAL-45fd24312e405c2b,영흥초등학교병설유치원,exact_edge_trim_v3,4.2,44,2256.9,1,120060,0.1529,,,,
KLOCAL-00df819b46080269,예원유치원,exact_edge_trim_v3,21.1,197,13629.5,1,347482,0.4424,,,,
KLOCAL-66a6f76a70617813,용화유치원,exact_edge_trim_v3,19.9,73,7648.8,1,404410,0.5149,,,,
KLOCAL-0fea88de34bd253a,유원유치원,exact_edge_trim_v3,93.7,14,2574.2,1,159191,0.2027,,,,
KLOCAL-d943654a91207e8e,이튼유치원,exact_edge_trim_v3,15.9,126,10832.7,1,330123,0.4203,,,,
KLOCAL-85f5756001b304e3,인천경원초등학교병설유치원,exact_edge_trim_v3,74.2,53,5989.1,1,349352,0.4448,,,,
KLOCAL-c7b1ac02486e877e,인천공항유치원,exact_edge_trim_v3,41.8,111,7381.3,1,302827,0.3856,,,,
KLOCAL-bf23f2ab98fbb26d,인천공항초등학교신도분교장병설유치원,exact_edge_trim_v3,45.9,6,1304.7,1,86586,0.1102,,,,
KLOCAL-492e9aeb4ad8b6e1,인천남부초등학교이작분교장병설유치원,exact_edge_trim_v3,7.7,16,2783.9,1,168526,0.2146,,,,
KLOCAL-e136e3f6335e2476,인천달빛초등학교병설유치원,exact_edge_trim_v3,51.1,29,4260.6,1,221473,0.282,,,,
KLOCAL-7c23e3e4581c56be,인천대화초등학교병설유치원,exact_edge_trim_v3,23.9,69,8265.5,1,390536,0.4972,,,,
KLOCAL-d937eda4414c29ee,인천도화초등학교병설유치원,exact_edge_trim_v3,40.9,43,4277.5,1,221384,0.2819,,,,
KLOCAL-9d0fbf322e58c053,인천문학초등학교병설유치원,exact_edge_trim_v3,36.2,74,7969.9,1,323870,0.4124,,,,
KLOCAL-6a49f1cfda01f663,인천별빛초등학교병설유치원,exact_edge_trim_v3,31.3,54,5220.9,1,190594,0.2427,,,,
KLOCAL-4738008fa5ece47e,인천서림초등학교병설유치원,exact_edge_trim_v3,28.0,148,12872.7,1,391227,0.4981,,,,
KLOCAL-cc95b8a776d508d8,인천서화초등학교병설유치원,exact_edge_trim_v3,54.2,170,12403.3,1,364856,0.4645,,,,
KLOCAL-380ee7c054fafc91,인천서흥초등학교병설유치원,exact_edge_trim_v3,39.1,160,13642.4,1,446268,0.5682,,,,
KLOCAL-46db3a7a96da1ce6,인천송림초등학교병설유치원,exact_edge_trim_v3,20.9,242,17998.8,1,477244,0.6076,,,,
KLOCAL-73ccc783a23f0675,인천송현초등학교병설유치원,exact_edge_trim_v3,49.0,215,14073.5,1,400761,0.5103,,,,
KLOCAL-b12b61fbba266e2a,인천숭의초등학교병설유치원,exact_edge_trim_v3,27.1,97,7436.4,1,306358,0.3901,,,,
KLOCAL-8ba02afc753343e4,인천신선초등학교병설유치원,exact_edge_trim_v3,97.4,14,2179.0,1,132948,0.1693,,,,
KLOCAL-2f2ce39905da65f8,인천신흥초등학교병설유치원,exact_edge_trim_v3,39.9,98,9369.5,1,407701,0.5191,,,,
KLOCAL-74d6accdee6575bd,인천연안초등학교병설유치원,exact_edge_trim_v3,35.7,32,5238.6,1,313626,0.3993,,,,
KLOCAL-f1560b9f1d29c37d,인천연학초등학교병설유치원,exact_edge_trim_v3,31.6,137,8944.8,1,376062,0.4788,,,,
KLOCAL-1ddb144d8df27d87,인천영종초등학교병설유치원,exact_edge_trim_v3,51.9,35,3100.7,1,146749,0.1868,,,,
KLOCAL-f49918d712180a3b,인천용유초등학교병설유치원,exact_edge_trim_v3,22.3,31,3418.4,1,179614,0.2287,,,,
KLOCAL-dbac808d955ed351,인천용일초등학교병설유치원,exact_edge_trim_v3,21.5,66,9964.6,1,466775,0.5943,,,,
KLOCAL-835ca4886f808119,인천용정초등학교병설유치원,exact_edge_trim_v3,35.7,93,8839.7,1,411707,0.5242,,,,
KLOCAL-72edaafd1436ee88,인천용학초등학교병설유치원,exact_edge_trim_v3,54.9,9,1194.5,1,76082,0.0969,,,,
KLOCAL-03906654ce1dfdb4,인천용현남초등학교자월분교장병설유치원,exact_edge_trim_v3,5.3,124,6436.3,1,286531,0.3648,,,,
KLOCAL-33f5b9ae439b5105,인천윤슬초등학교병설유치원,exact_edge_trim_v3,19.2,19,3006.1,1,146800,0.1869,,,,
KLOCAL-1be9ec6cbd10709a,인천주안초등학교병설유치원,exact_edge_trim_v3,42.2,58,7242.3,1,353663,0.4503,,,,
KLOCAL-b28bba23e63bc43f,인천중산초등학교병설유치원,exact_edge_trim_v3,53.9,39,5311.2,1,269103,0.3426,,,,
KLOCAL-34cd4a3c1e5df434,인천창영초등학교병설유치원,exact_edge_trim_v3,51.8,158,10979.5,1,279958,0.3565,,,,
KLOCAL-3caa8d6f764b16f7,인천하늘초등학교병설유치원,exact_edge_trim_v3,70.2,10,2173.5,1,142849,0.1819,,,,
KLOCAL-78df8739d8df4799,인천학익초등학교병설유치원,exact_edge_trim_v3,39.7,36,3471.1,1,174397,0.222,,,,
KLOCAL-89a34f512aff0b8a,자유유치원,exact_edge_trim_v3,39.3,99,8233.6,1,306122,0.3898,,,,
KLOCAL-7f0082a29bbc1873,재능대학교부속유치원,exact_edge_trim_v3,28.3,38,3633.4,1,144980,0.1846,,,,
KLOCAL-b3e79d50babb2a89,지영유치원,exact_edge_trim_v3,13.5,136,12901.4,1,510789,0.6504,,,,
KLOCAL-860b4fda06d66205,진흥유치원,exact_edge_trim_v3,19.5,111,9229.2,1,363153,0.4624,,,,
KLOCAL-59488b5f10bd36dd,참빛유치원,exact_edge_trim_v3,6.8,83,9013.8,1,398367,0.5072,,,,
KLOCAL-d3da11d9e1f412b4,초롱유치원,exact_edge_trim_v3,15.2,122,8808.7,1,328694,0.4185,,,,
KLOCAL-72698116ed206e92,프라임건영유치원,exact_edge_trim_v3,56.9,41,5338.2,1,291667,0.3714,,,,
KLOCAL-bfbf6ed15649f16b,하늘유치원,exact_edge_trim_v3,23.8,81,10119.1,1,446988,0.5691,,,,
KLOCAL-5ef1a9f30587f281,한빛유치원,exact_edge_trim_v3,6.0,33,3639.1,1,191425,0.2437,,,,
KLOCAL-5291bdaab4f312eb,한울유치원,exact_edge_trim_v3,10.9,248,15729.4,1,390488,0.4972,,,,
KLOCAL-d55991545b9ca28f,해님나라유치원,exact_edge_trim_v3,18.6,113,8559.5,1,287338,0.3658,,,,
KLOCAL-449480036ac79522,해승유치원,exact_edge_trim_v3,13.0,161,10924.3,1,431591,0.5495,,,,
KLOCAL-d0c67b00714a002e,간석유치원,exact_edge_trim_v3,16.2,105,9531.2,1,408773,0.5205,,,,
KLOCAL-3a978356c1843ba3,경희유치원,exact_edge_trim_v3,21.7,14,2731.3,1,163599,0.2083,,,,
KLOCAL-fe703725d8c5c670,글로벌레인보우유치원,exact_edge_trim_v3,26.4,126,8458.6,1,281166,0.358,,,,
KLOCAL-bfd71f3d423988a5,기암유치원,exact_edge_trim_v3,13.7,76,7898.2,1,408324,0.5199,,,,
KLOCAL-251be2946e3f2e1e,꿈동산유치원,exact_edge_trim_v3,11.2,107,9522.3,1,393030,0.5004,,,,
KLOCAL-8178a2810111b4ae,꿈의보람유치원,exact_edge_trim_v3,8.7,79,9321.1,1,427068,0.5438,,,,
KLOCAL-033a97f22a8d5674,논현유치원,exact_edge_trim_v3,30.7,12,3603.0,1,219997,0.2801,,,,
KLOCAL-d5c54935ca8ff71b,다샘유치원,exact_edge_trim_v3,22.7,147,9804.1,1,381952,0.4863,,,,
KLOCAL-b71f83339bbf6c7f,다슬기유치원,exact_edge_trim_v3,12.6,59,4322.3,1,185496,0.2362,,,,
KLOCAL-6daf1b262c32a08c,동심유치원,exact_edge_trim_v3,19.7,149,12300.4,1,447290,0.5695,,,,
KLOCAL-63399426933f9ae4,동화나라유치원,exact_edge_trim_v3,24.0,139,9678.1,1,320148,0.4076,,,,
KLOCAL-c4161023af71f7b8,미예뜰유치원,exact_edge_trim_v3,16.4,9,2363.0,1,159757,0.2034,,,,
KLOCAL-fd52787ce68b9cc4,바다의별유치원,exact_edge_trim_v3,11.8,24,2395.1,1,114004,0.1452,,,,
KLOCAL-4db1d0730f341b82,반디유치원,exact_edge_trim_v3,29.1,12,1933.9,1,119607,0.1523,,,,
KLOCAL-4a0dd0e09f7c170a,복자유치원,exact_edge_trim_v3,36.7,146,9379.5,1,358467,0.4564,,,,
KLOCAL-a13484cce102c7ad,부광예능유치원,exact_edge_trim_v3,24.5,111,7985.8,1,327733,0.4173,,,,
KLOCAL-8623b37927321be0,부광유치원,exact_edge_trim_v3,27.8,90,6365.8,1,277084,0.3528,,,,
KLOCAL-7e915f13c355f440,브레인유치원,exact_edge_trim_v3,13.4,57,5951.0,1,264978,0.3374,,,,
KLOCAL-12d27bc6e1660e9d,사랑유치원,exact_edge_trim_v3,12.9,69,4204.3,1,142612,0.1816,,,,
KLOCAL-100df6af0fea38c9,삼성유치원,exact_edge_trim_v3,20.9,28,5139.3,1,322189,0.4102,,,,
KLOCAL-6676c2bcefece192,새싹유치원,exact_edge_trim_v3,17.6,115,9858.4,1,423536,0.5393,,,,
KLOCAL-107a8c06c18f2a60,새예지유치원,exact_edge_trim_v3,23.3,39,5884.0,1,359022,0.4571,,,,
KLOCAL-43f7ad8ac4fd97b4,새인예유치원,exact_edge_trim_v3,20.6,99,9442.9,1,427839,0.5447,,,,
KLOCAL-f79433e81215e45b,새하늘유치원,exact_edge_trim_v3,15.6,59,4262.6,1,185236,0.2358,,,,
KLOCAL-ee92f238c00ca8b5,샤인유치원,exact_edge_trim_v3,17.1,22,3563.9,1,191839,0.2443,,,,
KLOCAL-67e0c5eb116913d6,소담숲유치원,exact_edge_trim_v3,48.4,13,2916.2,1,198162,0.2523,,,,
KLOCAL-e47e237956c9037b,송도국제유치원,exact_edge_trim_v3,45.4,6,1608.0,1,111316,0.1417,,,,
KLOCAL-4d24c45e629f00af,수피아유치원,exact_edge_trim_v3,19.7,6,1569.8,1,104293,0.1328,,,,
KLOCAL-f591f4da9fb6832b,신도유치원,exact_edge_trim_v3,22.2,77,7651.5,1,286559,0.3649,,,,
KLOCAL-369a4964372d4b20,신명유치원,exact_edge_trim_v3,17.3,80,8289.8,1,365757,0.4657,,,,
KLOCAL-c8f2705298b07183,아름솔유치원,exact_edge_trim_v3,12.0,94,7759.8,1,305459,0.3889,,,,
KLOCAL-ff3c969cd7af6837,아삽유치원,exact_edge_trim_v3,16.2,156,10740.7,1,445825,0.5676,,,,
KLOCAL-1375cec9fea0c803,아이웰유치원,exact_edge_trim_v3,26.8,129,10912.3,1,441508,0.5621,,,,
KLOCAL-2c8aa292f224503d,아이큰별유치원,exact_edge_trim_v3,10.4,90,7687.1,1,340233,0.4332,,,,
KLOCAL-34fbb34c9c9f34c7,에듀피아유치원,exact_edge_trim_v3,17.9,54,6486.2,1,304128,0.3872,,,,
KLOCAL-e436b88a780add2c,에이스화인유치원,exact_edge_trim_v3,27.4,18,2533.2,1,168158,0.2141,,,,
KLOCAL-778bc903de10783e,연수유치원,exact_edge_trim_v3,20.1,52,3716.4,1,160907,0.2049,,,,
KLOCAL-117cde7db840a10e,예다원유치원,exact_edge_trim_v3,16.8,54,6428.4,1,292935,0.373,,,,
KLOCAL-a73becd81df8c04e,온누리비전유치원,exact_edge_trim_v3,22.3,134,11464.5,1,480609,0.6119,,,,
KLOCAL-41ab9125b086444d,유엔유치원,exact_edge_trim_v3,47.5,63,5972.3,1,236141,0.3007,,,,
KLOCAL-6cc247e473a0dd94,인보유치원,exact_edge_trim_v3,16.2,35,3289.6,1,155068,0.1974,,,,
KLOCAL-28e854d271c0e8e1,인천간석초등학교병설유치원,exact_edge_trim_v3,21.2,96,8902.8,1,381247,0.4854,,,,
KLOCAL-bb78c900eca43f09,인천고잔유치원,exact_edge_trim_v3,27.0,53,5163.5,1,276049,0.3515,,,,
KLOCAL-34f51f462724b79d,인천고잔초등학교병설유치원,exact_edge_trim_v3,51.6,17,2604.4,1,160701,0.2046,,,,
KLOCAL-c3820bd9125fc45b,인천구월유치원,exact_edge_trim_v3,29.2,54,4915.6,1,254436,0.324,,,,
KLOCAL-fc233c4e719c1c84,인천논곡초등학교병설유치원,exact_edge_trim_v3,51.3,54,3679.5,1,161792,0.206,,,,
KLOCAL-394d164ed7bec392,인천도림초등학교병설유치원,exact_edge_trim_v3,43.7,45,3425.9,1,158997,0.2024,,,,
KLOCAL-c450a0dccff7fa8a,인천동방초등학교병설유치원,exact_edge_trim_v3,63.3,45,5162.4,1,253107,0.3223,,,,
KLOCAL-d0880bc91ea3a11c,인천동부초등학교병설유치원,exact_edge_trim_v3,47.3,86,8181.5,1,352104,0.4483,,,,
KLOCAL-32d3ae6b63e1b618,인천동춘초등학교병설유치원,exact_edge_trim_v3,24.9,94,6471.6,1,241554,0.3076,,,,
KLOCAL-f03b39efeda7c1e2,인천만수초등학교병설유치원,exact_edge_trim_v3,35.0,37,5649.3,1,275791,0.3511,,,,
KLOCAL-ef25cce87a4a5a4a,인천만월초등학교병설유치원,exact_edge_trim_v3,45.2,50,4187.6,1,213700,0.2721,,,,
KLOCAL-7cd8621a409ee80e,인천먼우금초등학교병설유치원,exact_edge_trim_v3,54.3,14,3433.0,1,206200,0.2625,,,,
KLOCAL-9e1ecde17b4153f9,인천명선초등학교병설유치원,exact_edge_trim_v3,36.4,11,1974.3,1,100205,0.1276,,,,
KLOCAL-6c86da3feb44d69f,인천미송유치원,exact_edge_trim_v3,34.5,36,4384.3,1,198316,0.2525,,,,
KLOCAL-5a6e8949c07c2398,인천미송초등학교병설유치원,exact_edge_trim_v3,61.3,30,3218.8,1,153139,0.195,,,,
KLOCAL-b77a1bafb9d14dde,인천사리울초등학교병설유치원,exact_edge_trim_v3,56.4,32,3793.1,1,199300,0.2538,,,,
KLOCAL-fda225ae2869cf69,인천상아초등학교병설유치원,exact_edge_trim_v3,44.3,14,1847.3,1,112774,0.1436,,,,
KLOCAL-a6f87c22e938f04d,인천새봄초등학교병설유치원,exact_edge_trim_v3,63.0,3,1190.0,1,84892,0.1081,,,,
KLOCAL-a13112ed33df123c,인천서창초등학교병설유치원,exact_edge_trim_v3,76.2,32,4147.0,1,248869,0.3169,,,,
KLOCAL-10682fedb5eb5c47,인천소래초등학교병설유치원,exact_edge_trim_v3,53.9,37,4224.5,1,182663,0.2326,,,,
KLOCAL-edd263eb4f557278,인천송담초등학교병설유치원,exact_edge_trim_v3,93.1,24,3030.2,1,121188,0.1543,,,,
KLOCAL-a30030402106c616,인천송도꿈유치원,exact_edge_trim_v3,40.6,8,2405.6,1,169064,0.2153,,,,
KLOCAL-4eab697aec7ffe81,인천송명초등학교병설유치원,exact_edge_trim_v3,111.5,4,1223.1,1,84376,0.1074,,,,
KLOCAL-08ae9c9dfac2e013,인천송빛초등학교병설유치원,exact_edge_trim_v3,76.1,14,3108.1,1,122801,0.1564,,,,
KLOCAL-278a27da1c51475e,인천송원초등학교병설유치원,exact_edge_trim_v3,37.6,97,9934.8,1,293624,0.3739,,,,
KLOCAL-c0b666f4a95885af,인천송일초등학교병설유치원,exact_edge_trim_v3,18.9,25,4121.1,1,227021,0.2891,,,,
KLOCAL-f9615dc5f6bb8ee0,인천신송초등학교병설유치원,exact_edge_trim_v3,47.0,16,1920.1,1,115907,0.1476,,,,
KLOCAL-217d5f1aa8131427,인천신월초등학교병설유치원,exact_edge_trim_v3,42.1,34,4832.1,1,245586,0.3127,,,,
KLOCAL-1519f421f42d9d8a,인천신정초등학교병설유치원,exact_edge_trim_v3,22.1,54,5603.9,1,279339,0.3557,,,,
KLOCAL-7d6ec0482027aa78,인천예송유치원,exact_edge_trim_v3,60.3,51,6510.5,1,204701,0.2606,,,,
KLOCAL-e6f561eea690e9ea,인천예송초등학교병설유치원,exact_edge_trim_v3,38.1,16,4005.3,1,271007,0.3451,,,,
KLOCAL-c71d186619793815,인천원동초등학교병설유치원,exact_edge_trim_v3,59.6,5,807.3,1,55651,0.0709,,,,
KLOCAL-b97d990836849b04,인천은송초등학교병설유치원,exact_edge_trim_v3,49.3,15,2774.1,1,123060,0.1567,,,,
KLOCAL-96cfe3734dfe7f6f,인천인동초등학교병설유치원,exact_edge_trim_v3,21.7,90,7787.0,1,378930,0.4825,,,,
KLOCAL-f2b56eb375536aa8,인천장도초등학교병설유치원,exact_edge_trim_v3,58.6,34,2466.5,1,106510,0.1356,,,,
KLOCAL-6f2e5971d64c0765,인천장서초등학교병설유치원,exact_edge_trim_v3,51.2,16,2490.5,1,152296,0.1939,,,,
KLOCAL-439127f6b925d297,인천장아초등학교병설유치원,exact_edge_trim_v3,109.7,13,1965.7,1,89793,0.1143,,,,
KLOCAL-0d94659e002bb7af,인천정각초등학교병설유치원,exact_edge_trim_v3,42.0,23,4349.5,1,265557,0.3381,,,,
KLOCAL-abb50af7d2260f86,인천주원초등학교병설유치원,exact_edge_trim_v3,46.1,89,7619.6,1,340006,0.4329,,,,
KLOCAL-61114cb3327df41f,인천첨단초등학교병설유치원,exact_edge_trim_v3,69.0,6,1472.5,1,98743,0.1257,,,,
KLOCAL-bf2a1d84ff1f0be4,인천청학초등학교병설유치원,exact_edge_trim_v3,16.9,118,10286.7,1,412851,0.5257,,,,
KLOCAL-8e56ade33984c867,인천축현초등학교병설유치원,exact_edge_trim_v3,52.2,87,7197.3,1,287173,0.3656,,,,
KLOCAL-dc5e4c9a4f7a45e8,인천한빛초등학교병설유치원,exact_edge_trim_v3,63.3,6,1678.0,1,116411,0.1482,,,,
KLOCAL-18b3e8f4c6c007f3,인천해송초등학교병설유치원,exact_edge_trim_v3,48.3,37,4454.2,1,215653,0.2746,,,,
KLOCAL-10995438901baf02,인천현송초등학교병설유치원,exact_edge_trim_v3,55.4,22,4384.0,1,141134,0.1797,,,,
KLOCAL-a243e71bda61eb84,자연발도르프유치원,exact_edge_trim_v3,10.8,118,11836.4,1,518692,0.6604,,,,
KLOCAL-5797361de35b1d37,작은꽃예능유치원,exact_edge_trim_v3,14.4,121,9319.7,1,394618,0.5024,,,,
KLOCAL-89210c1d0d118cbb,제니스유치원,exact_edge_trim_v3,40.6,10,1703.9,1,98376,0.1253,,,,
KLOCAL-5f898a9cc2711bd4,참아름유치원,exact_edge_trim_v3,34.0,85,8949.6,1,408375,0.52,,,,
KLOCAL-2b07c33dd5f30eca,참조은유치원,exact_edge_trim_v3,24.5,88,8639.7,1,370069,0.4712,,,,
KLOCAL-ae41e29b3e0ee2d0,청담숲유치원,exact_edge_trim_v3,10.3,161,13315.4,1,485275,0.6179,,,,
KLOCAL-cb0f3434a75d79da,청송유치원,exact_edge_trim_v3,18.0,87,4933.7,1,165394,0.2106,,,,
KLOCAL-700c16dffdf23664,청학숲유치원,exact_edge_trim_v3,46.8,33,4185.7,1,214713,0.2734,,,,
KLOCAL-1fcc5bb819b6a357,큰별유치원,exact_edge_trim_v3,15.3,79,4192.2,1,157326,0.2003,,,,
KLOCAL-f9c23299c9f29c92,키즈월드유치원,exact_edge_trim_v3,20.1,146,10651.5,1,324496,0.4132,,,,
KLOCAL-b9a00b06c19a5b27,푸른마을유치원,exact_edge_trim_v3,14.2,70,7985.0,1,342615,0.4362,,,,
KLOCAL-a0b7cbe5a91d6fc3,프라임명지유치원,exact_edge_trim_v3,22.5,38,5022.5,1,292813,0.3728,,,,
KLOCAL-3267d41d2d4da711,프라임예지유치원,exact_edge_trim_v3,28.2,44,5067.9,1,291334,0.3709,,,,
KLOCAL-28e51f0551b2fcfd,하늘땅유치원,exact_edge_trim_v3,10.1,78,9166.1,1,333837,0.4251,,,,
KLOCAL-c24174173a80af5d,해나라유치원,exact_edge_trim_v3,21.7,93,5828.7,1,209344,0.2665,,,,
KLOCAL-9fd7e2d0a4c711bb,해돋이유치원,exact_edge_trim_v3,8.1,124,11561.2,1,509077,0.6482,,,,
KLOCAL-03eaab4ac9dbb6a3,해승유치원,exact_edge_trim_v3,17.0,75,8507.2,1,417763,0.5319,,,,
KLOCAL-1fd3e98881a11318,해와달유치원,exact_edge_trim_v3,9.0,144,10957.3,1,375428,0.478,,,,
KLOCAL-25a0b873b3438607,행복한유치원,exact_edge_trim_v3,17.5,74,7906.9,1,348829,0.4441,,,,
KLOCAL-799d3765effdf6c9,The큰빛유치원,exact_edge_trim_v3,8.7,166,13356.2,1,504110,0.6419,,,,
KLOCAL-bf4a58b2949b1422,경인여자대학교부속유치원,exact_edge_trim_v3,15.6,80,8606.0,1,399828,0.5091,,,,
KLOCAL-aa56465393a9dbf8,계양유치원,exact_edge_trim_v3,10.4,151,11690.8,1,422339,0.5377,,,,
KLOCAL-000e957d3ab6431c,근산유치원,exact_edge_trim_v3,14.0,98,6772.9,1,270559,0.3445,,,,
KLOCAL-8ed8228b0a070bd1,꿈나라유치원,exact_edge_trim_v3,11.3,53,4743.1,1,241549,0.3075,,,,
KLOCAL-10a79f1b1d9bbd9f,꿈나무유치원,exact_edge_trim_v3,24.9,98,9643.4,1,444238,0.5656,,,,
KLOCAL-820463ae379873df,노틀담유치원,exact_edge_trim_v3,57.4,29,3100.6,1,148344,0.1889,,,,
KLOCAL-4d4340c9fc828cb1,동심유치원,exact_edge_trim_v3,15.9,56,5803.1,1,328853,0.4187,,,,
KLOCAL-d35107fb247c2293,드림유치원,exact_edge_trim_v3,22.6,181,12174.7,1,419817,0.5345,,,,
