학교ID,학교명,학교급,원자료_지역명,학교명_학교급_대조,원자료_기준일,앱_분석,확장_환경_분석,확장_KNN_비교기관수,확장_학교수요_모형,확장_지역전망_연결,확장_공원경로_상태,확장_후보격자수,학원_환경_연결,연결_공시행수,연결_공시항목수,연결_공시항목코드,연결_공시연도,과학전람회_확인기록수,학생발명대회_확인기록수,수능_학교점수,학업성취_학교수치,진로_연결_조사연도,진로_최근_상태,확장_직선권_연령인구_상태,확장_보행권_연령인구_상태,55_최신공시_상태,55_최신공시_연도,56_최신공시_상태,56_최신공시_연도,59_최신공시_상태,59_최신공시_연도,90_최신공시_상태,90_최신공시_연도
B000012304,대청고등학교,고등학교,옹진군,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,옹진군,no_valid_route_within_search_scope,11,geocoded_observations_only,129,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,missing_age_observations,missing_age_observations,available,2026,available,2026,available,2026,available,2026
B000012305,덕적고등학교,고등학교,옹진군,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,옹진군,no_valid_route_within_search_scope,10,geocoded_observations_only,129,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000013521,인천공항고등학교,고등학교,중구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,중구,available,34,geocoded_observations_only,198,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000013522,인천하늘고등학교,고등학교,중구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,중구,available,33,geocoded_observations_only,188,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000013523,동인천고등학교,고등학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,52,geocoded_observations_only,190,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000013524,인천예일고등학교,고등학교,계양구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,60,geocoded_observations_only,198,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000013525,인천신현고등학교,고등학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,78,geocoded_observations_only,204,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000022827,인천대중예술고등학교,고등학교,미추홀구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,미추홀구,available,90,geocoded_observations_only,199,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000022835,인천해원고등학교,고등학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,58,geocoded_observations_only,209,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000022837,인천체육고등학교,고등학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,11,geocoded_observations_only,172,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000022846,백령고등학교,고등학교,옹진군,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,옹진군,no_valid_route_within_search_scope,12,geocoded_observations_only,150,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,missing_age_observations,missing_age_observations,available,2026,available,2026,available,2026,available,2026
B000023258,인천전자마이스터고등학교,고등학교,미추홀구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,미추홀구,available,90,geocoded_observations_only,203,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000024855,문곡고등학교,고등학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,52,geocoded_observations_only,206,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000025205,도림고등학교,고등학교,남동구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,38,geocoded_observations_only,193,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000025211,인천연송고등학교,고등학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,51,geocoded_observations_only,206,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000025212,인천포스코고등학교,고등학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,56,geocoded_observations_only,191,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000025229,박문여자고등학교,고등학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,54,geocoded_observations_only,205,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000025234,인천과학예술영재학교,고등학교,연수구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,46,geocoded_observations_only,175,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,2,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000025678,인천영종고등학교,고등학교,중구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,중구,available,40,geocoded_observations_only,206,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000025679,인천운남고등학교,고등학교,,명칭상 불일치 없음,2026-03-20,확장 분석,available,0,insufficient_history,해당 산출물 없음,available,43,geocoded_observations_only,53,30,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|90|94,2026,0,0,미확보,미확보,2026,progression_pending_publication,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,exempt_or_unconfirmed,2026
B000025680,인천중산고등학교,고등학교,중구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,중구,available,35,geocoded_observations_only,207,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000025768,인천마전고등학교,고등학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,47,geocoded_observations_only,189,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
B000026476,인천이음고등학교,고등학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,insufficient_history,서구,available,63,geocoded_observations_only,173,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,exempt_or_unconfirmed,2026,available,2026,available,2026,available,2026
B000026479,인천아라고등학교,고등학교,서구,명칭상 불일치 없음,2026-03-20,확장 분석,available,4,weighted_trend_lightgbm,서구,available,64,geocoded_observations_only,219,31,0|08|09|10|16|17|18|20|21|22|24|30|34|35|38|43|44|51|55|56|58|59|61|62|63|64|67|68|73|90|94,2022|2023|2024|2025|2026,0,0,미확보,미확보,2025|2026,progression_pending_publication,estimated,estimated,available,2026,available,2026,available,2026,available,2026
KLOCAL-000e957d3ab6431c,근산유치원,유치원,부평구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,71,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-008b28233ec0cee2,청담유치원,유치원,부평구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,84,geocoded_observations_only,43,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-00d7d85e52a053a8,인천갈월초등학교병설유치원,유치원,부평구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,99,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-00df819b46080269,예원유치원,유치원,제물포구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,동구,available,78,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,missing_age_observations,missing_age_observations,no_records,,no_records,,no_records,,no_records,
KLOCAL-01a5916f0b28e44c,인천용마초등학교병설유치원,유치원,부평구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,84,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-02221618c55c5603,인천계양초등학교병설유치원,유치원,계양구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,32,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,missing_age_observations,missing_age_observations,no_records,,no_records,,no_records,,no_records,
KLOCAL-026d832c691d3ca0,박문유치원,유치원,제물포구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,중구,available,87,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-0308f9e9a9e42dfd,청원유치원,유치원,부평구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,98,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-033a97f22a8d5674,논현유치원,유치원,남동구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,50,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-036b8dcaab889693,인천부현초등학교병설유치원,유치원,계양구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,104,geocoded_observations_only,40,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-03906654ce1dfdb4,인천용현남초등학교자월분교장병설유치원,유치원,옹진군,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,옹진군,no_valid_route_within_search_scope,12,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,missing_age_observations,missing_age_observations,no_records,,no_records,,no_records,,no_records,
KLOCAL-03eaab4ac9dbb6a3,해승유치원,유치원,남동구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,88,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-0867a880c4b46df2,인천건지초등학교병설유치원,유치원,서해구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,서구,available,73,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-08917b6afd819029,송해초등학교병설유치원,유치원,강화군,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,강화군,available,6,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,missing_age_observations,missing_age_observations,no_records,,no_records,,no_records,,no_records,
KLOCAL-08ae9c9dfac2e013,인천송빛초등학교병설유치원,유치원,연수구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,insufficient_history,연수구,available,28,geocoded_observations_only,35,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-0af8f94d48e29a3b,인천경명초등학교병설유치원,유치원,서해구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,서구,available,78,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-0b89b3cbc388c8d7,인천가현초등학교병설유치원,유치원,서해구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,서구,available,82,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-0bbc0fac855a7b3e,뒤나미스유치원,유치원,영종구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,중구,available,38,geocoded_observations_only,46,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-0cd7ba2a12988285,다솜유치원,유치원,미추홀구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,미추홀구,available,102,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-0d94659e002bb7af,인천정각초등학교병설유치원,유치원,남동구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,108,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-0fab6c92ee3a52d6,인천당산초등학교병설유치원,유치원,계양구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,계양구,available,35,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-0fdcd04de8b6ed6d,인천왕길초등학교병설유치원,유치원,검단구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,서구,available,64,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-0fea88de34bd253a,유원유치원,유치원,미추홀구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,미추홀구,available,91,geocoded_observations_only,46,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-100df6af0fea38c9,삼성유치원,유치원,남동구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,111,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-10421b7c8f5899de,동원유치원,유치원,미추홀구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,미추홀구,available,106,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-10682fedb5eb5c47,인천소래초등학교병설유치원,유치원,남동구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,65,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-106cec12938f9093,인천부마초등학교병설유치원,유치원,부평구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,95,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-107a8c06c18f2a60,새예지유치원,유치원,남동구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,남동구,available,109,geocoded_observations_only,46,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-10995438901baf02,인천현송초등학교병설유치원,유치원,연수구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,연수구,available,42,geocoded_observations_only,39,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-10a79f1b1d9bbd9f,꿈나무유치원,유치원,부평구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,부평구,available,70,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-1106537bcfb62fe4,인천청일초등학교병설유치원,유치원,서해구,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,서구,available,75,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,estimated,estimated,no_records,,no_records,,no_records,,no_records,
KLOCAL-11084f843babf1c9,대청초등학교병설유치원,유치원,옹진군,명칭상 불일치 없음,2026년 1차 공시,확장 분석,available,4,weighted_trend_lightgbm,옹진군,no_valid_route_within_search_scope,11,geocoded_observations_only,44,14,KG041|KG042|KG05|KG06|KG07|KG10|KG111|KG14|KG15|KG171|KG172|KG19|KG21|KG22,2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026,0,0,미확보,미확보,,미확보 또는 해당 학교급 아님,missing_age_observations,missing_age_observations,no_records,,no_records,,no_records,,no_records,
