도서관명,유형,구,위도,경도,장서수,열람좌석수,평일운영,휴관일,기준일,좌표출처
영흥도서관,공공,옹진군,37.25609956,126.4833427,37021,92,09:00~21:00,매주월요일,2025-07-03,원본
Sk뷰 꿈꾸는 도서관,작은,중구,37.4825925,126.5010433,1003,0,09:00~18:00,국가지정공휴일,2025-12-28,원본
개항장 마을문고 한중도서관,작은,중구,37.47318745,126.6213227,5450,30,09:30~18:00,일+국가지정공휴일,2025-12-28,원본
경성작은도서관,작은,중구,37.49332092,126.535512,1175,0,09:00~16:00,토+일+국가지정공휴일,2025-12-28,원본
그림책도서관 잇:다,작은,중구,37.49437217,126.541931,1061,42,10:00~17:00,일+월+국가지정공휴일,2025-12-28,원본
글마루작은도서관,작은,중구,37.4683075,126.6408148,2100,50,13:00~18:00,월+법정공휴일,2025-12-28,원본
꿈나래어린이도서관,작은,중구,37.4649185,126.6410493,11378,60,11:00~18:00,월+국가지정공휴일,2025-12-28,원본
꿈벗도서관,공공,중구,37.47314771,126.6249926,29725,86,09:00~18:00,월+국가지정공휴일,2025-12-28,원본
단비도서관,작은,중구,37.46706668,126.633158,5158,28,09:00~18:00,국가지정공휴일,2025-12-28,원본
동인천동작은도서관,작은,중구,37.47682521,126.6289482,3359,12,09:00~18:00,토+일+국가지정공휴일,2025-12-28,원본
별빛그림작은도서관,작은,중구,37.49928685,126.568724,1450,18,10:00~17:00,토+일+국가지정공휴일,2025-12-28,원본
성산 꿈 작은도서관,작은,중구,37.470168,126.632126,1096,20,00:00~00:00,월+화+수+목+금,2025-12-28,원본
영종1단지LH아파트작은도서관,작은,중구,37.484635,126.49929,1064,25,09:00~18:00,국가지정공휴일,2025-12-28,원본
영종KCC스위첸 라이브러리,작은,중구,37.49259029,126.5527811,10200,108,09:00~18:00,국가지정공휴일,2025-12-28,원본
영종국제도서관,공공,중구,37.4805286164528,126.532014380453,12994,138,09:00~22:00,매주월요일+법정공휴일,2026-02-09,지오코딩
영종도서관,공공,중구,37.4956014267458,126.488665267273,115680,311,09:00~22:00,매주월요일+법정공휴일,2026-02-09,지오코딩
영종하늘도서관,공공,중구,37.494746260096,126.563809933948,106945,442,09:00~22:00,매주금요일+법정공휴일,2026-02-09,지오코딩
오션하임 작은도서관,작은,중구,37.49426601,126.5665962,2500,25,09:00~18:00,국가지정공휴일,2025-12-28,원본
옹달샘작은도서관,작은,중구,37.47395069,126.6204797,1000,0,09:00~18:00,국가지정공휴일,2025-12-28,원본
용유동작은도서관,작은,중구,37.44264659,126.4063961,4032,6,09:00~18:00,토+일+국가지정공휴일,2025-12-28,원본
운서 SK뷰 스카이시티II 작은도서관,작은,중구,37.48053842,126.5036191,1017,0,09:00~18:00,국가지정공휴일,2025-12-28,원본
운서역 푸르지오 푸른도서관,작은,중구,37.48036009,126.5059562,2050,30,10:30~18:00,일+국가지정공휴일,2025-12-28,원본
율목도서관,공공,중구,37.4697896831794,126.632397094345,89599,265,09:00~22:00,매주월요일+법정공휴일,2026-02-09,지오코딩
은하수도서관,작은,중구,37.497299725,126.5564281634,1259,136,09:00~18:00,국가지정공휴일,2025-12-28,원본
코너스톤작은도서관,작은,중구,37.48729929,126.557473,4000,30,09:00~18:00,국가지정공휴일,2025-12-28,원본
하늘기쁨작은도서관,작은,중구,37.49687946,126.5664265,1200,20,09:00~18:00,국가지정공휴일,2025-12-28,원본
하늘꿈 도서관,작은,중구,37.48434213,126.55163,2000,22,10:00~16:00,화+목+토+일+국가지정공휴일,2025-12-28,원본
휘란작은도서관,작은,중구,37.4723559,126.6221028,6400,60,09:00~18:00,토+일+국가지정공휴일,2025-12-28,원본
희망을주는도서관,작은,중구,37.45380528,126.6283648,2500,27,10:00~17:00,일+월+국가지정공휴일,2025-12-28,원본
