grid_id,cx,cy,linked_school_count,forecast_2029,forecast_2031,worst_case_type,avg_green_ratio,avg_playground_count,avg_park_dist_m,land_feasibility_level,priority_score,candidate_rank
CG_00210,126.64417830000036,37.47587889999984,3,1621,1639,1.0,0.0,0.0,456.0,high,2442.2999999999997,37
CG_00794,126.72067830000049,37.49612889999981,2,2414,2352,2.0,0.347,0.0,356.5,medium,2389.2,38
CG_00814,126.72292830000049,37.49612889999981,2,2414,2352,2.0,0.347,0.0,356.5,medium,2389.2,39
CG_00834,126.7251783000005,37.49612889999981,2,2414,2352,2.0,0.347,0.0,356.5,medium,2389.2,40
CG_00835,126.7251783000005,37.49837889999981,2,2414,2352,2.0,0.347,0.0,356.5,medium,2389.2,41
CG_00209,126.64417830000036,37.473628899999845,3,1432,1472,1.0,0.113,0.0,488.367,high,2172.0,42
CG_00772,126.71842830000048,37.49162889999982,2,2009,1958,2.0,0.125,0.0,351.5,medium,1988.6,43
CG_00742,126.71392830000048,37.5051288999998,2,1332,1299,1.0,0.0,0.0,991.35,high,1978.1999999999998,44
CG_00725,126.71167830000047,37.50737889999979,2,1332,1299,1.0,0.0,0.0,991.35,high,1978.1999999999998,45
CG_00724,126.71167830000047,37.5051288999998,2,1332,1299,1.0,0.0,0.0,991.35,high,1978.1999999999998,46
CG_00723,126.71167830000047,37.5028788999998,2,1332,1299,1.0,0.0,0.0,991.35,high,1978.1999999999998,47
CG_00654,126.70267830000046,37.50737889999979,2,1264,1357,1.0,0.0,0.0,500.7,high,1951.8000000000002,48
CG_00653,126.70267830000046,37.5051288999998,2,1264,1357,1.0,0.0,0.0,500.7,high,1951.8000000000002,49
CG_00655,126.70267830000046,37.50962889999979,2,1264,1357,1.0,0.0,0.0,500.7,high,1951.8000000000002,50
CG_00634,126.70042830000045,37.50737889999979,2,1264,1357,1.0,0.0,0.0,500.7,high,1951.8000000000002,51
CG_00633,126.70042830000045,37.5051288999998,2,1264,1357,1.0,0.0,0.0,500.7,high,1951.8000000000002,52
CG_00510,126.68017830000042,37.45112889999988,2,1851,1948,2.0,0.316,0.0,182.75,medium,1889.8,53
CG_00509,126.68017830000042,37.44887889999988,2,1851,1948,2.0,0.316,0.0,182.75,medium,1889.8,54
CG_00863,126.7274283000005,37.54337889999974,3,1867,1869,2.0,0.371,0.0,313.4,medium,1867.8000000000002,55
CG_00845,126.7274283000005,37.460128899999866,2,1790,1876,2.0,0.105,1.0,265.8,medium,1824.4,56
CG_00866,126.7296783000005,37.460128899999866,2,1790,1876,2.0,0.105,1.0,265.8,medium,1824.4,57
CG_00942,126.73642830000051,37.54337889999974,3,1827,1803,2.0,0.378,0.0,362.367,medium,1817.4,58
CG_00383,126.6666783000004,37.52087889999977,2,1768,1723,2.0,0.0,0.5,226.0,medium,1750.0,59
CG_00358,126.6644283000004,37.52087889999977,2,1768,1723,2.0,0.0,0.5,226.0,medium,1750.0,60
CG_00409,126.6689283000004,37.52087889999977,2,1768,1723,2.0,0.0,0.5,226.0,medium,1750.0,61
CG_00918,126.73417830000051,37.52762889999976,2,1699,1733,2.0,0.03,0.0,418.5,medium,1712.6,62
CG_00900,126.7319283000005,37.52762889999976,2,1699,1733,2.0,0.03,0.0,418.5,medium,1712.6,63
CG_00917,126.73417830000051,37.525378899999765,2,1699,1733,2.0,0.03,0.0,418.5,medium,1712.6,64
CG_00919,126.73417830000051,37.52987889999976,2,1699,1733,2.0,0.03,0.0,418.5,medium,1712.6,65
CG_00936,126.73642830000051,37.52762889999976,2,1699,1733,2.0,0.03,0.0,418.5,medium,1712.6,66
CG_00937,126.73642830000051,37.52987889999976,2,1699,1733,2.0,0.03,0.0,418.5,medium,1712.6,67
CG_00901,126.7319283000005,37.52987889999976,2,1699,1733,2.0,0.03,0.0,418.5,medium,1712.6,68
CG_00012,126.54967830000021,37.48937889999982,2,1157,1104,1.0,0.0,3.0,389.5,high,1703.6999999999998,69
CG_00015,126.55192830000021,37.48937889999982,2,1157,1104,1.0,0.0,3.0,389.5,high,1703.6999999999998,70
CG_00016,126.55192830000021,37.49162889999982,2,1157,1104,1.0,0.0,3.0,389.5,high,1703.6999999999998,71
CG_00231,126.64867830000037,37.3993789,2,1141,1112,1.0,0.281,0.0,594.2,high,1694.1000000000001,72
CG_00217,126.64642830000037,37.4016289,2,1141,1112,1.0,0.281,0.0,594.2,high,1694.1000000000001,73
CG_00232,126.64867830000037,37.4016289,2,1141,1112,1.0,0.281,0.0,594.2,high,1694.1000000000001,74
CG_00224,126.64642830000037,37.473628899999845,2,1103,1134,1.0,0.0,0.0,580.0,high,1673.1000000000001,75
CG_00355,126.6644283000004,37.51412889999978,2,1101,1114,1.0,0.0,0.0,633.45,high,1659.3000000000002,76
CG_00379,126.6666783000004,37.511878899999786,2,1101,1114,1.0,0.0,0.0,633.45,high,1659.3000000000002,77
CG_00226,126.64642830000037,37.47812889999984,2,1073,1075,1.0,0.0,0.0,468.0,high,1610.6999999999998,78
CG_00212,126.64417830000036,37.480378899999835,2,1073,1075,1.0,0.0,0.0,468.0,high,1610.6999999999998,79
CG_00240,126.64867830000037,37.47812889999984,2,1073,1075,1.0,0.0,0.0,468.0,high,1610.6999999999998,80
CG_00227,126.64642830000037,37.480378899999835,2,1073,1075,1.0,0.0,0.0,468.0,high,1610.6999999999998,81
CG_00448,126.67342830000041,37.466878899999855,2,1571,1653,2.0,0.477,0.0,267.0,medium,1603.8,82
CG_00449,126.67342830000041,37.46912889999985,2,1571,1653,2.0,0.477,0.0,267.0,medium,1603.8,83
CG_00894,126.7319283000005,37.49837889999981,1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,84
CG_00933,126.73642830000051,37.49612889999981,1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,85
CG_00934,126.73642830000051,37.49837889999981,1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,86
CG_00913,126.73417830000051,37.493878899999814,1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,87
CG_00916,126.73417830000051,37.5006288999998,1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,88
CG_00871,126.7296783000005,37.49612889999981,1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,89
CG_00892,126.7319283000005,37.493878899999814,1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,90
CG_00893,126.7319283000005,37.49612889999981,1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,91
CG_00895,126.7319283000005,37.5006288999998,1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,92
CG_00870,126.7296783000005,37.493878899999814,1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,93
CG_00914,126.73417830000051,37.49612889999981,1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,94
CG_00915,126.73417830000051,37.49837889999981,1,1555,1670,2.0,0.626,0.0,162.1,medium,1601.0,95
CG_00188,126.64192830000036,37.3971289,2,1556,1515,2.0,0.523,0.0,245.15,medium,1539.6,96
CG_00189,126.64192830000036,37.3993789,2,1556,1515,2.0,0.523,0.0,245.15,medium,1539.6,97
CG_00905,126.7319283000005,37.538878899999744,2,1530,1490,2.0,0.633,0.0,411.5,medium,1514.0,98
CG_00923,126.73417830000051,37.538878899999744,2,1530,1490,2.0,0.633,0.0,411.5,medium,1514.0,99
CG_00884,126.7296783000005,37.538878899999744,2,1530,1490,2.0,0.633,0.0,411.5,medium,1514.0,100
CG_00861,126.7274283000005,37.538878899999744,2,1530,1490,2.0,0.633,0.0,411.5,medium,1514.0,101
CG_00906,126.7319283000005,37.54112889999974,2,1530,1490,2.0,0.633,0.0,411.5,medium,1514.0,102
CG_00628,126.70042830000045,37.46237889999986,2,1444,1518,2.0,0.529,0.5,161.1,medium,1473.6,103
CG_00629,126.70042830000045,37.46462889999986,2,1444,1518,2.0,0.529,0.5,161.1,medium,1473.6,104
CG_00615,126.69817830000045,37.46462889999986,2,1444,1518,2.0,0.529,0.5,161.1,medium,1473.6,105
CG_00614,126.69817830000045,37.46237889999986,2,1444,1518,2.0,0.529,0.5,161.1,medium,1473.6,106
CG_00649,126.70267830000046,37.48262889999983,2,1445,1507,2.0,0.544,0.0,311.0,medium,1469.8000000000002,107
CG_00056,126.61267830000031,37.4128789,2,982,956,1.0,0.0,0.0,617.55,high,1457.3999999999999,108
CG_00063,126.61492830000032,37.4128789,2,982,956,1.0,0.0,0.0,617.55,high,1457.3999999999999,109
CG_00735,126.71167830000047,37.597378899999654,2,1397,1361,2.0,0.0,0.0,201.5,medium,1382.6,110
CG_00736,126.71167830000047,37.59962889999965,2,1397,1361,2.0,0.0,0.0,201.5,medium,1382.6,111
CG_00911,126.73417830000051,37.48487889999983,1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,112
CG_00912,126.73417830000051,37.487128899999824,1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,113
CG_00891,126.7319283000005,37.48487889999983,1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,114
CG_00932,126.73642830000051,37.48937889999982,1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,115
CG_00931,126.73642830000051,37.487128899999824,1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,116
CG_00930,126.73642830000051,37.48487889999983,1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,117
CG_00972,126.74317830000052,37.487128899999824,1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,118
CG_00929,126.73642830000051,37.48262889999983,1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,119
CG_00910,126.73417830000051,37.48262889999983,1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,120
CG_00948,126.73867830000052,37.48262889999983,1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,121
CG_00949,126.73867830000052,37.48487889999983,1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,122
CG_00950,126.73867830000052,37.487128899999824,1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,123
CG_00951,126.73867830000052,37.48937889999982,1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,124
CG_00964,126.74092830000052,37.487128899999824,1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,125
CG_00971,126.74317830000052,37.48487889999983,1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,126
CG_00962,126.74092830000052,37.48262889999983,1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,127
CG_00963,126.74092830000052,37.48487889999983,1,1334,1432,2.0,0.302,0.0,305.9,medium,1373.2,128
CG_00777,126.71842830000048,37.5028788999998,1,873,938,1.0,0.0,0.0,752.2,high,1348.5,129
CG_00775,126.71842830000048,37.49837889999981,1,873,938,1.0,0.0,0.0,752.2,high,1348.5,130
CG_00797,126.72067830000049,37.5028788999998,1,873,938,1.0,0.0,0.0,752.2,high,1348.5,131
CG_00798,126.72067830000049,37.5051288999998,1,873,938,1.0,0.0,0.0,752.2,high,1348.5,132
CG_00776,126.71842830000048,37.5006288999998,1,873,938,1.0,0.0,0.0,752.2,high,1348.5,133
CG_00778,126.71842830000048,37.5051288999998,1,873,938,1.0,0.0,0.0,752.2,high,1348.5,134
CG_00818,126.72292830000049,37.5051288999998,1,873,938,1.0,0.0,0.0,752.2,high,1348.5,135
CG_00669,126.70492830000046,37.50962889999979,1,870,934,1.0,0.0,0.0,801.4,high,1343.4,136
CG_00862,126.7274283000005,37.54112889999974,2,1344,1336,2.0,0.556,0.0,320.1,medium,1340.8,137
CG_00907,126.7319283000005,37.54337889999974,2,1288,1278,2.0,0.331,0.0,398.0,medium,1284.0,138
CG_00886,126.7296783000005,37.54337889999974,2,1288,1278,2.0,0.331,0.0,398.0,medium,1284.0,139
CG_00925,126.73417830000051,37.54337889999974,2,1288,1278,2.0,0.331,0.0,398.0,medium,1284.0,140
CG_00560,126.68692830000043,37.45787889999987,1,824,867,1.0,0.0,0.0,947.1,high,1261.8000000000002,141
CG_00549,126.68467830000043,37.45787889999987,1,824,867,1.0,0.0,0.0,947.1,high,1261.8000000000002,142
CG_00571,126.68917830000044,37.46462889999986,1,824,867,1.0,0.0,0.0,947.1,high,1261.8000000000002,143
CG_00570,126.68917830000044,37.46237889999986,1,824,867,1.0,0.0,0.0,947.1,high,1261.8000000000002,144
CG_00563,126.68692830000043,37.46462889999986,1,824,867,1.0,0.0,0.0,947.1,high,1261.8000000000002,145
CG_00569,126.68917830000044,37.460128899999866,1,824,867,1.0,0.0,0.0,947.1,high,1261.8000000000002,146
CG_00562,126.68692830000043,37.46237889999986,1,824,867,1.0,0.0,0.0,947.1,high,1261.8000000000002,147
CG_00532,126.68242830000042,37.46237889999986,1,824,867,1.0,0.0,0.0,947.1,high,1261.8000000000002,148
CG_00533,126.68242830000042,37.46462889999986,1,824,867,1.0,0.0,0.0,947.1,high,1261.8000000000002,149
CG_00561,126.68692830000043,37.460128899999866,1,824,867,1.0,0.0,0.0,947.1,high,1261.8000000000002,150
CG_00552,126.68467830000043,37.46462889999986,1,824,867,1.0,0.0,0.0,947.1,high,1261.8000000000002,151
CG_00551,126.68467830000043,37.46237889999986,1,824,867,1.0,0.0,0.0,947.1,high,1261.8000000000002,152
CG_00550,126.68467830000043,37.460128899999866,1,824,867,1.0,0.0,0.0,947.1,high,1261.8000000000002,153
CG_00130,126.63292830000034,37.3858789,2,1265,1233,2.0,0.422,0.0,57.0,medium,1252.2,154
CG_00180,126.63967830000036,37.47137889999985,3,1215,1250,2.0,0.217,0.0,260.167,medium,1229.0,155
CG_00166,126.63742830000035,37.47137889999985,3,1215,1250,2.0,0.217,0.0,260.167,medium,1229.0,156
CG_00181,126.63967830000036,37.473628899999845,3,1215,1250,2.0,0.217,0.0,260.167,medium,1229.0,157
CG_00479,126.67567830000041,37.51412889999978,1,813,822,1.0,0.0,0.0,602.1,high,1224.8999999999999,158
CG_00457,126.67342830000041,37.51637889999978,1,813,822,1.0,0.0,0.0,602.1,high,1224.8999999999999,159
CG_00433,126.6711783000004,37.511878899999786,1,813,822,1.0,0.0,0.0,602.1,high,1224.8999999999999,160
CG_00405,126.6689283000004,37.511878899999786,1,813,822,1.0,0.0,0.0,602.1,high,1224.8999999999999,161
CG_00455,126.67342830000041,37.511878899999786,1,813,822,1.0,0.0,0.0,602.1,high,1224.8999999999999,162
CG_00456,126.67342830000041,37.51412889999978,1,813,822,1.0,0.0,0.0,602.1,high,1224.8999999999999,163
CG_00434,126.6711783000004,37.51412889999978,1,813,822,1.0,0.0,0.0,602.1,high,1224.8999999999999,164
CG_00826,126.7251783000005,37.460128899999866,1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,165
CG_00828,126.7251783000005,37.46462889999986,1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,166
CG_00848,126.7274283000005,37.466878899999855,1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,167
CG_00868,126.7296783000005,37.46462889999986,1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,168
CG_00847,126.7274283000005,37.46462889999986,1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,169
CG_00846,126.7274283000005,37.46237889999986,1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,170
CG_00867,126.7296783000005,37.46237889999986,1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,171
CG_00827,126.7251783000005,37.46237889999986,1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,172
CG_00869,126.7296783000005,37.466878899999855,1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,173
CG_00829,126.7251783000005,37.466878899999855,1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,174
CG_00807,126.72292830000049,37.46237889999986,1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,175
CG_00808,126.72292830000049,37.46462889999986,1,1198,1255,2.0,0.21,2.0,147.6,medium,1220.8,176
CG_00774,126.71842830000048,37.49612889999981,1,1207,1176,2.0,0.251,0.0,304.0,medium,1194.6,177
CG_00832,126.7251783000005,37.49162889999982,1,1207,1176,2.0,0.251,0.0,304.0,medium,1194.6,178
CG_00812,126.72292830000049,37.49162889999982,1,1207,1176,2.0,0.251,0.0,304.0,medium,1194.6,179
CG_00773,126.71842830000048,37.493878899999814,1,1207,1176,2.0,0.251,0.0,304.0,medium,1194.6,180
CG_00792,126.72067830000049,37.49162889999982,1,1207,1176,2.0,0.251,0.0,304.0,medium,1194.6,181
CG_00793,126.72067830000049,37.493878899999814,1,1207,1176,2.0,0.251,0.0,304.0,medium,1194.6,182
CG_00813,126.72292830000049,37.493878899999814,1,1207,1176,2.0,0.251,0.0,304.0,medium,1194.6,183
CG_00833,126.7251783000005,37.493878899999814,1,1207,1176,2.0,0.251,0.0,304.0,medium,1194.6,184
CG_00853,126.7274283000005,37.5028788999998,1,1207,1176,2.0,0.444,0.0,409.0,medium,1194.6,185
CG_00726,126.71167830000047,37.50962889999979,1,802,782,1.0,0.0,0.0,839.7,high,1191.0,186
CG_00700,126.70942830000047,37.5028788999998,1,802,782,1.0,0.0,0.0,839.7,high,1191.0,187
CG_00683,126.70717830000046,37.50962889999979,1,802,782,1.0,0.0,0.0,839.7,high,1191.0,188
CG_00680,126.70717830000046,37.5028788999998,1,802,782,1.0,0.0,0.0,839.7,high,1191.0,189
CG_00703,126.70942830000047,37.50962889999979,1,802,782,1.0,0.0,0.0,839.7,high,1191.0,190
CG_00743,126.71392830000048,37.50737889999979,1,802,782,1.0,0.0,0.0,839.7,high,1191.0,191
CG_00627,126.70042830000045,37.460128899999866,1,1092,1149,2.0,0.682,0.0,73.2,medium,1114.8,192
CG_00626,126.70042830000045,37.45787889999987,1,1092,1149,2.0,0.682,0.0,73.2,medium,1114.8,193
CG_00598,126.69592830000045,37.45787889999987,1,1092,1149,2.0,0.682,0.0,73.2,medium,1114.8,194
CG_00601,126.69592830000045,37.46462889999986,1,1092,1149,2.0,0.682,0.0,73.2,medium,1114.8,195
CG_00600,126.69592830000045,37.46237889999986,1,1092,1149,2.0,0.682,0.0,73.2,medium,1114.8,196
CG_00613,126.69817830000045,37.460128899999866,1,1092,1149,2.0,0.682,0.0,73.2,medium,1114.8,197
CG_00612,126.69817830000045,37.45787889999987,1,1092,1149,2.0,0.682,0.0,73.2,medium,1114.8,198
CG_00588,126.69367830000044,37.45787889999987,1,1092,1149,2.0,0.682,0.0,73.2,medium,1114.8,199
CG_00589,126.69367830000044,37.460128899999866,1,1092,1149,2.0,0.682,0.0,73.2,medium,1114.8,200
CG_00579,126.69142830000044,37.460128899999866,1,1092,1149,2.0,0.682,0.0,73.2,medium,1114.8,201
CG_00578,126.69142830000044,37.45787889999987,1,1092,1149,2.0,0.682,0.0,73.2,medium,1114.8,202
CG_00590,126.69367830000044,37.46237889999986,1,1092,1149,2.0,0.682,0.0,73.2,medium,1114.8,203
CG_00591,126.69367830000044,37.46462889999986,1,1092,1149,2.0,0.682,0.0,73.2,medium,1114.8,204
CG_00599,126.69592830000045,37.460128899999866,1,1092,1149,2.0,0.682,0.0,73.2,medium,1114.8,205
CG_00644,126.70267830000046,37.460128899999866,1,1092,1149,2.0,0.682,0.0,73.2,medium,1114.8,206
CG_00234,126.64867830000037,37.4218789,1,1089,1061,2.0,0.705,2.0,204.8,medium,1077.8,207
CG_00253,126.65092830000037,37.4241289,1,1089,1061,2.0,0.705,2.0,204.8,medium,1077.8,208
CG_00252,126.65092830000037,37.4218789,1,1089,1061,2.0,0.705,2.0,204.8,medium,1077.8,209
CG_00220,126.64642830000037,37.4218789,1,1089,1061,2.0,0.705,2.0,204.8,medium,1077.8,210
CG_00254,126.65092830000037,37.4263789,1,1089,1061,2.0,0.705,2.0,204.8,medium,1077.8,211
CG_00236,126.64867830000037,37.4263789,1,1089,1061,2.0,0.705,2.0,204.8,medium,1077.8,212
CG_00237,126.64867830000037,37.4286289,1,1089,1061,2.0,0.705,2.0,204.8,medium,1077.8,213
CG_00235,126.64867830000037,37.4241289,1,1089,1061,2.0,0.705,2.0,204.8,medium,1077.8,214
CG_00221,126.64642830000037,37.4241289,1,1089,1061,2.0,0.705,2.0,204.8,medium,1077.8,215
CG_00266,126.65317830000038,37.4218789,1,1089,1061,2.0,0.705,2.0,204.8,medium,1077.8,216
CG_00267,126.65317830000038,37.4241289,1,1089,1061,2.0,0.705,2.0,204.8,medium,1077.8,217
CG_00206,126.64417830000036,37.4241289,1,1089,1061,2.0,0.705,2.0,204.8,medium,1077.8,218
CG_00268,126.65317830000038,37.4263789,1,1089,1061,2.0,0.705,2.0,204.8,medium,1077.8,219
CG_00222,126.64642830000037,37.4263789,1,1089,1061,2.0,0.705,2.0,204.8,medium,1077.8,220
CG_00371,126.6666783000004,37.466878899999855,1,1050,1105,2.0,0.523,0.0,254.6,medium,1072.0,221
CG_00398,126.6689283000004,37.47137889999985,1,1050,1105,2.0,0.523,0.0,254.6,medium,1072.0,222
CG_00424,126.6711783000004,37.46912889999985,1,1050,1105,2.0,0.523,0.0,254.6,medium,1072.0,223
CG_00425,126.6711783000004,37.47137889999985,1,1050,1105,2.0,0.523,0.0,254.6,medium,1072.0,224
CG_00423,126.6711783000004,37.466878899999855,1,1050,1105,2.0,0.523,0.0,254.6,medium,1072.0,225
CG_00372,126.6666783000004,37.46912889999985,1,1050,1105,2.0,0.523,0.0,254.6,medium,1072.0,226
CG_00373,126.6666783000004,37.47137889999985,1,1050,1105,2.0,0.523,0.0,254.6,medium,1072.0,227
CG_00352,126.6644283000004,37.47137889999985,1,1050,1105,2.0,0.523,0.0,254.6,medium,1072.0,228
CG_00396,126.6689283000004,37.466878899999855,1,1050,1105,2.0,0.523,0.0,254.6,medium,1072.0,229
CG_00397,126.6689283000004,37.46912889999985,1,1050,1105,2.0,0.523,0.0,254.6,medium,1072.0,230
CG_00350,126.6644283000004,37.466878899999855,1,1050,1105,2.0,0.523,0.0,254.6,medium,1072.0,231
CG_00351,126.6644283000004,37.46912889999985,1,1050,1105,2.0,0.523,0.0,254.6,medium,1072.0,232
CG_00529,126.68242830000042,37.44887889999988,1,1049,1104,2.0,0.324,0.0,60.5,medium,1071.0,233
CG_00545,126.68467830000043,37.44662889999989,1,1049,1104,2.0,0.324,0.0,60.5,medium,1071.0,234
CG_00557,126.68692830000043,37.44887889999988,1,1049,1104,2.0,0.324,0.0,60.5,medium,1071.0,235
CG_00556,126.68692830000043,37.44662889999989,1,1049,1104,2.0,0.324,0.0,60.5,medium,1071.0,236
CG_00548,126.68467830000043,37.453378899999876,1,1049,1104,2.0,0.324,0.0,60.5,medium,1071.0,237
CG_00547,126.68467830000043,37.45112889999988,1,1049,1104,2.0,0.324,0.0,60.5,medium,1071.0,238
CG_00546,126.68467830000043,37.44887889999988,1,1049,1104,2.0,0.324,0.0,60.5,medium,1071.0,239
CG_00558,126.68692830000043,37.45112889999988,1,1049,1104,2.0,0.324,0.0,60.5,medium,1071.0,240
CG_00559,126.68692830000043,37.453378899999876,1,1049,1104,2.0,0.324,0.0,60.5,medium,1071.0,241
CG_00528,126.68242830000042,37.44662889999989,1,1049,1104,2.0,0.324,0.0,60.5,medium,1071.0,242
CG_00531,126.68242830000042,37.453378899999876,1,1049,1104,2.0,0.324,0.0,60.5,medium,1071.0,243
CG_00568,126.68917830000044,37.45112889999988,1,1049,1104,2.0,0.324,0.0,60.5,medium,1071.0,244
