학교ID,학교명,gu,case_type,is_separate_bundle_tag,green_fix_protected,green_fix_manual_ratio,osm_walk_area_m2,straight_buffer_area_m2,osm_walk_area_ratio_to_buffer,connected_residential_count,apt_added_area_m2,apt_gap_ratio,adjusted_walk_area_m2,adjusted_walk_area_ratio_to_buffer,current_walk_green_area_m2,current_walk_green_ratio,apt_added_green_area_m2,apt_added_park_count,adjusted_walk_green_area_m2,adjusted_walk_park_count,apt_adjusted_walk_green_ratio,apt_adjusted_green_delta_pp,radius_green_ratio,radius_to_walk_loss_pp,radius_to_adjusted_loss_pp,apt_permeability_flag,large_apt_count_500m,large_apt_households_500m,apt_adjustment_candidate
B000002964,인천송현초등학교,동구,2.0,0,0,0,223537.1453,784137.1226,0.285074,5,113947.0015,0.145082,337484.1468,0.430389,505.8652,0.2263,259.3264,2,765.1916,3,0.226734,0.000434,1.327519,1.101219,1.100785,1,4,4411,1
B000003051,인천능허대초등학교,연수구,2.0,0,0,0,333300.7077,784137.1226,0.425054,10,67581.1107,0.086047,400881.8184,0.511239,3143.7943,0.943231,378.6987,1,3522.493,3,0.878686,-0.064544,0.607669,-0.335561,-0.271017,1,5,3977,1
B000003035,인천산곡남초등학교,부평구,2.0,0,0,0,230707.783,784137.1226,0.294219,6,92737.7245,0.118077,323445.5075,0.412486,0.0,0.0,409.9927,1,409.9927,1,0.126758,0.126758,1.770805,1.770805,1.644047,1,2,2199,1
B000003152,인천검단초등학교,서구,2.0,0,0,0,176456.3904,784137.1226,0.225033,2,11084.8691,0.014114,187541.2595,0.239169,168.1148,0.095273,0.0,0,168.1148,1,0.089642,-0.005631,0.663699,0.568426,0.574058,1,1,545,1
B000003107,인천효성동초등학교,계양구,2.0,0,0,0,175089.4967,784137.1226,0.223289,6,142433.5025,0.181352,317522.9992,0.404933,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.840484,1.840484,1.840484,1,2,1225,1
B000003166,인천마전초등학교,서구,3.0,0,0,0,122422.6596,784137.1226,0.156124,4,65906.7653,0.083915,188329.4249,0.240174,1760.4807,1.438035,1230.059,1,2990.5396,2,1.58793,0.149895,3.430968,1.992933,1.843038,1,2,2243,1
B000003105,인천서창초등학교,남동구,3.0,0,0,0,220658.9023,784137.1226,0.281403,4,94364.1189,0.120148,315023.0212,0.401745,6693.6785,3.033496,535.3195,1,7228.9981,4,2.294752,-0.738743,2.756078,-0.277417,0.461326,1,5,2896,1
B000002979,인천문학초등학교,미추홀구,3.0,0,0,0,250424.4726,784137.1226,0.319363,6,30173.6022,0.038418,280598.0748,0.357843,5030.7917,2.008906,0.0,0,5030.7917,3,1.792882,-0.216024,1.461037,-0.547868,-0.331844,1,0,0,0
B000003030,인천부평남초등학교,부평구,2.0,0,0,0,273642.9768,784137.1226,0.348973,3,55466.4367,0.070622,329109.4135,0.419709,1458.289,0.532917,9187.2341,1,10645.5231,1,3.234646,2.701729,6.765356,6.232439,3.53071,1,1,2475,1
B000003005,인천용현남초등학교자월분교장,옹진군,,1,0,0,9895.0532,784137.1226,0.012619,0,0.0,0.0,9895.0532,0.012619,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
B000003019,인천부광초등학교,부평구,4.0,0,0,0,329398.4843,784137.1226,0.420078,8,135744.6846,0.172836,465143.1689,0.593191,18642.7344,5.65963,4745.5422,4,23388.2766,7,5.028189,-0.631441,6.074435,0.414805,1.046246,1,6,6823,1
B000003040,인천동암초등학교,부평구,3.0,0,0,0,319719.7431,784137.1226,0.407734,3,125271.7235,0.159501,444991.4667,0.567492,3657.7295,1.144042,8924.0869,2,12581.8163,4,2.827429,1.683386,7.206151,6.062109,4.378723,1,0,0,1
B000002984,인천승학초등학교,미추홀구,4.0,0,0,0,160252.6363,784137.1226,0.204368,4,55469.0513,0.070625,215721.6876,0.275107,114431.708,71.407067,43741.422,1,158173.13,1,73.322776,1.915709,47.807803,-23.599264,-25.514973,1,0,0,1
B000003017,인천부내초등학교,부평구,4.0,0,0,0,51987.451,784137.1226,0.066299,5,137088.431,0.174546,189075.8821,0.241126,14894.4415,28.650071,6594.1115,4,21488.553,5,11.365042,-17.285029,5.253676,-23.396395,-6.111366,1,5,5099,1
B000002963,인천만석초등학교,동구,3.0,0,1,0,225827.6411,784137.1226,0.287995,0,0.0,0.0,225827.6411,0.287995,6915.0682,3.0621,0.0,0,6915.0682,4,3.0621,0.0,2.786747,-0.275353,-0.275353,0,1,560,0
B000003143,인천신석초등학교,서구,4.0,0,1,1,116022.1606,784137.1226,0.147962,0,0.0,0.0,116022.1606,0.147962,8521.4796,7.3447,0.0,0,8521.4796,1,7.3447,0.0,1.174995,-6.169705,-6.169705,0,1,778,0
B000003100,인천조동초등학교,남동구,4.0,0,0,0,246541.4991,784137.1226,0.314411,5,89794.9188,0.11433,336336.418,0.428926,18668.1965,7.57203,7473.5053,2,26141.7018,4,7.772486,0.200456,24.657447,17.085417,16.884961,1,4,4822,1
B000025756,인천청호초등학교,서구,4.0,0,0,0,249231.1801,784137.1226,0.317841,6,272003.273,0.346325,521234.4531,0.664724,69317.186,27.812405,0.0,0,69317.186,3,13.298658,-14.513748,11.898133,-15.914272,-1.400525,1,3,3327,1
B000022832,인천한빛초등학교,남동구,4.0,0,0,0,91110.8057,784137.1226,0.116192,5,227571.078,0.289752,318681.8838,0.406411,18727.3841,20.554515,12301.1652,4,31028.5493,5,9.736528,-10.817987,16.3115,-4.243015,6.574973,1,5,4445,1
B000003106,경인교육대학교부설초등학교,계양구,4.0,0,0,0,135450.3888,784137.1226,0.172738,4,45858.4966,0.058389,181308.8855,0.231221,10068.9783,7.433702,0.0,0,10068.9783,1,5.553494,-1.880208,2.899596,-4.534106,-2.653898,1,3,2182,1
B000003020,인천일신초등학교,부평구,3.0,0,0,0,258699.1756,784137.1226,0.329916,4,46044.5346,0.058626,304743.7102,0.388636,3906.7815,1.510164,0.0,0,3906.7815,2,1.281989,-0.228175,0.574962,-0.935202,-0.707028,1,2,1481,1
B000003046,인천굴포초등학교,부평구,4.0,0,0,0,198697.2679,784137.1226,0.253396,4,85176.0354,0.108449,283873.3033,0.36202,10275.2895,5.171329,3799.3784,3,14074.6679,3,4.958081,-0.213248,8.704822,3.533493,3.746741,1,4,4793,1
B000003042,인천마장초등학교,부평구,1.0,0,0,0,250916.693,784137.1226,0.319991,11,190364.7664,0.24238,441281.4594,0.562761,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,7,7995,1
B000002991,인천인주초등학교,미추홀구,3.0,0,0,0,328988.1927,784137.1226,0.419554,10,58016.4226,0.073869,387004.6154,0.493542,5246.7993,1.594829,9436.4993,2,14683.2986,6,3.794089,2.19926,6.077566,4.482737,2.283477,1,6,3740,1
B000003034,인천미산초등학교,부평구,1.0,0,0,0,103574.1612,784137.1226,0.132087,5,155919.3155,0.198523,259493.4766,0.330929,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.556895,1.556895,1.556895,1,9,9461,1
B000003102,인천장수초등학교,남동구,3.0,0,1,0,85235.7446,784137.1226,0.1087,0,0.0,0.0,85235.7446,0.1087,1893.6825,2.2217,0.0,0,1893.6825,3,2.2217,0.0,7.001285,4.779585,4.779585,0,2,2906,0
B000002989,인천주안남초등학교,미추홀구,2.0,0,0,0,347973.6838,784137.1226,0.443766,11,106769.7936,0.135944,454743.4775,0.579929,1483.5539,0.426341,0.0,0,1483.5539,1,0.32624,-0.100101,0.210154,-0.216187,-0.116086,1,2,2337,1
B000003077,상인천초등학교,남동구,3.0,0,1,0,304142.7835,784137.1226,0.387869,0,0.0,0.0,304142.7835,0.387869,5861.7439,1.9273,0.0,0,5861.7439,5,1.9273,0.0,2.220394,0.293094,0.293094,0,2,4165,0
B000003060,인천동막초등학교,연수구,3.0,0,0,0,183908.2853,784137.1226,0.234536,4,212531.6133,0.270604,396439.8986,0.505575,4873.5531,2.649991,1741.9479,3,6615.501,3,1.668727,-0.981264,3.122413,0.472422,1.453686,1,6,5828,1
B000002969,인천동명초등학교,동구,2.0,0,0,0,360707.3117,784137.1226,0.460005,1,40303.4842,0.051316,401010.7959,0.511404,549.5762,0.152361,321.3553,1,870.9315,1,0.217184,0.064823,5.378536,5.226175,5.161352,1,0,0,1
B000002990,인천학익초등학교,미추홀구,2.0,0,1,1,82994.3803,784137.1226,0.105842,0,0.0,0.0,82994.3803,0.105842,707.6778,0.852682,0.0,0,707.6778,1,0.852682,0.0,1.881153,1.028471,1.028471,0,2,1287,0
B000003104,인천남동초등학교,남동구,3.0,0,0,0,305820.5506,784137.1226,0.390009,12,175123.0671,0.222974,480943.6177,0.613341,10955.6805,3.582389,0.9503,1,10956.6309,7,2.278153,-1.304236,2.167042,-1.415346,-0.111111,1,7,5232,1
B000003047,한일초등학교,부평구,2.0,0,0,0,68191.3435,784137.1226,0.086964,6,69908.5517,0.08901,138099.8953,0.176117,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.746658,0.746658,0.746658,1,1,811,1
B000003091,인천주원초등학교,남동구,2.0,0,0,0,107982.1984,784137.1226,0.137708,4,196281.8492,0.249914,304264.0477,0.388024,0.0,0.0,10147.6806,2,10147.6806,2,3.335156,3.335156,2.156583,2.156583,-1.178573,1,1,922,1
B000003032,인천산곡초등학교,부평구,2.0,0,0,0,66803.504,784137.1226,0.085194,4,71491.0721,0.091025,138294.5761,0.176365,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.488266,0.488266,0.488266,1,4,4012,1
B000003076,인천상아초등학교,남동구,2.0,0,0,0,78100.9924,784137.1226,0.099601,4,220974.5741,0.281354,299075.5665,0.381407,0.0,0.0,1747.8348,2,1747.8348,2,0.584412,0.584412,0.268985,0.268985,-0.315428,1,4,12007,1
B000003055,인천함박초등학교,연수구,4.0,0,0,0,337948.3029,784137.1226,0.430981,7,103246.177,0.131457,441194.4798,0.56265,291243.7726,86.179978,86015.6604,3,377259.433,4,85.508648,-0.67133,80.7429,-5.437077,-4.765747,1,0,0,1
B000003052,인천선학초등학교,연수구,3.0,0,0,0,236938.8992,784137.1226,0.302165,4,27336.9935,0.034807,264275.8927,0.337028,9017.8795,3.805994,2623.3408,2,11641.2203,4,4.40495,0.598956,7.702796,3.896803,3.297847,1,3,2160,1
B000002953,인천운서초등학교,중구,4.0,0,0,0,294433.6906,784137.1226,0.375488,2,28880.1755,0.036771,323313.8661,0.412318,21160.3283,7.186789,5882.1179,1,27042.4463,6,8.364147,1.177358,12.768709,5.58192,4.404562,1,0,0,1
B000003069,인천박문초등학교,연수구,4.0,0,0,0,164078.0922,784137.1226,0.209247,7,89079.5362,0.11342,253157.6284,0.322849,107547.8905,65.54677,12107.2977,4,119655.1881,5,47.265093,-18.281678,32.10471,-33.442061,-15.160383,1,2,2418,1
B000003022,인천상정초등학교,부평구,3.0,0,0,0,169168.9007,784137.1226,0.215739,3,34045.9885,0.043349,203214.8893,0.259157,3527.4066,2.085139,1431.7739,1,4959.1805,2,2.440363,0.355224,7.089818,5.00468,4.649456,1,3,6945,1
B000002973,인천용일초등학교,미추홀구,2.0,0,0,0,384586.4478,784137.1226,0.490458,2,1110.3206,0.001414,385696.7684,0.491874,3433.7778,0.892849,0.0,0,3433.7778,1,0.890279,-0.00257,0.437202,-0.455647,-0.453077,0,0,0,0
B000003155,인천목향초등학교,서구,2.0,0,0,0,56680.6268,784137.1226,0.072284,3,102854.6935,0.130959,159535.3202,0.203453,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,4,3392,1
B000003089,인천고잔초등학교,남동구,4.0,0,0,0,187726.9623,784137.1226,0.239406,6,236238.193,0.300788,423965.1554,0.540677,21864.8666,11.647164,62089.9284,6,83954.795,6,19.802287,8.155123,16.394319,4.747156,-3.407967,1,4,3986,1
B000003096,인천소래초등학교,남동구,3.0,0,0,0,160947.5753,784137.1226,0.205254,5,133465.6337,0.169934,294413.209,0.375461,3237.6278,2.011604,0.0,0,3237.6278,2,1.099688,-0.911916,4.384681,2.373077,3.284992,1,7,6628,1
B000002977,인천백학초등학교,미추홀구,4.0,0,0,0,314100.7602,784137.1226,0.400569,7,62638.0085,0.079753,376738.7687,0.48045,90116.8053,28.690413,587.6526,1,90704.4579,5,24.076221,-4.614192,27.355861,-1.334551,3.279641,1,4,2516,1
B000003056,인천청학초등학교,연수구,4.0,0,0,0,291961.0535,784137.1226,0.372334,5,49041.4659,0.062442,341002.5194,0.434876,67102.5593,22.983394,8144.21,3,75246.7693,6,22.066338,-0.917056,29.72254,6.739146,7.656202,1,3,2140,1
B000003073,인천정각초등학교,남동구,2.0,0,0,0,171214.5011,784137.1226,0.218348,5,351538.623,0.447593,522753.1241,0.66666,127.1088,0.07424,1151.7934,1,1278.9022,2,0.244647,0.170408,1.08255,1.00831,0.837902,1,3,9575,1
B000003130,인천명현초등학교,계양구,3.0,0,0,0,314815.0741,784137.1226,0.40148,14,136103.7775,0.173293,450918.8517,0.575051,4036.2944,1.282116,564.7183,2,4601.0128,3,1.020364,-0.261752,2.534538,1.252422,1.514174,1,3,2871,1
B000002974,인천용현초등학교,미추홀구,3.0,0,0,0,292139.4331,784137.1226,0.372562,9,125051.1836,0.15922,417190.6168,0.532038,8383.3833,2.869651,3045.5208,1,11428.9041,5,2.739492,-0.130159,6.254661,3.385009,3.515169,1,5,6602,1
B000003151,인천능내초등학교,서구,4.0,0,0,0,180093.3951,784137.1226,0.229671,6,57479.6299,0.073185,237573.025,0.302974,39123.3601,21.723928,1309.9307,1,40433.2909,2,17.019311,-4.704618,11.460969,-10.262959,-5.558342,1,2,1615,1
B000003058,인천연성초등학교,연수구,4.0,0,0,0,99257.736,784137.1226,0.126582,3,149713.4653,0.190621,248971.2012,0.31751,8818.6598,8.884607,1647.2274,1,10465.8873,1,4.203654,-4.680953,2.929087,-5.95552,-1.274566,1,6,6020,1
B000003062,인천연수초등학교,연수구,2.0,0,0,0,85991.9265,784137.1226,0.109664,4,119281.4072,0.151874,205273.3337,0.261782,0.0,0.0,511.5321,1,511.5321,1,0.249196,0.249196,4.645334,4.645334,4.396138,1,6,6074,1
B000003080,인천동부초등학교,남동구,2.0,0,0,0,281531.2494,784137.1226,0.359033,5,166237.8667,0.211661,447769.1161,0.571034,1254.6194,0.445641,0.0,0,1254.6194,4,0.280193,-0.165448,0.507542,0.061901,0.227349,1,1,2073,1
B000003154,인천불로초등학교,서구,3.0,0,0,0,130018.735,784137.1226,0.165811,4,77648.5408,0.098865,207667.2758,0.264835,1781.0246,1.369822,0.0,0,1781.0246,3,0.857634,-0.512188,1.093609,-0.276212,0.235976,1,4,2433,1
B000003181,송해초등학교,강화군,,1,0,0,784137.1226,784137.1226,1.0,0,0.0,0.0,784137.1226,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
B000003145,인천천마초등학교,서구,2.0,0,1,1,86062.5909,784137.1226,0.109755,0,0.0,0.0,86062.5909,0.109755,366.92,0.426341,0.0,0,366.92,1,0.426341,0.0,0.291104,-0.135237,-0.135237,0,0,0,0
B000003018,인천부개서초등학교,부평구,2.0,0,0,0,220156.2392,784137.1226,0.280762,3,95028.2885,0.120994,315184.5277,0.401951,1161.9747,0.527795,5444.7987,3,6606.7734,3,2.09616,1.568365,2.637652,2.109857,0.541492,1,2,2613,1
B000003188,내가초등학교,강화군,,1,0,0,15500.1412,784137.1226,0.019767,0,0.0,0.0,15500.1412,0.019767,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
B000002954,인천용유초등학교,중구,1.0,0,0,0,112246.9199,784137.1226,0.143147,0,0.0,0.0,112246.9199,0.143147,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
B000002978,인천도화초등학교,미추홀구,4.0,0,0,0,193511.4512,784137.1226,0.246783,2,3596.6007,0.004579,197108.052,0.251369,51475.0597,26.600524,3596.6007,1,55071.6605,1,27.939833,1.339309,21.411584,-5.18894,-6.528249,0,0,0,0
B000003043,인천개흥초등학교,부평구,3.0,0,0,0,418090.4719,784137.1226,0.533185,2,26988.1466,0.034362,445078.6185,0.567603,12282.8125,2.937836,0.0,0,12282.8125,3,2.759695,-0.178141,7.344461,4.406625,4.584766,1,1,1145,1
B000003090,인천약산초등학교,남동구,4.0,0,0,0,356136.9308,784137.1226,0.454177,6,257273.5308,0.327571,613410.4616,0.782274,39842.7409,11.187478,3423.8923,3,43266.6333,5,7.053455,-4.134023,8.919113,-2.268365,1.865658,1,0,0,1
B000003146,인천봉수초등학교,서구,2.0,0,0,0,225654.733,784137.1226,0.287775,9,157353.1733,0.200348,383007.9064,0.488445,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,4,4531,1
B000003084,인천은봉초등학교,남동구,4.0,0,0,0,246726.9886,784137.1226,0.314648,3,76245.1182,0.097078,322972.1068,0.411882,39205.9359,15.890412,2361.4464,1,41567.3823,3,12.87027,-3.020142,8.15779,-7.732622,-4.71248,1,2,1661,1
B000003174,양도초등학교,강화군,,1,0,0,15500.1412,784137.1226,0.019767,0,0.0,0.0,15500.1412,0.019767,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
