학교ID,학교명,gu,iso_park_count,iso_park_area,buf_park_count,buf_park_area,iso_child_total,iso_child_6_12,child_pop_quartile,expected_park_count,gap_count,expected_park_area,gap_area,case_type,priority_score,redev_완료수,redev_진행중수,redev_예정수,redev_status,iso_green_ratio,iso_green_ratio_raw,iso_playground_count,is_separate_bundle_tag,is_low_access_tag,is_case_conflict_tag,isochrone_area_m2,iso_park_count_raw,iso_park_area_raw,green_bucket,case_label,priority_rank,is_island_tag,student_slope,is_new_school,nearest_park_dist_m,apt_blocked_m2,apt_gap_ratio,access_ratio,blocked_park_count,blocked_park_intersect_m2,current_green_ratio,corrected_green_ratio,green_ratio_delta,iso_green_ratio_before_apt,nearest_park_name,iso_official_park_count,iso_functional_park_count,iso_neighborhood_scale_park_count,iso_playground_like_count,iso_small_child_park_count,iso_mid_activity_park_count,graph_nearest_official_park_dist_m,graph_nearest_official_park_name,nearest_functional_park_dist_m,nearest_functional_park_name,nearest_functional_park_area_m2,nearest_functional_park_function_class,nearest_neighborhood_scale_park_dist_m,nearest_neighborhood_scale_park_name,nearest_neighborhood_scale_park_area_m2,nearest_official_route_dist_m,nearest_official_route_detour_ratio,nearest_official_major_road_crossing_count,nearest_official_large_intersection_flag,nearest_official_accident_hotspot_flag,nearest_official_barrier_level,nearest_official_barrier_label,nearest_official_barrier_summary,nearest_official_barrier_description,nearest_functional_route_dist_m,nearest_functional_route_detour_ratio,nearest_functional_major_road_crossing_count,nearest_functional_large_intersection_flag,nearest_functional_accident_hotspot_flag,nearest_functional_barrier_level,nearest_functional_barrier_label,nearest_functional_barrier_summary,nearest_functional_barrier_description,nearest_official_park_dist_m,nearest_official_park_name,nearest_official_park_type,nearest_official_park_area_m2,nearest_official_park_function_class,nearest_official_park_function_label,official_to_functional_gap_m,official_to_neighborhood_gap_m,no_official_park_flag,only_micro_park_flag,no_functional_park_flag,no_neighborhood_scale_park_flag,activity_space_limited_flag,nominal_access_gap_flag,neighborhood_scale_gap_flag,near_park_low_green_imbalance_flag,access_condition_type,access_condition_label,access_condition_description,access_condition_priority
B000003018,인천부개서초등학교,부평구,1,1161.974716546449,4,20716.070406725423,608,360,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-123658.18088235296,2.0,3.0,0,0,0,없음,0.5277954968138828,0.5277954968138828,0,0,1,0,220156.23921781915,1,1161.974716546449,low,접근 가능하나 녹지 부족,49.0,0,39.6,0,232.0,95028.2885,0.120994,0.25,3.0,5444.7987,0.527795,2.09616,1.568365,0.527795,한가람공원,0,0,0,0,0,0,576.8,한가람공원,576.8,한가람공원,7519.0,mid_activity_park,1073.5,방촌공원,11501.0,576.8,4.378,0,False,True,3,접근 주의,지구 내 간선도로 1회 · 사고위험 지점 인접 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",576.8,4.378,0,False,True,3,접근 주의,지구 내 간선도로 1회 · 사고위험 지점 인접 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",232.0,한가람공원,어린이공원,7519.0,mid_activity_park,중간 규모 활동공간,344.79999999999995,841.5,False,True,True,True,False,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003019,인천부광초등학교,부평구,5,18642.734369729464,9,47708.49721007339,908,565,Q4,2.8823529411764706,2.117647058823529,131177.18088235296,-90177.18088235296,4.0,1.0,0,0,3,예정만,5.659629676069274,5.659629676069274,0,0,0,0,329398.48429583496,5,18642.734369729464,high,접근 양호,10.0,0,-17.485714285714284,0,117.6,135744.6846,0.172836,0.5555555555555556,4.0,4745.5422,5.65963,5.028189,-0.631441,5.65963,세영공원,3,2,1,0,1,1,117.6,세영공원,117.6,세영공원,10105.0,neighborhood_park_scale,117.6,세영공원,10105.0,117.6,1.337,0,False,False,1,일부 보행 부담,지구 내 간선도로 1회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,117.6,1.337,0,False,False,1,일부 보행 부담,지구 내 간선도로 1회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,117.6,세영공원,근린공원,10105.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,False,False,False,False,False,False,False,False,functional_access_available,활동공원 접근 가능형,도보권 내 활동 가능 공원이 확인되는 유형입니다.,5
B000003020,인천일신초등학교,부평구,2,3906.781464888577,2,4515.737839703132,374,219,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-139929.72647058824,3.0,2.0,0,0,1,예정만,1.510163863251238,1.510163863251238,0,0,0,0,258699.1756296996,2,3906.781464888577,middle,"접근 가능, 중간 수준",15.0,0,-28.342857142857152,0,218.4,46044.5346,0.058626,1.0,0.0,0.0,1.510164,1.281989,-0.228175,1.510164,일신놀이공원,2,1,0,1,0,1,218.4,일신놀이공원,218.4,일신놀이공원,3049.0,mid_activity_park,2165.1,밤골공원,10111.0,218.4,1.764,0,False,False,2,보행 부담 높음,우회 부담,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",218.4,1.764,0,False,False,2,보행 부담 높음,우회 부담,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",218.4,일신놀이공원,어린이공원,3049.0,mid_activity_park,중간 규모 활동공간,0.0,1946.6999999999998,False,False,False,True,False,False,True,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003021,인천금마초등학교,부평구,0,0.0,3,7983.161566712802,42,27,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,2.0,3.0,0,0,0,없음,0.0,0.0,0,0,0,1,60290.67931685678,0,0.0,low,접근 가능하나 녹지 부족,1.0,0,-19.94285714285715,0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,일신놀이공원,0,0,0,0,0,0,835.7,일신놀이공원,835.7,일신놀이공원,3049.0,mid_activity_park,1967.8,밤골공원,10111.0,835.7,1.024,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,835.7,1.024,0,False,False,1,일부 보행 부담,지구 내 간선도로 4회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,477.0,일신놀이공원,어린이공원,3049.0,mid_activity_park,중간 규모 활동공간,358.70000000000005,1490.8,False,True,True,True,False,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003022,인천상정초등학교,부평구,2,3527.406635261815,5,55683.30411698509,355,190,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-75595.72647058824,3.0,2.0,0,0,1,예정만,2.085138946738022,2.085138946738022,0,0,1,0,169168.9007478407,2,3527.406635261815,middle,"접근 가능, 중간 수준",35.0,0,16.971428571428575,0,300.0,34045.9885,0.043349,0.4,1.0,1431.7739,2.085139,2.440363,0.355224,2.085139,한마음어린이공원,0,0,0,0,0,0,465.2,한마음어린이공원,465.2,한마음어린이공원,8114.0,mid_activity_park,603.7,백운공원,60743.0,465.2,1.5,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,465.2,1.5,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,300.0,한마음어린이공원,어린이공원,8114.0,mid_activity_park,중간 규모 활동공간,165.2,303.70000000000005,False,False,False,True,False,False,True,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003023,인천부평북초등학교,부평구,1,14542.116234189994,1,45612.646240213966,315,200,Q3,2.485294117647059,-1.4852941176470589,144452.72647058824,-98766.72647058824,4.0,1.0,0,0,1,예정만,6.320530687825325,6.320530687825325,0,0,0,0,230077.4563471573,1,14542.116234189994,high,접근 양호,17.0,0,-20.65714285714285,0,385.0,74580.4136,0.094959,1.0,0.0,0.0,6.320531,4.773261,-1.547269,6.320531,삼산어린이공원,0,0,0,0,0,0,827.8,삼산어린이공원,843.0,햇살공원,3338.0,mid_activity_park,1209.7,영성공원,10523.0,827.8,1.558,2,False,False,3,접근 주의,중간급 간선도로 2회,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",843.0,1.375,3,False,False,3,접근 주의,중간급 간선도로 3회,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",385.0,삼산어린이공원,어린이공원,2060.0,small_child_park,소규모 어린이공원급,458.0,824.7,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003024,인천갈월초등학교,부평구,7,46524.5767713925,9,90666.4351515238,500,299,Q4,2.8823529411764706,4.117647058823529,131177.18088235296,-22524.18088235296,4.0,1.0,0,0,0,없음,15.16886709955408,15.16886709955408,0,0,0,0,306710.952545429,7,46524.5767713925,high,접근 양호,44.0,0,-43.457142857142856,0,257.9,90120.9262,0.114746,0.7777777777777778,2.0,611.1118,15.168867,11.878,-3.290868,15.168867,굴포공원,4,3,2,0,1,1,257.9,굴포공원,257.9,굴포공원,20529.0,neighborhood_park_scale,257.9,굴포공원,20529.0,257.9,1.801,0,False,True,2,보행 부담 높음,사고위험 지점 인접 · 우회 부담,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",257.9,1.801,0,False,True,2,보행 부담 높음,사고위험 지점 인접 · 우회 부담,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",257.9,굴포공원,근린공원,20529.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,False,False,False,False,False,False,False,False,functional_access_with_barrier,보행부담 동반형,"활동 가능 공원은 있으나, 도달 경로에 간선도로 횡단 또는 교차로 부담이 포함될 수 있습니다.",4
B000003025,인천부개초등학교,부평구,1,1470.265656038092,5,21188.215502245806,808,480,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-129703.18088235296,2.0,3.0,0,0,1,예정만,0.4297674786891796,0.4297674786891796,0,0,1,0,342107.2391337063,1,1470.265656038092,low,접근 가능하나 녹지 부족,44.0,0,-24.08571428571428,0,305.9,24189.2096,0.030799,0.2,1.0,415.3792,0.429767,0.514787,0.085019,0.429767,마분놀이공원,1,0,0,1,0,0,305.9,마분놀이공원,592.2,일신놀이공원,3049.0,mid_activity_park,1984.6,방촌공원,11501.0,305.9,1.524,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,592.2,1.333,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,305.9,마분놀이공원,어린이공원,1474.0,playground_like,놀이터급·초소형 공간,286.30000000000007,1678.6999999999998,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003026,인천동수초등학교,부평구,1,3163.9486210043133,3,15400.894031874388,439,258,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-121066.18088235296,3.0,2.0,0,0,1,예정만,1.3772133516183207,1.3772133516183207,0,0,1,0,229735.546586624,1,3163.9486210043133,middle,"접근 가능, 중간 수준",11.0,0,-6.314285714285715,0,269.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.377213,1.377213,0.0,1.377213,만월공원,0,0,0,0,0,0,536.8,만월공원,536.8,만월공원,3179.0,mid_activity_park,1947.5,희망공원,64566.0,536.8,1.972,1,False,True,3,접근 주의,중간급 간선도로 1회 · 사고위험 지점 인접 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",536.8,1.972,1,False,True,3,접근 주의,중간급 간선도로 1회 · 사고위험 지점 인접 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",269.0,만월공원,어린이공원,3179.0,mid_activity_park,중간 규모 활동공간,267.79999999999995,1678.5,False,True,True,True,False,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003027,인천부원초등학교,부평구,0,0.0,2,14366.472718698067,505,307,Q4,2.8823529411764706,-2.8823529411764706,131177.18088235296,-131177.18088235296,1.0,4.0,0,0,2,예정만,0.0,0.0,7,0,0,0,216734.6899604801,0,0.0,,공원 접근 결핍,15.0,0,-38.77142857142857,0,752.2,128842.0015,0.164047,0.0,1.0,2577.288,0.0,0.745793,0.745793,0.0,신트리공원,0,0,0,0,0,0,752.2,신트리공원,752.2,신트리공원,58595.0,neighborhood_park_scale,752.2,신트리공원,58595.0,752.2,1.338,1,False,True,3,접근 주의,중간급 간선도로 1회 · 사고위험 지점 인접,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",752.2,1.338,1,False,True,3,접근 주의,중간급 간선도로 1회 · 사고위험 지점 인접,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",752.2,신트리공원,근린공원,58595.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,True,False,True,True,False,False,False,False,no_official_park,공원 접근 결핍형,도보생활권 내 공식 공원이 확인되지 않아 야외활동 인프라 자체가 부족한 유형입니다.,1
B000003028,인천부흥초등학교,부평구,1,3749.969340240715,3,7844.346009515442,1273,785,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-127421.18088235296,2.0,3.0,0,0,1,예정만,0.8246578175469447,0.8246578175469447,0,0,1,0,454730.3451746207,1,3749.969340240715,low,접근 가능하나 녹지 부족,61.0,0,14.485714285714288,0,162.1,29695.7682,0.03781,0.3333333333333333,0.0,0.0,0.824658,0.774106,-0.050552,0.824658,부흥놀이공원,1,1,0,0,0,1,162.1,부흥놀이공원,162.1,부흥놀이공원,3756.0,mid_activity_park,750.6,세영공원,10105.0,162.1,1.362,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",162.1,1.362,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",162.1,부흥놀이공원,어린이공원,3756.0,mid_activity_park,중간 규모 활동공간,0.0,588.5,False,False,False,True,False,False,True,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003029,인천부평동초등학교,부평구,2,2292.7363463851693,1,2577.854322816573,1211,743,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-128595.18088235296,2.0,3.0,0,0,0,없음,0.5142,0.5142,0,0,0,0,445884.1591569757,1,2292.7363463851693,low,접근 가능하나 녹지 부족,47.0,0,-22.971428571428568,0,409.0,0.0,0.0,2.0,0.0,0.0,0.5142,0.5142,0.0,0.5142,꿈나무공원,0,0,0,0,0,0,647.4,꿈나무공원,864.2,부흥놀이공원,3756.0,mid_activity_park,1035.7,신트리공원,58595.0,647.4,1.774,0,False,True,2,보행 부담 높음,사고위험 지점 인접 · 우회 부담,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",864.2,1.14,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",409.0,꿈나무공원,어린이공원,2582.0,small_child_park,소규모 어린이공원급,455.20000000000005,626.7,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003030,인천부평남초등학교,부평구,1,1458.2889735392394,1,53134.98176604307,513,291,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-18054.18088235296,2.0,3.0,0,0,0,없음,0.5329166459152997,0.5329166459152997,0,0,0,0,273642.97676132555,1,1458.2889735392394,low,접근 가능하나 녹지 부족,50.0,0,-37.2,0,399.0,55466.4367,0.070622,1.0,1.0,9187.2341,0.532917,3.234646,2.701729,0.532917,이야기꽃어린이공원,0,0,0,0,0,0,629.1,이야기꽃어린이공원,853.7,부평공원,113123.0,neighborhood_park_scale,853.7,부평공원,113123.0,629.1,1.179,0,False,True,2,보행 부담 높음,지구 내 간선도로 1회 · 사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",853.7,1.723,0,False,True,2,보행 부담 높음,지구 내 간선도로 1회 · 사고위험 지점 인접 · 우회 부담,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",399.0,이야기꽃어린이공원,어린이공원,1450.0,playground_like,놀이터급·초소형 공간,454.70000000000005,454.70000000000005,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003031,인천산곡북초등학교,부평구,2,1719.0510845374115,4,6338.4904871741455,385,195,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-142096.72647058824,3.0,2.0,0,0,0,없음,1.1619185855194434,1.1619185855194434,0,0,1,0,147949.3577227615,2,1719.0510845374115,middle,"접근 가능, 중간 수준",5.0,0,27.399999999999995,0,472.0,98435.9231,0.125333,0.5,0.0,0.0,1.161919,0.697709,-0.46421,1.161919,성벽어린이공원,2,0,0,1,1,0,351.9,성벽어린이공원,850.4,다온어린이공원,5268.0,mid_activity_park,1790.6,마장공원,15020.0,351.9,1.045,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",850.4,1.235,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",472.0,성벽어린이공원,어린이공원,1917.0,small_child_park,소규모 어린이공원급,378.4,1318.6,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003032,인천산곡초등학교,부평구,0,0.0,2,3834.832863649761,175,114,Q2,1.9852941176470589,-1.9852941176470589,128374.85739705882,-128374.85739705882,2.0,3.0,0,0,1,예정만,0.0,0.0,0,0,0,1,66803.50398623433,0,0.0,low,접근 가능하나 녹지 부족,14.0,0,43.65714285714285,0,200.0,71491.0721,0.091025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,산곡소공원,0,0,0,0,0,0,772.7,산곡소공원,961.7,산곡어린이공원,3080.0,mid_activity_park,1226.1,마장공원,15020.0,772.7,2.937,3,False,True,3,접근 주의,중간급 간선도로 3회 · 사고위험 지점 인접 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",961.7,2.518,2,False,True,3,접근 주의,중간급 간선도로 2회 · 사고위험 지점 인접 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",200.0,산곡소공원,소공원,761.0,playground_like,놀이터급·초소형 공간,761.7,1026.1,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
