학교ID,학교명,gu,iso_park_count,iso_park_area,buf_park_count,buf_park_area,iso_child_total,iso_child_6_12,child_pop_quartile,expected_park_count,gap_count,expected_park_area,gap_area,case_type,priority_score,redev_완료수,redev_진행중수,redev_예정수,redev_status,iso_green_ratio,iso_green_ratio_raw,iso_playground_count,is_separate_bundle_tag,is_low_access_tag,is_case_conflict_tag,isochrone_area_m2,iso_park_count_raw,iso_park_area_raw,green_bucket,case_label,priority_rank,is_island_tag,student_slope,is_new_school,nearest_park_dist_m,apt_blocked_m2,apt_gap_ratio,access_ratio,blocked_park_count,blocked_park_intersect_m2,current_green_ratio,corrected_green_ratio,green_ratio_delta,iso_green_ratio_before_apt,nearest_park_name,iso_official_park_count,iso_functional_park_count,iso_neighborhood_scale_park_count,iso_playground_like_count,iso_small_child_park_count,iso_mid_activity_park_count,graph_nearest_official_park_dist_m,graph_nearest_official_park_name,nearest_functional_park_dist_m,nearest_functional_park_name,nearest_functional_park_area_m2,nearest_functional_park_function_class,nearest_neighborhood_scale_park_dist_m,nearest_neighborhood_scale_park_name,nearest_neighborhood_scale_park_area_m2,nearest_official_route_dist_m,nearest_official_route_detour_ratio,nearest_official_major_road_crossing_count,nearest_official_large_intersection_flag,nearest_official_accident_hotspot_flag,nearest_official_barrier_level,nearest_official_barrier_label,nearest_official_barrier_summary,nearest_official_barrier_description,nearest_functional_route_dist_m,nearest_functional_route_detour_ratio,nearest_functional_major_road_crossing_count,nearest_functional_large_intersection_flag,nearest_functional_accident_hotspot_flag,nearest_functional_barrier_level,nearest_functional_barrier_label,nearest_functional_barrier_summary,nearest_functional_barrier_description,nearest_official_park_dist_m,nearest_official_park_name,nearest_official_park_type,nearest_official_park_area_m2,nearest_official_park_function_class,nearest_official_park_function_label,official_to_functional_gap_m,official_to_neighborhood_gap_m,no_official_park_flag,only_micro_park_flag,no_functional_park_flag,no_neighborhood_scale_park_flag,activity_space_limited_flag,nominal_access_gap_flag,neighborhood_scale_gap_flag,near_park_low_green_imbalance_flag,access_condition_type,access_condition_label,access_condition_description,access_condition_priority
B000003080,인천동부초등학교,남동구,4,1254.619396221896,6,3986.226455567711,677,457,Q4,2.8823529411764706,3.117647058823529,131177.18088235296,-130259.18088235296,2.0,3.0,0,0,1,예정만,0.4456412561200761,0.4456412561200761,1,0,0,0,281531.2494056529,4,1254.619396221896,low,접근 가능하나 녹지 부족,45.0,0,-22.42857142857144,0,147.6,166237.8667,0.211661,0.6666666666666666,0.0,0.0,0.445641,0.280193,-0.165448,0.445641,화교공원,5,0,0,5,0,0,147.6,화교공원,768.1,새말소공원,4191.0,mid_activity_park,1321.9,만수공원,12528.0,147.6,1.387,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",768.1,1.094,1,False,True,3,접근 주의,중간급 간선도로 1회 · 사고위험 지점 인접,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",147.6,화교공원,어린이공원,270.0,playground_like,놀이터급·초소형 공간,620.5,1174.3000000000002,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003081,인천인수초등학교,남동구,3,4064.449662535632,5,22970.059800575127,136,87,Q2,1.9852941176470589,3.014705882352941,128374.85739705882,-109266.85739705882,3.0,2.0,0,0,0,없음,2.5304146274303023,2.5304146274303023,2,0,0,0,160623.86055139033,3,4064.449662535632,middle,"접근 가능, 중간 수준",42.0,0,-21.08571428571429,0,328.5,127392.2581,0.162201,0.6,3.0,12011.6404,2.530415,5.581663,3.051249,2.530415,아단공원,2,0,0,2,0,0,328.5,아단공원,328.5,아단공원,4764.0,mid_activity_park,517.1,만수공원,12528.0,328.5,1.028,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,328.5,1.028,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,328.5,아단공원,어린이공원,4764.0,mid_activity_park,중간 규모 활동공간,0.0,188.60000000000002,False,False,False,True,False,False,True,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003082,인천만수초등학교,남동구,6,10473.152030595653,8,16822.48264289434,236,168,Q2,1.9852941176470589,4.014705882352941,128374.85739705882,-114176.85739705882,3.0,2.0,0,0,0,없음,4.8396035122849925,4.8396035122849925,0,0,0,0,216405.16633253728,6,10473.152030595653,middle,"접근 가능, 중간 수준",75.0,0,-8.942857142857141,0,132.2,114528.2727,0.145822,0.75,1.0,0.9503,4.839604,3.165018,-1.674586,4.839604,창대공원,5,1,0,1,3,1,132.2,창대공원,220.2,담방문화공원,7126.0,mid_activity_park,895.3,골마루공원,10379.0,132.2,0.797,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",220.2,1.354,0,False,True,2,보행 부담 높음,지구 내 간선도로 1회 · 사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",132.2,창대공원,어린이공원,1754.0,small_child_park,소규모 어린이공원급,88.0,763.0999999999999,False,False,False,True,False,False,True,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003083,인천도림초등학교,남동구,4,6870.128197032104,7,18871.65081715768,23,16,Q1,1.1323529411764706,2.867647058823529,74437.42647058824,-59475.42647058824,4.0,1.0,0,0,0,없음,7.856396191067942,7.856396191067942,1,0,0,0,87446.30527725752,4,6870.128197032104,high,접근 양호,32.0,0,-46.77142857142858,0,40.0,45297.4017,0.057674,0.5714285714285714,1.0,1451.118,7.856396,6.268656,-1.58774,7.856396,오봉공원,2,1,1,1,0,0,280.4,오봉공원,280.4,오봉공원,10256.0,neighborhood_park_scale,280.4,오봉공원,10256.0,280.4,3.567,0,False,False,3,접근 주의,우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",280.4,3.567,0,False,False,3,접근 주의,우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",40.0,오봉공원,근린공원,10256.0,neighborhood_park_scale,근린공원급 활동공간,240.39999999999998,240.39999999999998,False,False,False,False,False,False,False,False,functional_access_with_barrier,보행부담 동반형,"활동 가능 공원은 있으나, 도달 경로에 간선도로 횡단 또는 교차로 부담이 포함될 수 있습니다.",4
B000003084,인천은봉초등학교,남동구,2,39205.93586813205,4,64071.13357983067,274,203,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-82861.72647058824,4.0,1.0,0,0,0,없음,15.89041235203141,15.89041235203141,0,0,1,0,246726.98857383657,2,39205.93586813205,high,접근 양호,46.0,0,-24.42857142857143,0,372.2,76245.1182,0.097078,0.5,1.0,2361.4464,15.890412,12.87027,-3.020142,15.890412,논현중앙공원,2,1,1,0,1,0,372.2,논현중앙공원,372.2,논현중앙공원,60073.0,neighborhood_park_scale,372.2,논현중앙공원,60073.0,372.2,2.073,1,False,False,3,접근 주의,중간급 간선도로 1회 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",372.2,2.073,1,False,False,3,접근 주의,중간급 간선도로 1회 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",372.2,논현중앙공원,근린공원,60073.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,False,False,False,False,False,False,False,False,functional_access_with_barrier,보행부담 동반형,"활동 가능 공원은 있으나, 도달 경로에 간선도로 횡단 또는 교차로 부담이 포함될 수 있습니다.",4
B000003085,인천장도초등학교,남동구,1,692.3503179752378,7,28024.357141893,149,99,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-126634.85739705882,2.0,3.0,0,0,0,없음,0.7816450540145566,0.7816450540145566,0,0,1,0,88576.05052565766,1,692.3503179752378,low,접근 가능하나 녹지 부족,60.0,0,-24.257142857142856,0,298.0,54474.5413,0.069359,0.1428571428571428,1.0,1044.8559,0.781645,1.2144,0.432755,0.781645,방죽공원,0,0,0,0,0,0,606.1,방죽공원,702.3,너른들공원,3294.0,mid_activity_park,1584.4,논현중앙공원,60073.0,606.1,1.416,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,702.3,1.635,0,False,False,2,보행 부담 높음,우회 부담,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",298.0,방죽공원,어린이공원,1607.0,small_child_park,소규모 어린이공원급,404.29999999999995,1286.4,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003086,인천동방초등학교,남동구,3,2240.3991410007475,3,26401.19837067885,352,252,Q3,2.485294117647059,0.5147058823529411,144452.72647058824,-109352.72647058824,2.0,3.0,0,0,0,없음,0.8725500809282718,0.8725500809282718,0,0,0,0,256764.5330589248,3,2240.3991410007475,low,접근 가능하나 녹지 부족,65.0,0,-77.00000000000001,0,34.6,132180.3661,0.168297,1.0,1.0,777.7136,0.87255,0.775974,-0.096576,0.87255,논현공원(논현2택지),1,0,0,1,0,0,34.6,논현공원(논현2택지),477.1,호구포공원,32149.0,neighborhood_park_scale,477.1,호구포공원,32149.0,34.6,0.34,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",477.1,1.04,1,False,True,3,접근 주의,중간급 간선도로 1회 · 사고위험 지점 인접,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",34.6,논현공원(논현2택지),어린이공원,1711.0,small_child_park,소규모 어린이공원급,442.5,442.5,False,False,False,False,False,False,False,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003087,인천원동초등학교,남동구,3,1321.584724145398,6,58208.389902767936,229,161,Q2,1.9852941176470589,1.0147058823529411,128374.85739705882,-88742.85739705882,3.0,2.0,0,0,0,없음,1.1916602747715592,1.1916602747715592,0,0,1,0,110902.80947720147,3,1321.584724145398,middle,"접근 가능, 중간 수준",6.0,0,-115.20000000000002,0,258.7,342621.1521,0.436239,0.5,6.0,20556.4616,1.19166,4.824011,3.632351,1.19166,돌섬공원,0,0,0,0,0,0,258.7,돌섬공원,258.7,돌섬공원,3231.0,mid_activity_park,556.8,한아름공원,34712.0,258.7,0.965,1,False,True,3,접근 주의,중간급 간선도로 1회 · 사고위험 지점 인접,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",258.7,0.965,1,False,True,3,접근 주의,중간급 간선도로 1회 · 사고위험 지점 인접,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",258.7,돌섬공원,어린이공원,3231.0,mid_activity_park,중간 규모 활동공간,0.0,298.09999999999997,False,False,False,True,False,False,True,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003088,인천사리울초등학교,남동구,3,4645.519293357596,3,130289.90509404936,162,117,Q2,1.9852941176470589,1.0147058823529411,128374.85739705882,469549.1426029412,3.0,2.0,0,0,0,없음,3.1165417476767607,3.1165417476767607,0,0,0,0,149060.0694446214,3,4645.519293357596,middle,"접근 가능, 중간 수준",55.0,0,-12.4,0,137.0,130623.9023,0.166316,1.0,2.0,11400.1844,3.116542,5.737084,2.620542,3.116542,해오름공원,0,0,0,0,0,0,404.2,해오름공원,404.2,해오름공원,34712.0,neighborhood_park_scale,404.2,해오름공원,34712.0,404.2,1.21,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,404.2,1.21,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,137.0,해오름공원,근린공원,34712.0,neighborhood_park_scale,근린공원급 활동공간,267.2,267.2,False,False,False,False,False,False,False,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003089,인천고잔초등학교,남동구,5,21864.86656021045,7,128760.68352902628,272,196,Q3,2.485294117647059,2.514705882352941,144452.72647058824,456964.27352941176,4.0,1.0,0,0,0,없음,11.647163671421632,11.647163671421632,0,0,0,0,187726.9623492949,5,21864.86656021045,high,접근 양호,39.0,0,-30.82857142857143,0,80.4,236238.193,0.300788,0.7142857142857143,6.0,62089.9284,11.647164,19.802287,8.155123,11.647164,푸른공원,2,0,0,0,2,0,80.4,푸른공원,474.0,한아름공원,34712.0,neighborhood_park_scale,474.0,한아름공원,34712.0,80.4,0.507,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,474.0,1.505,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,80.4,푸른공원,어린이공원,1923.0,small_child_park,소규모 어린이공원급,393.6,393.6,False,False,False,False,False,False,False,False,functional_access_available,활동공원 접근 가능형,도보권 내 활동 가능 공원이 확인되는 유형입니다.,5
B000003090,인천약산초등학교,남동구,5,39842.740934581896,5,70050.55322421438,395,243,Q3,2.485294117647059,2.514705882352941,144452.72647058824,-59961.72647058824,4.0,1.0,0,0,1,예정만,11.187478043134576,11.187478043134576,0,0,0,0,356136.93078067945,5,39842.740934581896,high,접근 양호,38.0,0,-6.085714285714286,0,319.0,257273.5308,0.327571,1.0,3.0,3423.8923,11.187478,7.053455,-4.134023,11.187478,산밑말근린공원,4,1,1,3,0,0,319.0,산밑말근린공원,319.0,산밑말근린공원,29545.0,neighborhood_park_scale,319.0,산밑말근린공원,29545.0,319.0,1.554,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",319.0,1.554,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",319.0,산밑말근린공원,근린공원,29545.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,False,False,False,False,False,False,False,False,functional_access_with_barrier,보행부담 동반형,"활동 가능 공원은 있으나, 도달 경로에 간선도로 횡단 또는 교차로 부담이 포함될 수 있습니다.",4
B000003091,인천주원초등학교,남동구,0,0.0,6,16937.76087785017,137,89,Q2,1.9852941176470589,-1.9852941176470589,128374.85739705882,-128374.85739705882,2.0,3.0,0,0,1,예정만,0.0,0.0,1,0,0,1,107982.19844645592,0,0.0,low,접근 가능하나 녹지 부족,26.0,0,-3.314285714285714,0,249.0,196281.8492,0.249914,0.0,2.0,10147.6806,0.0,3.335156,3.335156,0.0,간석육교공원,0,0,0,0,0,0,513.7,간석육교어린이공원,637.9,이화공원,6978.0,mid_activity_park,1382.1,산밑말근린공원,29545.0,513.7,5.414,0,False,True,3,접근 주의,사고위험 지점 인접 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",637.9,1.769,2,True,True,3,접근 주의,주요 도시 간선도로 1회 · 중간급 간선도로 1회 · 대형 교차로 인접 · 사고위험 지점 인접 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",249.0,간석육교공원,어린이공원,1110.0,playground_like,놀이터급·초소형 공간,388.9,1133.1,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003092,인천송천초등학교,남동구,4,125953.7845047878,6,494729.2876267767,381,271,Q3,2.485294117647059,2.514705882352941,144452.72647058824,428780.27352941176,4.0,1.0,0,0,0,없음,71.48006980621331,71.48006980621331,1,0,0,0,176208.25615623483,4,125953.7845047878,high,접근 양호,74.0,0,-44.25714285714286,0,180.7,163135.8231,0.207711,0.6666666666666666,6.0,64411.0849,71.48007,56.09789,-15.382179,71.48007,고잔,4,1,1,1,2,0,180.7,고잔,270.6,바람공원,8511.0,mid_activity_park,482.3,늘솔길공원,561641.0,180.7,1.223,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",270.6,1.76,0,False,True,2,보행 부담 높음,사고위험 지점 인접 · 우회 부담,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",180.7,고잔,어린이공원,1550.0,small_child_park,소규모 어린이공원급,89.90000000000003,301.6,False,False,False,False,False,False,False,False,functional_access_with_barrier,보행부담 동반형,"활동 가능 공원은 있으나, 도달 경로에 간선도로 횡단 또는 교차로 부담이 포함될 수 있습니다.",4
B000003093,인천석천초등학교,남동구,0,0.0,1,1516.5610830226155,61,35,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,2.0,3.0,0,0,1,예정만,0.0,0.0,0,0,0,1,57125.03453824476,0,0.0,low,접근 가능하나 녹지 부족,16.0,0,-7.199999999999999,0,180.0,12157.9339,0.01548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,하늘공원,0,0,0,0,0,0,950.0,하늘공원,1493.6,이화공원,6978.0,mid_activity_park,1739.8,석바위공원,47005.0,950.0,5.322,1,False,False,3,접근 주의,중간급 간선도로 1회 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",1493.6,1.646,2,False,False,3,접근 주의,중간급 간선도로 2회 · 우회 부담,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",180.0,하늘공원,어린이공원,1519.0,small_child_park,소규모 어린이공원급,1313.6,1559.8,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003094,인천신월초등학교,남동구,3,13028.060034718334,5,38969.188753664566,352,232,Q3,2.485294117647059,0.5147058823529411,144452.72647058824,-106939.72647058824,3.0,2.0,0,0,1,예정만,4.632029933248639,4.632029933248639,0,0,0,0,281260.27297887526,3,13028.060034718334,middle,"접근 가능, 중간 수준",72.0,0,-39.22857142857143,0,248.3,0.0,0.0,0.6,0.0,0.0,4.63203,4.63203,-0.0,4.63203,남동문화공원,1,0,0,1,0,0,248.3,남동문화공원,248.3,남동문화공원,34679.0,neighborhood_park_scale,248.3,남동문화공원,34679.0,248.3,1.509,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,248.3,1.509,0,False,False,1,일부 보행 부담,일부 보행 부담,일부 우회 또는 일반 횡단 구간이 포함됩니다.,248.3,남동문화공원,근린공원,34679.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,False,False,False,False,False,False,False,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003095,인천구월초등학교,남동구,3,17720.398666068482,4,51141.3524028276,1173,803,Q4,2.8823529411764706,0.1176470588235294,131177.18088235296,-4401.180882352957,4.0,1.0,0,0,0,없음,5.211073810229021,5.211073810229021,0,0,0,0,340052.72831262567,3,17720.398666068482,high,접근 양호,5.0,0,-47.88571428571429,0,277.8,151679.8832,0.193125,0.75,1.0,9592.4517,5.211074,5.554411,0.343337,5.211074,만월공원,1,0,0,0,1,0,277.8,만월공원,1081.6,구월공원,3194.0,mid_activity_park,1087.8,전재울공원,122963.0,277.8,1.297,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",1081.6,1.337,1,False,True,3,접근 주의,중간급 간선도로 1회 · 사고위험 지점 인접,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",277.8,만월공원,어린이공원,1510.0,small_child_park,소규모 어린이공원급,803.8,810.0,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003096,인천소래초등학교,남동구,2,3237.627836112932,6,34437.20167578367,257,172,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-141161.72647058824,3.0,2.0,0,0,0,없음,2.011603983849624,2.011603983849624,0,0,1,0,160947.57527359112,2,3237.627836112932,middle,"접근 가능, 중간 수준",34.0,0,-1.399999999999999,0,342.7,133465.6337,0.169934,0.3333333333333333,0.0,0.0,2.011604,1.099688,-0.911916,2.011604,소래공원,2,0,0,1,1,0,342.7,소래공원,877.4,너른들공원,3294.0,mid_activity_park,1135.7,하늬공원,10633.0,342.7,1.016,0,False,True,2,보행 부담 높음,사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",877.4,1.933,0,False,False,2,보행 부담 높음,지구 내 간선도로 1회 · 우회 부담,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",342.7,소래공원,어린이공원,1016.0,playground_like,놀이터급·초소형 공간,534.7,793.0,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003097,인천논현초등학교,남동구,3,3150.918865321629,5,24067.72518279369,313,221,Q3,2.485294117647059,0.5147058823529411,144452.72647058824,-80963.72647058824,3.0,2.0,0,0,0,없음,1.292668978175278,1.292668978175278,0,0,0,0,243752.9575258658,3,3150.918865321629,middle,"접근 가능, 중간 수준",9.0,0,-46.31428571428572,0,0.0,151278.1595,0.192613,0.6,1.0,1419.7982,1.292669,1.157052,-0.135617,1.292669,아랫말공원,1,0,0,1,0,0,0.0,아랫말공원,836.9,논현중앙공원,60073.0,neighborhood_park_scale,836.9,논현중앙공원,60073.0,0.0,0.0,0,False,,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,836.9,1.544,1,False,True,3,접근 주의,중간급 간선도로 1회 · 사고위험 지점 인접,"거리상 접근 가능하더라도, 초등학생 보행 기준에서는 간선도로·교차로·우회 부담을 함께 검토해야 합니다.",0.0,아랫말공원,어린이공원,2400.0,small_child_park,소규모 어린이공원급,836.9,836.9,False,True,True,True,True,True,False,False,nominal_access_only,명목 접근성 착시형,"공원은 있으나 대부분 초소형 공간으로, 단순 공원 개수만으로는 야외활동 환경을 과대평가할 수 있습니다.",2
B000003098,인천논곡초등학교,남동구,4,50646.57702545641,5,195712.8406930956,103,70,Q1,1.1323529411764706,2.867647058823529,74437.42647058824,147952.57352941175,4.0,1.0,0,0,0,없음,28.73946185742727,28.73946185742727,0,0,0,0,176226.60186438943,4,50646.57702545641,high,접근 양호,65.0,0,-42.51428571428571,0,343.5,112634.9221,0.143411,0.8,4.0,26380.3705,28.739462,26.6657,-2.073762,28.739462,논현포대공원,0,0,0,0,0,0,343.5,논현포대공원,343.5,논현포대공원,207370.0,neighborhood_park_scale,343.5,논현포대공원,207370.0,343.5,1.048,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,343.5,1.048,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,343.5,논현포대공원,근린공원,207370.0,neighborhood_park_scale,근린공원급 활동공간,0.0,0.0,False,False,False,False,False,False,False,False,functional_access_available,활동공원 접근 가능형,도보권 내 활동 가능 공원이 확인되는 유형입니다.,5
B000003099,인천새말초등학교,남동구,4,8191.519076224632,5,22978.04695572003,678,458,Q4,2.8823529411764706,1.1176470588235294,131177.18088235296,-112926.18088235296,3.0,2.0,0,0,0,없음,2.3576150291456424,2.3576150291456424,0,0,0,0,347449.39165038714,4,8191.519076224632,middle,"접근 가능, 중간 수준",39.0,0,-30.857142857142865,0,140.8,225553.9308,0.287184,0.8,3.0,9323.6887,2.357615,3.056738,0.699123,2.357615,향촌소공원,2,0,0,1,1,0,140.8,향촌소공원,460.0,만수공원,12528.0,neighborhood_park_scale,460.0,만수공원,12528.0,140.8,0.678,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,460.0,1.475,0,False,False,1,일부 보행 부담,지구 내 간선도로 1회,일부 우회 또는 일반 횡단 구간이 포함됩니다.,140.8,향촌소공원,소공원,1237.0,playground_like,놀이터급·초소형 공간,319.2,319.2,False,False,False,False,False,False,False,True,near_park_low_green_imbalance,근접 공원-녹지환경 불균형형,"가까운 활동 가능 공원은 있으나, 학교 도보생활권 전체의 녹지 비율은 낮은 유형입니다.",3
B000003100,인천조동초등학교,남동구,4,18668.19651407672,4,193659.13840423705,428,289,Q4,2.8823529411764706,1.1176470588235294,131177.18088235296,2551300.719117647,4.0,1.0,0,0,0,없음,7.572030095857415,7.572030095857415,0,0,0,0,246541.4991455185,4,18668.19651407672,high,접근 양호,30.0,0,-57.25714285714287,0,287.3,89794.9188,0.11433,1.0,2.0,7473.5053,7.57203,7.772486,0.200456,7.57203,돌골공원,1,0,0,0,1,0,287.3,돌골공원,423.2,만수공원,12528.0,neighborhood_park_scale,423.2,만수공원,12528.0,287.3,0.892,0,False,True,2,보행 부담 높음,지구 내 간선도로 1회 · 사고위험 지점 인접,"도보 경로에 간선도로 횡단, 대형 교차로 인접, 또는 우회 부담이 포함됩니다.",423.2,0.975,0,False,False,0,보행 부담 낮음,보행 부담 낮음,생활도로 중심의 접근 경로로 보행 부담이 낮은 편입니다.,287.3,돌골공원,어린이공원,2086.0,small_child_park,소규모 어린이공원급,135.89999999999998,135.89999999999998,False,False,False,False,False,False,False,False,functional_access_available,활동공원 접근 가능형,도보권 내 활동 가능 공원이 확인되는 유형입니다.,5
