학교ID,학교명,gu,iso_child_total,iso_child_6_12,child_pop_quartile,expected_park_count,gap_count,expected_park_area,gap_area,case_type,priority_score,redev_완료수,redev_진행중수,redev_예정수,redev_status,trend_score,priority_rank,student_slope,is_new_school,cohort_change_2029,cohort_change_2031,cohort_change_2029_prophet,cohort_change_2031_prophet,nearest_park_dist_m,case_label,is_island_tag,is_walk_fallback_tag,iso_park_count,iso_park_area,buf_park_count,buf_park_area,access_ratio,iso_green_ratio,iso_playground_count,is_separate_bundle_tag,is_low_access_tag,is_case_conflict_tag,isochrone_area_m2,iso_park_count_raw,iso_park_area_raw,green_bucket,iso_green_ratio_raw
B000003083,인천도림초등학교,남동구,60,42,Q1,1.088235294117647,3.911764705882353,5676.2411764705885,9285.758823529412,4,1.0,0,0,0,없음,,,-46.77142857142858,0,1.093,1.145,0.4707510503206492,0.2571381390250187,40.0,접근 양호,0,0,4,14937.976908599552,7,20331.0,0.5714285714285714,6.6058811620870515,1,0,0,0,226131.48105558823,4,14937.976908599552,high,6.6058811620870515
B000003084,인천은봉초등학교,남동구,488,360,Q3,2.544117647058824,27.455882352941178,37061.58676470589,24529.41323529412,4,1.0,0,0,0,없음,,,-24.42857142857143,0,1.093,1.145,0.4707510503206492,0.2571381390250187,372.2,접근 양호,0,0,2,52089.057187669794,4,65702.0,0.5,12.173230713824848,28,0,1,0,427898.3813928171,2,52089.057187669794,high,12.173230713824848
B000003085,인천장도초등학교,남동구,286,190,Q2,1.8823529411764703,-0.8823529411764706,13001.352985294116,-11261.352985294116,3,2.0,0,0,0,없음,,,-24.257142857142856,0,1.093,1.145,0.4707510503206492,0.2571381390250187,298.0,"접근 가능, 중간 수준",0,0,1,1737.2062438825578,6,12887.0,0.16666666666666666,1.0189558302415764,0,0,1,0,170488.86637909486,1,1737.2062438825578,middle,1.0189558302415764
B000003086,인천동방초등학교,남동구,423,301,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,-34110.586764705884,3,2.0,0,0,0,없음,,,-77.00000000000001,0,1.093,1.145,0.4707510503206492,0.2571381390250187,34.6,"접근 가능, 중간 수준",0,0,2,2543.5068459818913,3,35100.0,0.6666666666666666,0.7496978123173124,0,0,0,0,339270.9441314659,2,2543.5068459818913,middle,0.7496978123173124
B000003087,인천원동초등학교,남동구,198,134,Q2,1.8823529411764703,0.1176470588235294,13001.352985294116,4077.6470147058826,4,1.0,0,0,0,없음,,,-115.20000000000002,0,1.093,1.145,0.4707510503206492,0.2571381390250187,258.7,접근 양호,0,0,2,12482.50253628475,6,58302.0,0.3333333333333333,10.277019244720387,0,0,1,0,121460.3401924871,2,12482.50253628475,high,10.277019244720387
B000003088,인천사리울초등학교,남동구,334,242,Q2,1.8823529411764703,-1.8823529411764703,13001.352985294116,-13001.352985294116,2,3.0,0,0,0,없음,,,-12.4,0,1.093,1.145,0.4707510503206492,0.2571381390250187,137.0,접근 가능하나 녹지 부족,0,0,1,0.0,2,36283.0,0.5,0.0,0,0,1,0,299816.5247467676,0,0.0,low,0.0
B000003089,인천고잔초등학교,남동구,325,234,Q2,1.8823529411764703,0.1176470588235294,13001.352985294116,-9487.352985294116,3,2.0,0,0,0,없음,,,-30.82857142857143,0,1.093,1.145,0.4707510503206492,0.2571381390250187,80.4,"접근 가능, 중간 수준",0,0,2,3508.3578971293637,4,39776.0,0.5,1.584557408456119,0,0,1,0,221409.32719803823,2,3508.3578971293637,middle,1.584557408456119
B000003090,인천약산초등학교,남동구,553,345,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,-6819.586764705884,4,1.0,0,0,1,예정만,,,-6.085714285714286,0,1.093,1.145,0.4707510503206492,0.2571381390250187,319.0,접근 양호,0,0,2,30193.44323416472,5,84491.0,0.4,6.639701181338731,0,0,1,0,454740.99525781616,2,30193.44323416472,high,6.639701181338731
B000003091,인천주원초등학교,남동구,395,253,Q2,1.8823529411764703,0.1176470588235294,13001.352985294116,-11891.352985294116,2,3.0,0,0,1,예정만,,,-3.314285714285714,0,1.093,1.145,0.4707510503206492,0.2571381390250187,249.0,접근 가능하나 녹지 부족,0,0,1,1108.2177762678448,6,16965.0,0.16666666666666666,0.3750113777766502,1,0,1,0,295515.77417149156,1,1108.2177762678448,low,0.3750113777766502
B000003092,인천송천초등학교,남동구,712,506,Q4,2.485294117647059,2.514705882352941,45218.47352941177,528014.5264705883,4,1.0,0,0,0,없음,,,-44.25714285714286,0,1.093,1.145,0.4707510503206492,0.2571381390250187,180.7,접근 양호,0,0,4,254748.1214164789,5,575156.0,0.8,72.95573497508427,1,0,0,0,349181.76275447034,4,254748.1214164789,high,72.95573497508427
B000003093,인천석천초등학교,남동구,664,423,Q4,2.485294117647059,-1.4852941176470589,45218.47352941177,-43699.47352941177,2,3.0,0,0,1,예정만,,,-7.199999999999999,0,1.093,1.145,0.4707510503206492,0.2571381390250187,180.0,접근 가능하나 녹지 부족,0,0,1,1516.5610830226146,1,1519.0,1.0,0.386288558052902,0,0,0,0,392597.98184727033,1,1516.5610830226146,low,0.386288558052902
B000003094,인천신월초등학교,남동구,374,245,Q2,1.8823529411764703,0.1176470588235294,13001.352985294116,23176.647014705883,4,1.0,0,0,1,예정만,,,-39.22857142857143,0,1.093,1.145,0.4707510503206492,0.2571381390250187,248.3,접근 양호,0,0,2,26291.71193780282,3,37513.0,0.6666666666666666,6.57867178023626,0,0,0,0,399650.7625868911,2,26291.71193780282,high,6.57867178023626
B000003095,인천구월초등학교,남동구,1713,1172,Q4,2.485294117647059,-0.4852941176470589,45218.47352941177,-41405.47352941177,3,2.0,0,0,0,없음,,,-47.88571428571429,0,1.093,1.145,0.4707510503206492,0.2571381390250187,277.8,"접근 가능, 중간 수준",0,0,2,3806.877820647398,3,5312.0,0.6666666666666666,0.7480333247574884,0,0,0,0,508918.2118833521,2,3806.877820647398,middle,0.7480333247574884
B000003096,인천소래초등학교,남동구,432,289,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,-33770.586764705884,3,2.0,0,0,0,없음,,,-1.399999999999999,0,1.093,1.145,0.4707510503206492,0.2571381390250187,342.7,"접근 가능, 중간 수준",0,0,2,3285.7159474779123,5,10725.0,0.4,1.1884242580274387,0,0,1,0,276476.6812259104,2,3285.7159474779123,middle,1.1884242580274387
B000003097,인천논현초등학교,남동구,545,383,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,-33645.586764705884,3,2.0,0,0,0,없음,,,-46.31428571428572,0,1.093,1.145,0.4707510503206492,0.2571381390250187,0.0,"접근 가능, 중간 수준",0,0,2,3410.5152466062186,4,7262.0,0.5,0.824765580350704,0,0,1,0,413513.2852120248,2,3410.5152466062186,middle,0.824765580350704
B000003098,인천논곡초등학교,남동구,182,124,Q1,1.088235294117647,0.911764705882353,5676.2411764705885,7843.7588235294115,3,2.0,0,0,0,없음,,,-42.51428571428571,0,1.093,1.145,0.4707510503206492,0.2571381390250187,343.5,"접근 가능, 중간 수준",0,0,2,13498.292193841158,5,224635.0,0.4,3.2270875088921196,0,0,1,0,418280.9470349694,2,13498.292193841158,middle,3.2270875088921196
B000003099,인천새말초등학교,남동구,967,653,Q4,2.485294117647059,1.5147058823529411,45218.47352941177,-26967.47352941177,3,2.0,0,0,0,없음,,,-30.857142857142865,0,1.093,1.145,0.4707510503206492,0.2571381390250187,140.8,"접근 가능, 중간 수준",0,0,4,15080.019319401608,5,23015.0,0.8,2.9663093507617893,0,0,0,0,508376.48863321857,4,15080.019319401608,middle,2.9663093507617893
B000003100,인천조동초등학교,남동구,679,458,Q4,2.485294117647059,-0.4852941176470589,45218.47352941177,-30604.47352941177,3,2.0,0,0,0,없음,,,-57.25714285714287,0,1.093,1.145,0.4707510503206492,0.2571381390250187,287.3,"접근 가능, 중간 수준",0,0,2,11448.858911930647,2,14614.0,1.0,2.8996693694093008,0,0,0,0,394833.25349824014,2,11448.858911930647,middle,2.8996693694093008
B000003101,인천인동초등학교,남동구,1147,771,Q4,2.485294117647059,1.5147058823529411,45218.47352941177,-41873.47352941177,3,2.0,0,0,0,없음,,,-69.8857142857143,0,1.093,1.145,0.4707510503206492,0.2571381390250187,215.9,"접근 가능, 중간 수준",0,0,4,2939.347721097906,11,13549.0,0.36363636363636365,0.6846347261079019,0,0,1,0,429330.79626385326,4,2939.347721097906,middle,0.6846347261079019
B000003102,인천장수초등학교,남동구,138,87,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,1,4.0,0,0,0,없음,,24,-24.057142857142857,0,1.093,1.145,0.4707510503206492,0.2571381390250187,602.6,공원 접근 불가,0,0,0,0.0,3,7470.0,0.0,0.0,0,0,0,0,256466.6462018103,0,0.0,,0.0
B000003103,인천담방초등학교,남동구,273,199,Q2,1.8823529411764703,-0.8823529411764706,13001.352985294116,-2622.3529852941174,4,1.0,0,0,0,없음,,,-47.057142857142864,0,1.093,1.145,0.4707510503206492,0.2571381390250187,21.6,접근 양호,0,0,1,10362.33540531773,2,11879.0,0.5,4.3232638418614,0,0,1,0,239687.7864584869,1,10362.33540531773,high,4.3232638418614
B000003104,인천남동초등학교,남동구,423,307,Q3,2.544117647058824,4.455882352941177,37061.58676470589,-20187.586764705884,4,1.0,0,0,0,없음,,,-58.51428571428571,0,1.093,1.145,0.4707510503206492,0.2571381390250187,36.5,접근 양호,0,0,7,14185.485214454393,7,16874.0,1.0,3.9257205929441055,0,0,0,0,361347.2960849704,7,14185.485214454393,high,3.9257205929441055
B000003105,인천서창초등학교,남동구,644,467,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,-33196.586764705884,3,2.0,0,0,0,없음,,,-94.68571428571428,0,1.093,1.145,0.4707510503206492,0.2571381390250187,278.9,"접근 가능, 중간 수준",0,0,2,3858.794329082778,4,22963.0,0.5,1.0906714503089827,0,0,1,0,353799.88428133854,2,3858.794329082778,middle,1.0906714503089827
B000003106,경인교육대학교부설초등학교,계양구,279,160,Q2,1.8823529411764703,-0.8823529411764706,13001.352985294116,9808.647014705884,4,1.0,0,0,2,예정만,,,-1.9142857142857144,0,1.035,1.055,0.5621287687784734,0.3873498368195425,53.9,접근 양호,0,0,1,15998.412323195065,1,22810.0,1.0,6.337874680292472,0,0,0,0,252425.50744876498,1,15998.412323195065,high,6.337874680292472
B000003107,인천효성동초등학교,계양구,588,334,Q3,2.544117647058824,-2.544117647058824,37061.58676470589,-37061.58676470589,2,3.0,0,0,1,예정만,0.6445571955719557,,30.2,0,1.035,1.055,0.5621287687784734,0.3873498368195425,280.0,접근 가능하나 녹지 부족,0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,302715.50194598216,0,0.0,low,0.0
B000003108,인천효성남초등학교,계양구,702,430,Q4,2.485294117647059,0.5147058823529411,45218.47352941177,-28068.47352941177,3,2.0,0,1,3,진행중포함,,,10.742857142857142,0,1.035,1.055,0.5621287687784734,0.3873498368195425,121.0,"접근 가능, 중간 수준",0,0,3,16117.040828578654,3,17150.0,1.0,3.3778376900065075,0,0,0,0,477140.77192819776,3,16117.040828578654,middle,3.3778376900065075
B000003109,인천효성초등학교,계양구,276,158,Q2,1.8823529411764703,-1.8823529411764703,13001.352985294116,-13001.352985294116,2,3.0,0,0,1,예정만,,,-28.342857142857145,0,1.035,1.055,0.5621287687784734,0.3873498368195425,76.0,접근 가능하나 녹지 부족,0,0,1,0.0,1,22810.0,1.0,0.0,0,0,0,0,209589.46964116546,0,0.0,low,0.0
B000003110,인천해서초등학교,계양구,226,147,Q2,1.8823529411764703,-0.8823529411764706,13001.352985294116,-11515.952985294118,2,3.0,0,0,0,없음,,,-30.42857142857144,0,1.035,1.055,0.5621287687784734,0.3873498368195425,268.2,접근 가능하나 녹지 부족,0,0,1,1034.461833565528,1,1485.4,1.0,0.33264144989685984,0,0,0,0,310984.04419722117,1,1034.461833565528,low,0.33264144989685984
B000003111,인천안남초등학교,계양구,726,464,Q4,2.485294117647059,-0.4852941176470589,45218.47352941177,-42449.37352941177,3,2.0,0,0,0,없음,,,-53.28571428571429,0,1.035,1.055,0.5621287687784734,0.3873498368195425,496.0,"접근 가능, 중간 수준",0,0,2,2764.6539137551063,3,4218.3,0.6666666666666666,0.6606419665540385,0,0,0,0,418479.9110137921,2,2764.6539137551063,middle,0.6606419665540385
B000003112,인천성지초등학교,계양구,497,312,Q3,2.544117647058824,-1.5441176470588234,37061.58676470589,-26184.586764705884,3,2.0,0,0,0,없음,,,-25.200000000000006,0,1.035,1.055,0.5621287687784734,0.3873498368195425,376.0,"접근 가능, 중간 수준",0,0,1,10859.535813042803,3,21836.1,0.3333333333333333,2.7209918120995638,0,0,1,0,399102.112867565,1,10859.535813042803,middle,2.7209918120995638
B000003113,인천화전초등학교,계양구,825,535,Q4,2.485294117647059,-1.4852941176470589,45218.47352941177,-44927.47352941177,2,3.0,0,1,1,진행중포함,,,-56.11428571428572,0,1.035,1.055,0.5621287687784734,0.3873498368195425,400.0,접근 가능하나 녹지 부족,0,0,1,290.5327683722302,1,291.0,1.0,0.05981243459651799,0,0,0,0,485739.7468136896,1,290.5327683722302,low,0.05981243459651799
B000003114,인천서운초등학교,계양구,363,231,Q2,1.8823529411764703,-0.8823529411764706,13001.352985294116,-178.95298529411775,4,1.0,0,0,0,없음,,,29.485714285714288,0,1.035,1.055,0.5621287687784734,0.3873498368195425,60.0,접근 양호,0,0,1,12400.958184158271,7,97865.7,0.14285714285714285,4.4738580243338415,0,0,1,0,277187.1194103165,1,12400.958184158271,high,4.4738580243338415
B000003115,인천신대초등학교,계양구,216,140,Q2,1.8823529411764703,0.1176470588235294,13001.352985294116,8759.147014705883,4,1.0,0,0,0,없음,,,-59.40000000000001,0,1.035,1.055,0.5621287687784734,0.3873498368195425,148.0,접근 양호,0,0,2,18525.06946798019,7,47357.4,0.2857142857142857,9.597100855046605,0,0,1,0,193027.76690357318,2,18525.06946798019,high,9.597100855046605
B000003116,인천길주초등학교,계양구,374,236,Q2,1.8823529411764703,1.1176470588235294,13001.352985294116,-3638.9529852941178,3,2.0,0,0,0,없음,,,-44.14285714285714,0,1.035,1.055,0.5621287687784734,0.3873498368195425,69.6,"접근 가능, 중간 수준",0,0,3,9347.367665354806,4,27676.800000000003,0.75,2.853916266206938,0,0,0,0,327527.74760901224,3,9347.367665354806,middle,2.853916266206938
B000003117,인천병방초등학교,계양구,590,377,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,-34493.28676470588,2,3.0,0,0,0,없음,,,-42.11428571428571,0,1.035,1.055,0.5621287687784734,0.3873498368195425,291.1,접근 가능하나 녹지 부족,0,0,2,2564.176319633328,5,11372.6,0.4,0.4709706795409478,0,0,1,0,544445.0007233178,2,2564.176319633328,low,0.4709706795409478
B000003118,인천양촌초등학교,계양구,158,104,Q1,1.088235294117647,0.911764705882353,5676.2411764705885,418.75882352941153,3,2.0,0,0,0,없음,,,-23.68571428571428,0,1.035,1.055,0.5621287687784734,0.3873498368195425,216.0,"접근 가능, 중간 수준",0,0,2,3595.947187699301,2,6095.0,1.0,1.3281480885627313,0,0,0,0,270748.9638140195,2,3595.947187699301,middle,1.3281480885627313
B000003119,인천소양초등학교,계양구,130,86,Q1,1.088235294117647,-0.0882352941176469,5676.2411764705885,-3245.2411764705885,3,2.0,0,0,1,예정만,,,-20.88571428571429,0,1.035,1.055,0.5621287687784734,0.3873498368195425,244.0,"접근 가능, 중간 수준",0,0,1,2359.3705021966657,2,6450.0,0.5,0.7479179590908642,0,0,1,0,315458.4635278195,1,2359.3705021966657,middle,0.7479179590908642
B000003120,인천당산초등학교,계양구,304,217,Q2,1.8823529411764703,0.1176470588235294,13001.352985294116,-9553.852985294116,3,2.0,0,0,0,없음,,,-117.39999999999998,0,1.035,1.055,0.5621287687784734,0.3873498368195425,433.0,"접근 가능, 중간 수준",0,0,2,3441.964669989333,4,20546.5,0.5,1.5396063020856188,0,0,1,0,223561.35236174957,2,3441.964669989333,middle,1.5396063020856188
B000003121,인천귤현초등학교,계양구,245,163,Q2,1.8823529411764703,2.117647058823529,13001.352985294116,-7771.149985294117,3,2.0,0,0,0,없음,,,-56.42857142857142,0,1.035,1.055,0.5621287687784734,0.3873498368195425,134.7,"접근 가능, 중간 수준",0,0,4,5221.805349636961,7,9844.203,0.5714285714285714,2.0956608242839225,0,0,0,0,249172.25579293,4,5221.805349636961,middle,2.0956608242839225
B000003122,인천계양초등학교,계양구,207,134,Q2,1.8823529411764703,1.1176470588235294,13001.352985294116,-3568.1529852941167,3,2.0,0,0,0,없음,,,-41.28571428571429,0,1.035,1.055,0.5621287687784734,0.3873498368195425,161.3,"접근 가능, 중간 수준",0,0,3,9418.053988389,4,11117.0,0.75,2.3055020336077687,0,0,0,0,408503.39106624614,3,9418.053988389,middle,2.3055020336077687
B000003123,인천계산초등학교,계양구,275,181,Q2,1.8823529411764703,0.1176470588235294,13001.352985294116,-10344.652985294117,2,3.0,0,0,2,예정만,,,-16.057142857142857,0,1.035,1.055,0.5621287687784734,0.3873498368195425,444.0,접근 가능하나 녹지 부족,0,0,2,2203.88118613034,2,2656.7,1.0,0.6096336603360399,0,0,0,0,361509.10448670527,2,2203.88118613034,low,0.6096336603360399
B000003124,인천안산초등학교,계양구,459,294,Q3,2.544117647058824,-2.544117647058824,37061.58676470589,-37061.58676470589,2,3.0,0,0,1,예정만,0.8628228782287822,,-37.400000000000006,0,1.035,1.055,0.5621287687784734,0.3873498368195425,300.0,접근 가능하나 녹지 부족,0,0,1,0.0,1,8339.9,1.0,0.0,0,0,0,0,293145.2760951564,0,0.0,low,0.0
B000003125,인천부평초등학교,계양구,600,393,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,-34692.88676470589,2,3.0,0,0,1,예정만,,,-36.62857142857143,0,1.035,1.055,0.5621287687784734,0.3873498368195425,144.2,접근 가능하나 녹지 부족,0,0,2,2364.896798787219,4,5303.3,0.5,0.45022259881818033,0,0,1,0,525272.7883928963,2,2364.896798787219,low,0.45022259881818033
B000003126,인천부현초등학교,계양구,799,531,Q4,2.485294117647059,-0.4852941176470589,45218.47352941177,-42449.37352941177,2,3.0,0,0,0,없음,,,-43.85714285714286,0,1.035,1.055,0.5621287687784734,0.3873498368195425,327.0,접근 가능하나 녹지 부족,0,0,2,2764.6539137551063,3,14424.1,0.6666666666666666,0.60393341804844,0,0,0,0,457774.6207005488,2,2764.6539137551063,low,0.60393341804844
B000003127,인천부현동초등학교,계양구,634,435,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,-17017.48676470588,4,1.0,0,0,0,없음,,,-69.14285714285714,0,1.035,1.055,0.5621287687784734,0.3873498368195425,285.4,접근 양호,0,0,2,20011.917053448058,4,43636.2,0.5,5.414401288156654,0,0,1,0,369605.35409929254,2,20011.917053448058,high,5.414401288156654
B000003128,인천작전초등학교,계양구,550,347,Q3,2.544117647058824,-1.5441176470588234,37061.58676470589,-25406.586764705884,3,2.0,0,0,0,없음,,,-44.00000000000001,0,1.035,1.055,0.5621287687784734,0.3873498368195425,267.0,"접근 가능, 중간 수준",0,0,1,11636.286650825346,3,14424.1,0.3333333333333333,3.070935815542411,0,0,1,0,378916.63485549146,1,11636.286650825346,middle,3.070935815542411
B000003129,인천작동초등학교,계양구,828,548,Q4,2.485294117647059,-2.485294117647059,45218.47352941177,-45218.47352941177,2,3.0,0,2,0,진행중포함,,,-25.885714285714283,0,1.035,1.055,0.5621287687784734,0.3873498368195425,437.0,접근 가능하나 녹지 부족,0,0,1,0.0,3,32866.5,0.3333333333333333,0.0,0,0,1,0,436274.4297707944,0,0.0,low,0.0
B000003130,인천명현초등학교,계양구,865,492,Q4,2.485294117647059,-1.4852941176470589,45218.47352941177,-40477.47352941177,3,2.0,0,0,3,예정만,,,-34.31428571428571,0,1.035,1.055,0.5621287687784734,0.3873498368195425,343.0,"접근 가능, 중간 수준",0,0,1,3727.9648054048903,3,29083.0,0.3333333333333333,0.8244279791154512,0,0,1,0,452188.0503624724,1,3727.9648054048903,middle,0.8244279791154512
B000003131,인천효성서초등학교,계양구,198,121,Q2,1.8823529411764703,-1.8823529411764703,13001.352985294116,-13001.352985294116,2,3.0,0,0,1,예정만,,,-47.485714285714295,0,1.035,1.055,0.5621287687784734,0.3873498368195425,478.0,접근 가능하나 녹지 부족,0,0,1,0.0,1,131302.0,1.0,0.0,0,0,0,0,303090.9167619417,0,0.0,low,0.0
B000003132,인천계양초등학교상야분교장,계양구,3,2,Q1,1.088235294117647,-0.0882352941176469,5676.2411764705885,-4175.7411764705885,,,0,0,0,없음,,,-0.9142857142857144,0,1.035,1.055,0.5621287687784734,0.3873498368195425,342.8,별도 묶음,0,0,1,1091.5978146415432,2,1859.8,0.5,0.4800159556106423,0,1,1,0,227408.652125509,1,1091.5978146415432,,0.4800159556106423
B000003133,인천해원초등학교,서구,642,432,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,-30289.586764705884,3,2.0,0,0,0,없음,,,-4.114285714285712,0,1.019,1.031,1.060812779691576,1.0833372217020765,117.1,"접근 가능, 중간 수준",0,0,2,6761.126829634442,2,6772.0,1.0,1.5124512319947456,0,0,0,0,447031.0636540201,2,6761.126829634442,middle,1.5124512319947456
B000003134,인천경명초등학교,서구,223,149,Q2,1.8823529411764703,-1.8823529411764703,13001.352985294116,-13001.352985294116,2,3.0,0,0,0,없음,,,-88.99999999999999,0,1.019,1.031,1.060812779691576,1.0833372217020765,96.0,접근 가능하나 녹지 부족,0,0,1,0.0,1,1544.8,1.0,0.0,0,0,0,0,135232.72227335218,0,0.0,low,0.0
B000003135,인천공촌초등학교,서구,133,89,Q1,1.088235294117647,0.911764705882353,5676.2411764705885,-1274.2411764705885,3,2.0,0,0,0,없음,,,-48.2,0,1.019,1.031,1.060812779691576,1.0833372217020765,248.8,"접근 가능, 중간 수준",0,0,2,3651.921843049211,6,161221.0,0.3333333333333333,1.5050489152070994,0,0,1,0,242644.72776598725,2,3651.921843049211,middle,1.5050489152070994
B000003137,인천간재울초등학교,서구,229,154,Q2,1.8823529411764703,-0.8823529411764706,13001.352985294116,-10606.352985294116,3,2.0,0,0,0,없음,,,-56.400000000000006,0,1.019,1.031,1.060812779691576,1.0833372217020765,303.1,"접근 가능, 중간 수준",0,0,1,2391.15457132105,4,7576.0,0.25,0.794202346993294,0,0,1,0,301076.2408816251,1,2391.15457132105,middle,0.794202346993294
B000003138,인천경서초등학교,서구,174,115,Q1,1.088235294117647,0.911764705882353,5676.2411764705885,1256.7588235294115,3,2.0,0,0,0,없음,,,-35.51428571428571,0,1.019,1.031,1.060812779691576,1.0833372217020765,140.0,"접근 가능, 중간 수준",0,0,2,6921.8683269221565,4,11950.0,0.5,2.5600366176226843,0,0,1,0,270381.61404698895,2,6921.8683269221565,middle,2.5600366176226843
B000003139,인천청라초등학교,서구,498,329,Q3,2.544117647058824,-0.5441176470588234,37061.58676470589,3095.713235294119,4,1.0,0,0,0,없음,,,-35.80000000000001,0,1.019,1.031,1.060812779691576,1.0833372217020765,146.0,접근 양호,0,0,2,25219.67373111254,4,57961.5,0.5,7.278129043945644,0,0,1,0,346513.1434031343,2,25219.67373111254,high,7.278129043945644
B000003140,인천초은초등학교,서구,404,263,Q2,1.8823529411764703,-0.8823529411764706,13001.352985294116,-4037.4529852941178,4,1.0,0,0,0,없음,,,-39.34285714285715,0,1.019,1.031,1.060812779691576,1.0833372217020765,96.3,접근 양호,0,0,1,8949.507499737254,1,8963.9,1.0,3.506384504208487,0,0,0,0,255234.62954492687,1,8949.507499737254,high,3.506384504208487
B000003141,인천양지초등학교,서구,148,85,Q1,1.088235294117647,1.911764705882353,5676.2411764705885,1610.7588235294115,3,2.0,0,0,0,없음,,,-17.828571428571433,0,1.019,1.031,1.060812779691576,1.0833372217020765,230.3,"접근 가능, 중간 수준",0,0,3,7275.299942046576,5,11392.0,0.6,2.61578963348904,0,0,0,0,278130.1618793597,3,7275.299942046576,middle,2.61578963348904
B000003142,인천심곡초등학교,서구,205,140,Q2,1.8823529411764703,2.117647058823529,13001.352985294116,-4544.352985294117,3,2.0,0,0,0,없음,,,-29.11428571428572,0,1.019,1.031,1.060812779691576,1.0833372217020765,163.0,"접근 가능, 중간 수준",0,0,4,8443.421381901453,5,159790.0,0.8,2.187346514955259,0,0,0,0,386012.0618371323,4,8443.421381901453,middle,2.187346514955259
B000003143,인천신석초등학교,서구,301,206,Q2,1.8823529411764703,-1.8823529411764703,13001.352985294116,-13001.352985294116,2,3.0,0,0,1,예정만,,,-34.542857142857144,0,1.019,1.031,1.060812779691576,1.0833372217020765,120.0,접근 가능하나 녹지 부족,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1,272160.2795931535,0,0.0,,0.0
B000003144,인천석남초등학교,서구,167,109,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,2,3.0,0,1,4,진행중포함,,,-44.17142857142857,0,1.019,1.031,1.060812779691576,1.0833372217020765,444.0,접근 가능하나 녹지 부족,0,0,0,0.0,1,10880.0,0.0,0.0,0,0,0,1,250004.72730939314,0,0.0,,0.0
B000003145,인천천마초등학교,서구,114,74,Q1,1.088235294117647,-1.088235294117647,5676.2411764705885,-5676.2411764705885,1,4.0,0,0,0,없음,,23,-19.571428571428573,0,1.019,1.031,1.060812779691576,1.0833372217020765,602.7,공원 접근 불가,0,0,0,0.0,1,2290.0,0.0,0.0,0,0,0,0,184510.59515373255,0,0.0,,0.0
B000003146,인천봉수초등학교,서구,1087,547,Q4,2.485294117647059,-2.485294117647059,45218.47352941177,-45218.47352941177,2,3.0,0,0,0,없음,,,241.6,0,1.019,1.031,1.060812779691576,1.0833372217020765,65.0,접근 가능하나 녹지 부족,0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,385530.2866623172,0,0.0,low,0.0
B000003147,인천신현북초등학교,서구,789,524,Q4,2.485294117647059,-2.485294117647059,45218.47352941177,-45218.47352941177,2,3.0,0,0,0,없음,,,-50.91428571428572,0,1.019,1.031,1.060812779691576,1.0833372217020765,212.0,접근 가능하나 녹지 부족,0,0,1,0.0,1,57685.0,1.0,0.0,0,0,0,0,392170.2719990395,0,0.0,low,0.0
B000003148,인천가림초등학교,서구,496,303,Q3,2.544117647058824,1.4558823529411766,37061.58676470589,-11353.586764705884,4,1.0,1,0,2,완료포함,,,-32.542857142857144,0,1.019,1.031,1.060812779691576,1.0833372217020765,15.0,접근 양호,0,0,4,24482.706973657965,4,25708.0,1.0,4.7132050808317985,0,0,0,0,519449.2188177221,4,24482.706973657965,high,4.7132050808317985
B000003149,인천봉화초등학교,서구,313,181,Q2,1.8823529411764703,-1.8823529411764703,13001.352985294116,-13001.352985294116,1,4.0,0,0,0,없음,,13,-7.142857142857144,0,1.019,1.031,1.060812779691576,1.0833372217020765,608.2,공원 접근 불가,0,0,0,0.0,1,5572.0,0.0,0.0,0,0,0,0,420609.3338891997,0,0.0,,0.0
B000003150,인천건지초등학교,서구,382,229,Q2,1.8823529411764703,-0.8823529411764706,13001.352985294116,-5013.352985294117,3,2.0,0,0,3,예정만,,,-20.85714285714286,0,1.019,1.031,1.060812779691576,1.0833372217020765,129.0,"접근 가능, 중간 수준",0,0,1,6791.158329064375,2,13560.0,0.5,1.6410984283908119,0,0,1,0,413817.85586885747,1,6791.158329064375,middle,1.6410984283908119
B000003151,인천능내초등학교,서구,272,181,Q2,1.8823529411764703,-0.8823529411764706,13001.352985294116,-182.3529852941174,4,1.0,0,0,0,없음,,,-48.42857142857142,0,1.019,1.031,1.060812779691576,1.0833372217020765,204.8,접근 양호,0,0,1,12798.417724321702,2,90159.0,0.5,4.694421791900134,0,0,1,0,272630.33216155384,1,12798.417724321702,high,4.694421791900134
