학교ID,학교명,gu,similarity_group,knn_k,similarity_features,selection_features,comparison_features,redev_status_simple,large_apt_flag,redev_none,redev_completed,redev_planned,large_apt_count_500m,large_apt_households_500m,current_students_2025,student_slope,recent_student_change_pct,trend_volatility,common_points,relative_strengths,relative_weaknesses,peer_avg_nearest_park_dist_m,peer_avg_iso_green_ratio,peer_avg_iso_playground_count,similar_school_1_id,similar_school_1_name,similar_school_1_gu,similar_school_1_distance,similar_school_1_nearest_park_dist_m,similar_school_1_iso_green_ratio,similar_school_1_iso_playground_count,similar_school_2_id,similar_school_2_name,similar_school_2_gu,similar_school_2_distance,similar_school_2_nearest_park_dist_m,similar_school_2_iso_green_ratio,similar_school_2_iso_playground_count,similar_school_3_id,similar_school_3_name,similar_school_3_gu,similar_school_3_distance,similar_school_3_nearest_park_dist_m,similar_school_3_iso_green_ratio,similar_school_3_iso_playground_count,similar_school_4_id,similar_school_4_name,similar_school_4_gu,similar_school_4_distance,similar_school_4_nearest_park_dist_m,similar_school_4_iso_green_ratio,similar_school_4_iso_playground_count,similar_school_5_id,similar_school_5_name,similar_school_5_gu,similar_school_5_distance,similar_school_5_nearest_park_dist_m,similar_school_5_iso_green_ratio,similar_school_5_iso_playground_count
B000025222,인천현송초등학교,연수구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,2,1989,801,109.0,-0.0135,121.321,"500m 안 대단지 아파트는 2개로, KNN 비교군도 1~5개 범위에 몰려 있습니다 (세대수 평균 2,956세대). | 최근 1년 학생수 증감률은 -1.4%로, KNN 비교군 -5.8~1.8% 범위와 유사합니다 (평균 -2.0%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 최근접 공원 거리가 1991.9m 더 멉니다 | 유사학교 평균보다 녹지 비율이 6.5%p 더 낮습니다,32.1,6.51,0.25,B000025751,인천경연초등학교,서구,1.1741,4.6,3.18,1,B000025228,인천예송초등학교,연수구,2.0471,0.0,0.33,0,B000025677,인천주안초등학교,미추홀구,2.0774,64.8,1.8,0,B000026504,인천송담초등학교,연수구,2.0775,59.0,20.73,0,,,,,,,
B000002960,인성초등학교,중구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,0,0,0,1,0,0,499,14.543,0.002,11.356,"최근 1년 학생수 증감률은 +0.2%로, KNN 비교군 -8.4~12.3% 범위와 유사합니다 (평균 -1.3%). | 학생수 추세는 연간 +14.5명 수준으로, KNN 비교군 평균 -3.2명과 비슷한 학생 수가 늘어나는 흐름입니다. | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 17.9%p 더 높습니다 | 유사학교 평균보다 도보권 놀이터 수가 3개 더 많습니다,유사학교 평균 대비 두드러진 상대 약점이 크지 않습니다,239.3,0.76,0.0,B000002965,인천창영초등학교,동구,0.9137,43.4,0.55,0,B000003070,인천남촌초등학교,남동구,1.4026,148.9,1.72,0,B000003050,인천송도초등학교,연수구,1.7514,459.8,0.28,0,B000002970,영화초등학교,동구,1.947,305.1,0.48,0,,,,,,,
B000002957,인천공항초등학교,중구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,2,1390,415,-25.971,-0.1056,17.378,"500m 안 대단지 아파트는 2개로, KNN 비교군도 2~2개 범위에 몰려 있습니다 (세대수 평균 1,442세대). | 최근 1년 학생수 증감률은 -10.6%로, KNN 비교군 -12.7~-7.0% 범위와 유사합니다 (평균 -9.6%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 355.5m 더 가깝습니다 | 유사학교 평균보다 도보권 놀이터 수가 4개 더 많습니다,유사학교 평균보다 녹지 비율이 0.4%p 더 낮습니다,405.3,6.15,0.0,B000003088,인천사리울초등학교,남동구,0.4626,404.2,3.12,0,B000003161,인천금곡초등학교,서구,0.5025,414.5,2.47,0,B000003084,인천은봉초등학교,남동구,0.555,372.2,15.89,0,B000003112,인천성지초등학교,계양구,0.599,430.2,3.14,0,,,,,,,
B000025690,인천별빛초등학교,중구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,5,6749,1359,207.8,0.0786,62.7,"현재 학생수는 1,359명으로, KNN 비교군 1,017~1,599명 범위에 가깝습니다 (평균 1,326명). | 학교 주변 아동 규모는 336명으로, KNN 비교군 167~427명 범위와 비슷합니다 (평균 302명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 1.7%p 더 높습니다,유사학교 평균보다 도보권 놀이터 수가 2개 더 적습니다 | 유사학교 평균보다 최근접 공원 거리가 8.9m 더 멉니다,448.1,4.27,1.75,B000026469,인천한별초등학교,서구,2.998,213.0,13.59,0,B000025248,인천은송초등학교,연수구,3.0311,1575.0,0.0,6,B000025751,인천경연초등학교,서구,3.0888,4.6,3.18,1,B000025228,인천예송초등학교,연수구,3.1449,0.0,0.33,0,,,,,,,
B000002958,인천삼목초등학교,중구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,1,650,481,-55.257,-0.1456,27.897,"최근 1년 학생수 증감률은 -14.6%로, KNN 비교군 -16.5~-11.5% 범위와 유사합니다 (평균 -14.1%). | 500m 안 대단지 아파트는 1개로, KNN 비교군도 1~2개 범위에 몰려 있습니다 (세대수 평균 938세대). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 도보권 놀이터 수가 3개 더 많습니다,유사학교 평균보다 최근접 공원 거리가 189.5m 더 멉니다 | 유사학교 평균보다 녹지 비율이 0.4%p 더 낮습니다,114.2,1.98,0.0,B000003121,인천귤현초등학교,계양구,0.5823,134.7,3.38,0,B000003122,인천계양초등학교,계양구,0.6828,161.3,2.09,0,B000002990,인천학익초등학교,미추홀구,0.7081,50.0,0.85,0,B000002963,인천만석초등학교,동구,0.7223,110.6,1.59,0,,,,,,,
B000002952,인천송월초등학교,중구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,0,0,0,1,0,0,137,-20.629,-0.2081,10.855,"학생수 추세는 연간 -20.6명 수준으로, KNN 비교군 평균 -34.0명과 비슷한 학생 수가 줄어드는 흐름입니다. | 500m 안 대단지 아파트는 0개로, KNN 비교군도 0~1개 범위에 몰려 있습니다 (세대수 평균 424세대). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 도보권 놀이터 수가 4개 더 많습니다 | 유사학교 평균보다 녹지 비율이 4.7%p 더 높습니다,유사학교 평균 대비 두드러진 상대 약점이 크지 않습니다,648.2,2.08,0.0,B000003167,인천석남서초등학교,서구,1.2086,863.9,0.0,0,B000003123,인천계산초등학교,계양구,1.4044,444.0,2.93,0,B000002951,인천신선초등학교,중구,1.5842,579.7,0.0,0,B000003131,인천효성서초등학교,계양구,1.599,705.2,5.37,0,,,,,,,
B000002950,인천신광초등학교,중구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,0,0,0,1,0,0,699,-4.229,0.0116,11.107,"500m 안 대단지 아파트는 0개로, KNN 비교군도 0~1개 범위에 몰려 있습니다 (세대수 평균 216세대). | 학생수 추세는 연간 -4.2명 수준으로, KNN 비교군 평균 -14.0명과 비슷한 학생 수가 대체로 안정적인 흐름입니다. | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 492.2m 더 가깝습니다 | 유사학교 평균보다 도보권 놀이터 수가 1개 더 많습니다,유사학교 평균보다 녹지 비율이 3.4%p 더 낮습니다,553.5,3.45,0.0,B000002987,인천주안북초등학교,미추홀구,0.9788,279.4,0.0,0,B000002968,인천서림초등학교,동구,1.2573,728.0,0.0,0,B000003090,인천약산초등학교,남동구,1.3671,319.0,11.19,0,B000002972,인천용정초등학교,미추홀구,1.4279,887.7,2.6,0,,,,,,,
B000002951,인천신선초등학교,중구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,1,520,286,-24.943,-0.136,31.5,"학생수 추세는 연간 -24.9명 수준으로, KNN 비교군 평균 -25.9명과 비슷한 학생 수가 줄어드는 흐름입니다. | 현재 학생수는 286명으로, KNN 비교군 242~341명 범위에 가깝습니다 (평균 293명). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 녹지 비율이 1.5%p 더 낮습니다 | 유사학교 평균보다 최근접 공원 거리가 78.5m 더 멉니다,501.2,1.48,0.0,B000003143,인천신석초등학교,서구,0.4316,664.8,0.56,0,B000003131,인천효성서초등학교,계양구,0.6486,705.2,5.37,0,B000002949,인천신흥초등학교,중구,0.7117,121.0,0.0,0,B000003091,인천주원초등학교,남동구,1.0541,513.7,0.0,0,,,,,,,
B000002949,인천신흥초등학교,중구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,0,0,0,1,0,0,312,-18.314,-0.0904,19.446,"최근 1년 학생수 증감률은 -9.0%로, KNN 비교군 -13.6~-3.6% 범위와 유사합니다 (평균 -9.0%). | 현재 학생수는 312명으로, KNN 비교군 242~551명 범위에 가깝습니다 (평균 339명). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 378.9m 더 가깝습니다,유사학교 평균보다 녹지 비율이 0.6%p 더 낮습니다,499.9,0.64,0.0,B000003143,인천신석초등학교,서구,0.6391,664.8,0.56,0,B000002951,인천신선초등학교,중구,0.7117,579.7,0.0,0,B000003091,인천주원초등학교,남동구,0.8402,513.7,0.0,0,B000002979,인천문학초등학교,미추홀구,1.0026,241.4,2.01,0,,,,,,,
B000002955,인천연안초등학교,중구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,3,2008,104,-15.971,-0.1034,5.238,"최근 1년 학생수 증감률은 -10.3%로, KNN 비교군 -13.8~-6.3% 범위와 유사합니다 (평균 -10.2%). | 500m 안 대단지 아파트는 3개로, KNN 비교군도 2~3개 범위에 몰려 있습니다 (세대수 평균 2,251세대). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 최근접 공원 거리가 209.5m 더 멉니다 | 유사학교 평균보다 녹지 비율이 8.3%p 더 낮습니다,207.1,8.34,0.0,B000003141,인천양지초등학교,서구,0.7904,230.3,11.87,0,B000003171,인천검암초등학교,서구,0.8343,150.6,5.69,0,B000003014,인천진산초등학교,부평구,0.9043,152.0,14.02,0,B000003049,인천축현초등학교,연수구,0.9508,295.5,1.79,0,,,,,,,
B000002959,인천영종초등학교,중구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,6,7358,1251,-26.514,-0.0487,100.458,"학교 주변 아동 규모는 439명으로, KNN 비교군 195~685명 범위와 비슷합니다 (평균 438명). | 최근 1년 학생수 증감률은 -4.9%로, KNN 비교군 -6.7~4.1% 범위와 유사합니다 (평균 -3.3%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 도보권 놀이터 수가 1개 더 많습니다 | 유사학교 평균보다 최근접 공원 거리가 56.6m 더 가깝습니다,유사학교 평균보다 녹지 비율이 24.7%p 더 낮습니다,291.6,26.44,0.25,B000026333,인천가원초등학교,서구,1.481,811.7,0.0,0,B000025196,인천장서초등학교,남동구,1.5263,0.0,6.96,0,B000027505,인천중산초등학교,중구,1.7701,55.7,95.92,1,B000002974,인천용현초등학교,미추홀구,2.0023,299.0,2.87,0,,,,,,,
B000002954,인천용유초등학교,중구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,0,1,0,0,0,0,33,-1.971,-0.0571,8.635,"최근 1년 학생수 증감률은 -5.7%로, KNN 비교군 -10.3~-1.9% 범위와 유사합니다 (평균 -6.7%). | 학생수 추세는 연간 -2.0명 수준으로, KNN 비교군 평균 -13.4명과 비슷한 학생 수가 대체로 안정적인 흐름입니다. | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 최근접 공원 거리가 3817.1m 더 멉니다 | 유사학교 평균보다 녹지 비율이 0.1%p 더 낮습니다,665.2,0.11,0.0,B000003145,인천천마초등학교,서구,0.6342,435.0,0.43,0,B000003021,인천금마초등학교,부평구,0.9151,835.7,0.0,0,B000003162,인천가석초등학교,서구,0.9238,1323.0,0.0,0,B000003047,한일초등학교,부평구,1.0542,67.0,0.0,0,,,,,,,
