학교ID,학교명,gu,similarity_group,knn_k,similarity_features,selection_features,comparison_features,redev_status_simple,large_apt_flag,redev_none,redev_completed,redev_planned,large_apt_count_500m,large_apt_households_500m,current_students_2025,student_slope,recent_student_change_pct,trend_volatility,common_points,relative_strengths,relative_weaknesses,peer_avg_nearest_park_dist_m,peer_avg_iso_green_ratio,peer_avg_iso_playground_count,similar_school_1_id,similar_school_1_name,similar_school_1_gu,similar_school_1_distance,similar_school_1_nearest_park_dist_m,similar_school_1_iso_green_ratio,similar_school_1_iso_playground_count,similar_school_2_id,similar_school_2_name,similar_school_2_gu,similar_school_2_distance,similar_school_2_nearest_park_dist_m,similar_school_2_iso_green_ratio,similar_school_2_iso_playground_count,similar_school_3_id,similar_school_3_name,similar_school_3_gu,similar_school_3_distance,similar_school_3_nearest_park_dist_m,similar_school_3_iso_green_ratio,similar_school_3_iso_playground_count,similar_school_4_id,similar_school_4_name,similar_school_4_gu,similar_school_4_distance,similar_school_4_nearest_park_dist_m,similar_school_4_iso_green_ratio,similar_school_4_iso_playground_count,similar_school_5_id,similar_school_5_name,similar_school_5_gu,similar_school_5_distance,similar_school_5_nearest_park_dist_m,similar_school_5_iso_green_ratio,similar_school_5_iso_playground_count
B000003151,인천능내초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,2,1615,545,-48.429,-0.0489,18.627,"현재 학생수는 545명으로, KNN 비교군 490~633명 범위에 가깝습니다 (평균 552명). | 학교 주변 아동 규모는 186명으로, KNN 비교군 108~244명 범위와 비슷합니다 (평균 179명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 19.1%p 더 높습니다 | 유사학교 평균보다 최근접 공원 거리가 98.2m 더 가깝습니다,유사학교 평균 대비 두드러진 상대 약점이 크지 않습니다,303.1,2.67,0.0,B000003166,인천마전초등학교,서구,0.4239,386.8,1.44,0,B000003138,인천경서초등학교,서구,0.5764,421.2,2.61,0,B000003156,인천왕길초등학교,서구,0.7187,0.0,3.51,0,B000003088,인천사리울초등학교,남동구,0.7424,404.2,3.12,0,,,,,,,
B000003157,인천단봉초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,1,731,734,-29.057,-0.0638,27.045,"500m 안 대단지 아파트는 1개로, KNN 비교군도 0~2개 범위에 몰려 있습니다 (세대수 평균 761세대). | 학생수 추세는 연간 -29.1명 수준으로, KNN 비교군 평균 -26.3명과 비슷한 학생 수가 줄어드는 흐름입니다. | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 387.6m 더 가깝습니다,유사학교 평균보다 녹지 비율이 4.8%p 더 낮습니다,493.8,8.1,0.0,B000003152,인천검단초등학교,서구,0.2808,544.3,0.1,0,B000003138,인천경서초등학교,서구,0.7026,421.2,2.61,0,B000003088,인천사리울초등학교,남동구,0.8795,404.2,3.12,0,B000002978,인천도화초등학교,미추홀구,0.8886,605.3,26.6,0,,,,,,,
B000003165,인천당하초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,4,4848,699,-90.886,-0.1517,30.023,"현재 학생수는 699명으로, KNN 비교군 511~1,019명 범위에 가깝습니다 (평균 800명). | 500m 안 대단지 아파트는 4개로, KNN 비교군도 4~5개 범위에 몰려 있습니다 (세대수 평균 4,707세대). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 31.6m 더 가깝습니다,유사학교 평균보다 녹지 비율이 4.9%p 더 낮습니다,201.0,8.46,0.0,B000003086,인천동방초등학교,남동구,0.7826,34.6,0.87,0,B000003046,인천굴포초등학교,부평구,1.0913,342.5,5.17,0,B000025193,인천만월초등학교,남동구,1.1725,310.1,7.25,0,B000022832,인천한빛초등학교,남동구,1.2007,116.7,20.55,0,,,,,,,
B000025752,인천도담초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,2,2595,488,-59.229,-0.1223,13.644,"500m 안 대단지 아파트는 2개로, KNN 비교군도 1~3개 범위에 몰려 있습니다 (세대수 평균 2,260세대). | 현재 학생수는 488명으로, KNN 비교군 288~771명 범위에 가깝습니다 (평균 458명). | 학교 유형은 기존학교이며, KNN 비교군의 100%도 같은 유형입니다.",유사학교 평균보다 녹지 비율이 9.8%p 더 높습니다 | 유사학교 평균보다 최근접 공원 거리가 113.0m 더 가깝습니다,유사학교 평균보다 도보권 놀이터 수가 1개 더 적습니다,328.1,0.36,0.25,B000003101,인천인동초등학교,남동구,1.0102,215.9,0.71,0,B000003111,인천안남초등학교,계양구,1.2048,436.0,0.3,0,B000003147,인천신현북초등학교,서구,1.4533,512.9,0.0,0,B000003080,인천동부초등학교,남동구,1.5076,147.6,0.45,1,,,,,,,
B000003166,인천마전초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,2,2243,633,-57.886,-0.0622,25.184,"현재 학생수는 633명으로, KNN 비교군 490~806명 범위에 가깝습니다 (평균 648명). | 학교 주변 아동 규모는 202명으로, KNN 비교군 184~244명 범위와 비슷합니다 (평균 206명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 최근접 공원 거리가 241.0m 더 멉니다 | 유사학교 평균보다 녹지 비율이 12.0%p 더 낮습니다,145.8,13.4,0.0,B000003151,인천능내초등학교,서구,0.4239,204.8,21.72,0,B000026332,인천백석초등학교,서구,0.6093,159.3,7.64,0,B000025256,인천송원초등학교,연수구,0.7102,219.0,20.73,0,B000003156,인천왕길초등학교,서구,0.7638,0.0,3.51,0,,,,,,,
B000003155,인천목향초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,4,3392,484,-48.257,-0.1037,14.98,"최근 1년 학생수 증감률은 -10.4%로, KNN 비교군 -15.4~-8.2% 범위와 유사합니다 (평균 -10.6%). | 현재 학생수는 484명으로, KNN 비교군 297~551명 범위에 가깝습니다 (평균 462명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 최근접 공원 거리가 748.4m 더 멉니다 | 유사학교 평균보다 녹지 비율이 29.0%p 더 낮습니다,220.7,29.01,0.0,B000003098,인천논곡초등학교,남동구,0.5616,343.5,28.74,0,B000003115,인천신대초등학교,계양구,0.643,473.3,7.37,0,B000003012,인천후정초등학교,부평구,0.7369,65.9,1.75,0,B000003067,인천신송초등학교,연수구,0.9432,0.0,78.18,0,,,,,,,
B000003159,인천발산초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,3,3248,696,-35.029,0.1938,72.175,"현재 학생수는 696명으로, KNN 비교군 441~1,149명 범위에 가깝습니다 (평균 717명). | 500m 안 대단지 아파트는 3개로, KNN 비교군도 2~3개 범위에 몰려 있습니다 (세대수 평균 2,486세대). | 학교 유형은 기존학교이며, KNN 비교군의 100%도 같은 유형입니다.",유사학교 평균보다 최근접 공원 거리가 356.4m 더 가깝습니다 | 유사학교 평균보다 녹지 비율이 4.0%p 더 높습니다,유사학교 평균 대비 두드러진 상대 약점이 크지 않습니다,559.4,11.15,0.0,B000003059,인천동춘초등학교,연수구,1.4026,388.2,38.08,0,B000003158,인천원당초등학교,서구,1.567,320.0,5.12,0,B000002975,인천용현남초등학교,미추홀구,1.9305,992.7,0.0,0,B000003026,인천동수초등학교,부평구,2.0047,536.8,1.38,0,,,,,,,
B000026332,인천백석초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,2,1956,806,-44.0,-0.0778,38.526,"최근 1년 학생수 증감률은 -7.8%로, KNN 비교군 -11.5~-4.9% 범위와 유사합니다 (평균 -7.3%). | 학생수 추세는 연간 -44.0명 수준으로, KNN 비교군 평균 -47.4명과 비슷한 학생 수가 줄어드는 흐름입니다. | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 69.9m 더 가깝습니다,유사학교 평균보다 녹지 비율이 4.2%p 더 낮습니다,229.2,11.8,0.0,B000025256,인천송원초등학교,연수구,0.5641,219.0,20.73,0,B000003166,인천마전초등학교,서구,0.6093,386.8,1.44,0,B000003151,인천능내초등학교,서구,0.8595,204.8,21.72,0,B000003157,인천단봉초등학교,서구,0.9024,106.1,3.32,0,,,,,,,
B000003146,인천봉수초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,4,4531,1216,241.6,0.0704,237.658,"500m 안 대단지 아파트는 4개로, KNN 비교군도 1~6개 범위에 몰려 있습니다 (세대수 평균 5,976세대). | 학생수 추세는 연간 +241.6명 수준으로, KNN 비교군 평균 +171.8명과 비슷한 학생 수가 늘어나는 흐름입니다. | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 184.0m 더 가깝습니다,유사학교 평균보다 녹지 비율이 1.5%p 더 낮습니다 | 유사학교 평균보다 도보권 놀이터 수가 1개 더 적습니다,630.5,1.46,2.0,B000025248,인천은송초등학교,연수구,3.0932,1575.0,0.0,6,B000003168,인천가현초등학교,서구,3.1189,240.0,0.0,1,B000002985,인천서화초등학교,미추홀구,3.354,218.1,5.85,1,B000025246,인천미송초등학교,연수구,3.6786,489.0,0.0,0,,,,,,,
B000003149,인천봉화초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,0,1,0,0,0,0,298,-7.143,-0.0132,19.94,"학생수 추세는 연간 -7.1명 수준으로, KNN 비교군 평균 -13.4명과 비슷한 학생 수가 줄어드는 흐름입니다. | 현재 학생수는 298명으로, KNN 비교군 144~317명 범위에 가깝습니다 (평균 236명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 57.0m 더 가깝습니다,유사학교 평균보다 녹지 비율이 0.1%p 더 낮습니다,665.2,0.11,0.0,B000003047,한일초등학교,부평구,0.8186,67.0,0.0,0,B000003021,인천금마초등학교,부평구,0.8435,835.7,0.0,0,B000003162,인천가석초등학교,서구,0.9691,1323.0,0.0,0,B000003145,인천천마초등학교,서구,1.0317,435.0,0.43,0,,,,,,,
B000003154,인천불로초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,4,2433,658,-28.029,0.0139,23.392,"학교 주변 아동 규모는 215명으로, KNN 비교군 93~302명 범위와 비슷합니다 (평균 201명). | 500m 안 대단지 아파트는 4개로, KNN 비교군도 3~5개 범위에 몰려 있습니다 (세대수 평균 3,381세대). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 194.8m 더 가깝습니다,유사학교 평균보다 녹지 비율이 13.2%p 더 낮습니다,259.8,14.58,0.0,B000003068,인천먼우금초등학교,연수구,0.8482,0.0,51.65,0,B000003164,인천가정초등학교,서구,0.921,663.1,0.0,0,B000003052,인천선학초등학교,연수구,0.945,302.1,3.81,0,B000002976,인천학산초등학교,미추홀구,1.0668,74.1,2.85,0,,,,,,,
B000003170,인천서곶초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,0,1,0,0,0,0,426,-46.571,-0.0839,27.746,"학생수 추세는 연간 -46.6명 수준으로, KNN 비교군 평균 -40.0명과 비슷한 학생 수가 줄어드는 흐름입니다. | 현재 학생수는 426명으로, KNN 비교군 209~481명 범위에 가깝습니다 (평균 334명). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 56.1m 더 가깝습니다,유사학교 평균보다 도보권 놀이터 수가 1개 더 적습니다 | 유사학교 평균보다 녹지 비율이 1.7%p 더 낮습니다,533.7,18.78,0.75,B000002984,인천승학초등학교,미추홀구,0.6457,346.7,71.41,0,B000003162,인천가석초등학교,서구,0.7295,1323.0,0.0,0,B000002958,인천삼목초등학교,중구,0.8274,303.7,1.62,3,B000003122,인천계양초등학교,계양구,0.8926,161.3,2.09,0,,,,,,,
B000003167,인천석남서초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,0,0,0,1,0,0,321,-47.4,-0.153,25.678,"500m 안 대단지 아파트는 0개로, KNN 비교군도 0~0개 범위에 몰려 있습니다 (세대수 평균 0세대). | 학교 주변 아동 규모는 259명으로, KNN 비교군 79~366명 범위와 비슷합니다 (평균 246명). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 최근접 공원 거리가 514.3m 더 멉니다 | 유사학교 평균보다 녹지 비율이 3.8%p 더 낮습니다,349.6,3.81,1.0,B000002973,인천용일초등학교,미추홀구,0.5346,331.7,0.89,0,B000003123,인천계산초등학교,계양구,1.1399,444.0,2.93,0,B000002952,인천송월초등학교,중구,1.2086,374.4,6.8,4,B000003094,인천신월초등학교,남동구,1.3413,248.3,4.63,0,,,,,,,
B000003144,인천석남초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,0,0,0,1,0,0,454,-44.171,-0.0299,24.425,"현재 학생수는 454명으로, KNN 비교군 249~633명 범위에 가깝습니다 (평균 420명). | 학생수 추세는 연간 -44.2명 수준으로, KNN 비교군 평균 -10.5명과 비슷한 학생 수가 줄어드는 흐름입니다. | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 녹지 비율이 1.1%p 더 낮습니다 | 유사학교 평균보다 최근접 공원 거리가 111.0m 더 멉니다,333.0,1.5,0.5,B000002986,인천대화초등학교,미추홀구,2.9506,254.6,0.62,0,B000003108,인천효성남초등학교,계양구,3.0077,121.0,3.26,0,B000002966,인천송림초등학교,동구,3.3221,354.2,1.93,2,B000003169,인천신현초등학교,서구,3.3664,602.1,0.2,0,,,,,,,
B000026471,인천신검단초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,1,1425,0,0.0,0.0,0.0,"500m 안 대단지 아파트는 1개로, KNN 비교군도 0~4개 범위에 몰려 있습니다 (세대수 평균 2,220세대). | 최근 1년 학생수 증감률은 +0.0%로, KNN 비교군 -5.7~12.6% 범위와 유사합니다 (평균 +4.1%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 최근접 공원 거리가 420.4m 더 가깝습니다,유사학교 평균보다 녹지 비율이 4.1%p 더 낮습니다 | 유사학교 평균보다 도보권 놀이터 수가 2개 더 적습니다,1702.4,4.12,1.5,B000025225,인천송빛초등학교,연수구,2.1744,1276.8,0.0,6,B000026155,인천한들초등학교,서구,2.5439,884.6,0.0,0,B000026466,인천아라초등학교,서구,4.295,166.0,16.49,0,B000002954,인천용유초등학교,중구,6.4714,4482.3,0.0,0,,,,,,,
B000003143,인천신석초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,1,778,277,-34.543,-0.1036,21.009,"최근 1년 학생수 증감률은 -10.4%로, KNN 비교군 -17.6~-3.6% 범위와 유사합니다 (평균 -11.0%). | 현재 학생수는 277명으로, KNN 비교군 242~341명 범위에 가깝습니다 (평균 295명). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 최근접 공원 거리가 184.9m 더 멉니다 | 유사학교 평균보다 녹지 비율이 0.8%p 더 낮습니다,479.9,1.34,0.0,B000002951,인천신선초등학교,중구,0.4316,579.7,0.0,0,B000002949,인천신흥초등학교,중구,0.6391,121.0,0.0,0,B000003131,인천효성서초등학교,계양구,0.762,705.2,5.37,0,B000003091,인천주원초등학교,남동구,0.8453,513.7,0.0,0,,,,,,,
B000003147,인천신현북초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,1,743,360,-50.914,-0.1667,21.775,"현재 학생수는 360명으로, KNN 비교군 311~450명 범위에 가깝습니다 (평균 358명). | 학생수 추세는 연간 -50.9명 수준으로, KNN 비교군 평균 -52.6명과 비슷한 학생 수가 줄어드는 흐름입니다. | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 녹지 비율이 3.6%p 더 낮습니다 | 유사학교 평균보다 최근접 공원 거리가 99.1m 더 멉니다,413.8,3.59,0.0,B000003126,인천부현초등학교,계양구,0.7751,432.5,0.89,0,B000002967,인천서흥초등학교,동구,0.8333,505.5,5.24,0,B000003128,인천작전초등학교,계양구,1.1498,420.7,5.0,0,B000003057,인천청량초등학교,연수구,1.2307,296.5,3.23,0,,,,,,,
B000003169,인천신현초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",계획·진행,1,0,0,1,1,778,249,-41.086,-0.1672,24.653,"학교 주변 아동 규모는 552명으로, KNN 비교군 156~654명 범위와 비슷합니다 (평균 478명). | 500m 안 대단지 아파트는 1개로, KNN 비교군도 0~4개 범위에 몰려 있습니다 (세대수 평균 1,838세대). | 재개발 상태는 '계획·진행'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균 대비 두드러진 상대 강점이 크지 않습니다,유사학교 평균보다 최근접 공원 거리가 228.5m 더 멉니다 | 유사학교 평균보다 녹지 비율이 0.5%p 더 낮습니다,373.6,0.73,0.5,B000002986,인천대화초등학교,미추홀구,1.5809,254.6,0.62,0,B000002966,인천송림초등학교,동구,1.7675,354.2,1.93,2,B000003050,인천송도초등학교,연수구,2.3673,459.8,0.28,0,B000003113,인천화전초등학교,계양구,2.447,425.8,0.08,0,,,,,,,
B000003142,인천심곡초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,1,1048,195,-29.114,-0.1256,4.445,"학생수 추세는 연간 -29.1명 수준으로, KNN 비교군 평균 -31.0명과 비슷한 학생 수가 줄어드는 흐름입니다. | 최근 1년 학생수 증감률은 -12.6%로, KNN 비교군 -16.5~-11.5% 범위와 유사합니다 (평균 -13.2%). | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 12.4%p 더 높습니다 | 유사학교 평균보다 최근접 공원 거리가 108.6m 더 가깝습니다,유사학교 평균 대비 두드러진 상대 약점이 크지 않습니다,271.6,1.94,0.0,B000003118,인천양촌초등학교,계양구,0.279,400.2,1.63,0,B000003122,인천계양초등학교,계양구,0.5172,161.3,2.09,0,B000002963,인천만석초등학교,동구,0.5869,110.6,1.59,0,B000003161,인천금곡초등학교,서구,0.6017,414.5,2.47,0,,,,,,,
B000026466,인천아라초등학교,서구,mainstream,4,"current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","current_students_2025, student_slope, recent_student_change_pct, trend_volatility, iso_child_total, large_apt_count_500m, large_apt_households_500m, redev_완료수, redev_진행중수, redev_예정수, is_new_school","nearest_park_dist_m, iso_green_ratio, iso_playground_count",없음,1,1,0,0,4,3418,1154,129.0,0.1259,0.0,"500m 안 대단지 아파트는 4개로, KNN 비교군도 1~8개 범위에 몰려 있습니다 (세대수 평균 5,100세대). | 학생수 추세는 연간 +129.0명 수준으로, KNN 비교군 평균 +118.7명과 비슷한 학생 수가 늘어나는 흐름입니다. | 재개발 상태는 '없음'이며, KNN 비교군의 100%도 같은 단계입니다.",유사학교 평균보다 녹지 비율이 16.4%p 더 높습니다 | 유사학교 평균보다 최근접 공원 거리가 540.1m 더 가깝습니다,유사학교 평균보다 도보권 놀이터 수가 2개 더 적습니다,706.1,0.09,1.5,B000026155,인천한들초등학교,서구,2.0915,884.6,0.0,0,B000025225,인천송빛초등학교,연수구,2.896,1276.8,0.0,6,B000026468,인천아람초등학교,서구,4.1695,78.9,0.35,0,B000026470,인천이음초등학교,서구,4.2859,584.1,0.0,0,,,,,,,
