grid_id,cx,cy,linked_school_count,forecast_2029_x,forecast_2031_x,worst_case_type,avg_green_ratio,avg_playground_count,avg_park_dist_m,land_feasibility_level,priority_score,candidate_rank,xgb_predicted_2029_x,xgb_predicted_2031_x,forecast_2029_y,forecast_2031_y,xgb_predicted_2029_y,xgb_predicted_2031_y,original_forecast_2029,original_forecast_2031,original_xgb_predicted_2029,original_xgb_predicted_2031,forecast_2029,forecast_2031,xgb_predicted_2029,xgb_predicted_2031,nearest_park_dist,nearest_pg_dist,linked_schools
CG_01583,126.74514575385189,37.54990371697813,1,168,163,3.0,1.628,0.0,400.2,low,166.0,1261,155,102,80,35,80,35,,,,,80,35,80,35,166.9,10213.0,['인천양촌초등학교']
CG_01580,126.74514575385189,37.54315371697814,1,168,163,3.0,4.987,0.0,69.6,low,166.0,1262,141,97,286,207,286,207,,,,,286,207,286,207,656.6,9683.7,['인천길주초등학교']
CG_01533,126.74064575385188,37.54090371697814,1,168,163,3.0,4.987,0.0,69.6,low,166.0,1263,190,110,286,207,286,207,,,,,286,207,286,207,236.5,9271.5,['인천길주초등학교']
CG_01511,126.73839575385186,37.552153716978125,1,168,163,3.0,1.628,0.0,400.2,low,166.0,1264,299,135,80,35,80,35,,,,,80,35,80,35,443.1,10487.7,['인천양촌초등학교']
CG_01558,126.74289575385188,37.54090371697814,1,168,163,3.0,4.987,0.0,69.6,low,166.0,1265,143,86,286,207,286,207,,,,,286,207,286,207,203.3,9775.3,['인천길주초등학교']
CG_01538,126.74064575385188,37.552153716978125,1,168,163,3.0,1.628,0.0,400.2,low,166.0,1266,299,135,80,35,80,35,,,,,80,35,80,35,368.5,10413.1,['인천양촌초등학교']
CG_01559,126.74289575385188,37.54315371697814,1,168,163,3.0,4.987,0.0,69.6,low,166.0,1267,161,95,286,207,286,207,,,,,286,207,286,207,104.2,9616.7,['인천길주초등학교']
CG_01563,126.74289575385188,37.552153716978125,1,168,163,3.0,1.628,0.0,400.2,low,166.0,1268,168,102,80,35,80,35,,,,,80,35,80,35,543.9,10389.7,['인천양촌초등학교']
CG_01579,126.74514575385189,37.54090371697814,1,168,163,3.0,4.987,0.0,69.6,low,166.0,1269,124,88,286,207,286,207,,,,,286,207,286,207,625.1,9418.6,['인천길주초등학교']
CG_01584,126.74514575385189,37.552153716978125,1,168,163,3.0,1.628,0.0,400.2,low,166.0,1270,155,102,80,35,80,35,,,,,80,35,80,35,604.0,10449.8,['인천양촌초등학교']
CG_00355,126.65514575385173,37.42165371697833,1,167,163,3.0,1.242,0.0,295.5,low,165.4,1271,351,327,164,118,164,118,,,,,164,118,164,118,327.0,327.0,['인천축현초등학교']
CG_00386,126.65739575385172,37.42165371697833,1,167,163,3.0,1.242,0.0,295.5,low,165.4,1272,291,327,164,118,164,118,,,,,164,118,164,118,180.3,180.3,['인천축현초등학교']
CG_00332,126.65289575385172,37.41940371697833,1,167,163,3.0,1.242,0.0,295.5,low,165.4,1273,536,440,164,118,164,118,,,,,164,118,164,118,351.0,797.9,['인천축현초등학교']
CG_00309,126.65064575385172,37.41940371697833,1,167,163,3.0,1.242,0.0,295.5,low,165.4,1274,536,440,164,118,164,118,,,,,164,118,164,118,422.4,639.9,['인천축현초등학교']
CG_01192,126.71814575385184,37.59040371697807,1,163,159,2.0,0.354,0.0,78.9,medium,161.4,1275,746,557,1409,1403,1409,1403,,,,,1409,1403,1409,1403,244.9,15922.1,['인천아람초등학교']
CG_01191,126.71814575385184,37.58815371697807,1,163,159,2.0,0.354,0.0,78.9,medium,161.4,1276,435,438,1409,1403,1409,1403,,,,,1409,1403,1409,1403,66.5,16122.8,['인천아람초등학교']
CG_01155,126.71589575385184,37.59040371697807,1,163,159,2.0,0.354,0.0,78.9,medium,161.4,1277,746,557,1409,1403,1409,1403,,,,,1409,1403,1409,1403,308.0,15722.0,['인천아람초등학교']
CG_01154,126.71589575385184,37.58815371697807,1,163,159,2.0,0.354,0.0,78.9,medium,161.4,1278,435,439,1409,1403,1409,1403,,,,,1409,1403,1409,1403,158.1,16131.3,['인천아람초등학교']
CG_01616,126.74964575385188,37.565653716978105,1,160,156,3.0,3.377,0.0,134.7,low,158.4,1279,135,69,284,177,284,177,,,,,284,177,284,177,0.0,12541.3,['인천귤현초등학교']
CG_01607,126.74739575385188,37.5701537169781,1,160,156,3.0,3.377,0.0,134.7,low,158.4,1280,135,69,284,177,284,177,,,,,284,177,284,177,141.5,12957.4,['인천귤현초등학교']
CG_01606,126.74739575385188,37.5679037169781,1,160,156,3.0,3.377,0.0,134.7,low,158.4,1281,135,69,284,177,284,177,,,,,284,177,284,177,83.6,12646.7,['인천귤현초등학교']
CG_01588,126.74514575385189,37.565653716978105,1,160,156,3.0,3.377,0.0,134.7,low,158.4,1282,118,69,284,177,284,177,,,,,284,177,284,177,356.3,12145.1,['인천귤현초등학교']
CG_01617,126.74964575385188,37.5679037169781,1,160,156,3.0,3.377,0.0,134.7,low,158.4,1283,135,69,284,177,284,177,,,,,284,177,284,177,66.2,12807.0,['인천귤현초등학교']
CG_01605,126.74739575385188,37.565653716978105,1,160,156,3.0,3.377,0.0,134.7,low,158.4,1284,135,69,284,177,284,177,,,,,284,177,284,177,60.8,12502.3,['인천귤현초등학교']
CG_01618,126.74964575385188,37.5701537169781,1,160,156,3.0,3.377,0.0,134.7,low,158.4,1285,135,69,284,177,284,177,,,,,284,177,284,177,312.7,13015.7,['인천귤현초등학교']
CG_01624,126.75189575385188,37.5701537169781,1,160,156,3.0,3.377,0.0,134.7,low,158.4,1286,135,69,284,177,284,177,,,,,284,177,284,177,188.5,13023.7,['인천귤현초등학교']
CG_01590,126.74514575385189,37.5701537169781,1,160,156,3.0,3.377,0.0,134.7,low,158.4,1287,118,69,284,177,284,177,,,,,284,177,284,177,239.5,12674.6,['인천귤현초등학교']
CG_01589,126.74514575385189,37.5679037169781,1,160,156,3.0,3.377,0.0,134.7,low,158.4,1288,118,69,284,177,284,177,,,,,284,177,284,177,0.0,12501.4,['인천귤현초등학교']
CG_01440,126.73389575385184,37.58140371697808,1,159,155,3.0,2.09,0.0,161.3,low,157.4,1289,245,173,142,72,142,72,,,,,142,72,142,72,382.6,15178.6,['인천계양초등학교']
CG_01057,126.7091457538518,37.500403716978205,1,159,155,2.0,0.865,0.0,420.0,medium,157.4,1290,660,631,598,454,598,454,,,,,598,454,598,454,417.8,4372.6,['인천부곡초등학교']
CG_01438,126.73389575385184,37.57690371697809,1,159,155,3.0,2.09,0.0,161.3,low,157.4,1291,265,128,142,72,142,72,,,,,142,72,142,72,311.4,14044.1,['인천계양초등학교']
CG_01514,126.73839575385186,37.58140371697808,1,159,155,3.0,2.09,0.0,161.3,low,157.4,1292,253,161,142,72,142,72,,,,,142,72,142,72,425.1,14833.9,['인천계양초등학교']
CG_01513,126.73839575385186,37.57915371697808,1,159,155,3.0,2.09,0.0,161.3,low,157.4,1293,272,116,142,72,142,72,,,,,142,72,142,72,160.8,14569.6,['인천계양초등학교']
CG_01512,126.73839575385186,37.57690371697809,1,159,155,3.0,2.09,0.0,161.3,low,157.4,1294,272,116,142,72,142,72,,,,,142,72,142,72,177.2,14358.0,['인천계양초등학교']
CG_01356,126.72939575385185,37.58140371697808,1,159,155,3.0,2.09,0.0,161.3,low,157.4,1295,239,124,142,72,142,72,,,,,142,72,142,72,372.9,15013.2,['인천계양초등학교']
CG_01397,126.73164575385184,37.57915371697808,1,159,155,3.0,2.09,0.0,161.3,low,157.4,1296,257,127,142,72,142,72,,,,,142,72,142,72,184.6,14770.7,['인천계양초등학교']
CG_01398,126.73164575385184,37.58140371697808,1,159,155,3.0,2.09,0.0,161.3,low,157.4,1297,237,172,142,72,142,72,,,,,142,72,142,72,176.1,14972.1,['인천계양초등학교']
CG_01396,126.73164575385184,37.57690371697809,1,159,155,3.0,2.09,0.0,161.3,low,157.4,1298,257,127,142,72,142,72,,,,,142,72,142,72,0.0,14186.2,['인천계양초등학교']
CG_01354,126.72939575385185,37.57690371697809,1,159,155,3.0,2.09,0.0,161.3,low,157.4,1299,259,79,142,72,142,72,,,,,142,72,142,72,675.3,14688.9,['인천계양초등학교']
CG_01439,126.73389575385184,37.57915371697808,1,159,155,3.0,2.09,0.0,161.3,low,157.4,1300,265,128,142,72,142,72,,,,,142,72,142,72,161.3,14573.5,['인천계양초등학교']
CG_01476,126.73614575385186,37.57690371697809,1,159,155,3.0,2.09,0.0,161.3,low,157.4,1301,272,116,142,72,142,72,,,,,142,72,142,72,202.6,14210.6,['인천계양초등학교']
CG_01478,126.73614575385186,37.58140371697808,1,159,155,3.0,2.09,0.0,161.3,low,157.4,1302,253,161,142,72,142,72,,,,,142,72,142,72,293.7,14743.5,['인천계양초등학교']
CG_01477,126.73614575385186,37.57915371697808,1,159,155,3.0,2.09,0.0,161.3,low,157.4,1303,272,116,142,72,142,72,,,,,142,72,142,72,84.6,14534.4,['인천계양초등학교']
CG_01355,126.72939575385185,37.57915371697808,1,159,155,3.0,2.09,0.0,161.3,low,157.4,1304,259,79,142,72,142,72,,,,,142,72,142,72,441.7,14455.3,['인천계양초등학교']
CG_00602,126.67314575385176,37.55665371697812,1,158,154,3.0,2.115,0.0,303.1,low,156.4,1305,324,295,818,700,818,700,,,,,818,700,818,700,174.9,11267.5,['인천간재울초등학교']
CG_01444,126.73614575385186,37.41040371697834,1,158,154,2.0,0.782,0.0,298.0,medium,156.4,1306,99,60,150,95,150,95,,,,,150,95,150,95,335.5,677.8,['인천장도초등학교']
CG_01443,126.73614575385186,37.40815371697835,1,158,154,2.0,0.782,0.0,298.0,medium,156.4,1307,75,53,150,95,150,95,,,,,150,95,150,95,196.7,860.7,['인천장도초등학교']
CG_00605,126.67314575385176,37.56340371697811,1,158,154,3.0,2.115,0.0,303.1,low,156.4,1308,324,295,818,700,818,700,,,,,818,700,818,700,146.7,12049.2,['인천간재울초등학교']
CG_01402,126.73389575385184,37.40815371697835,1,158,154,2.0,0.782,0.0,298.0,medium,156.4,1309,75,54,150,95,150,95,,,,,150,95,150,95,548.2,685.1,['인천장도초등학교']
CG_01403,126.73389575385184,37.41040371697834,1,158,154,2.0,0.782,0.0,298.0,medium,156.4,1310,100,60,150,95,150,95,,,,,150,95,150,95,407.0,407.0,['인천장도초등학교']
CG_00603,126.67314575385176,37.55890371697812,1,158,154,3.0,2.115,0.0,303.1,low,156.4,1311,324,295,818,700,818,700,,,,,818,700,818,700,198.1,11541.6,['인천간재울초등학교']
CG_00561,126.67089575385177,37.55665371697812,1,158,154,3.0,2.115,0.0,303.1,low,156.4,1312,324,288,818,700,818,700,,,,,818,700,818,700,196.8,11257.2,['인천간재울초등학교']
CG_00562,126.67089575385177,37.55890371697812,1,158,154,3.0,2.115,0.0,303.1,low,156.4,1313,323,288,818,700,818,700,,,,,818,700,818,700,326.1,11581.9,['인천간재울초등학교']
CG_00653,126.67539575385176,37.56115371697811,1,158,154,3.0,2.115,0.0,303.1,low,156.4,1314,324,324,818,700,818,700,,,,,818,700,818,700,184.0,11748.0,['인천간재울초등학교']
CG_00654,126.67539575385176,37.56340371697811,1,158,154,3.0,2.115,0.0,303.1,low,156.4,1315,324,324,818,700,818,700,,,,,818,700,818,700,44.9,12048.2,['인천간재울초등학교']
CG_00698,126.67764575385176,37.56115371697811,1,158,154,3.0,2.115,0.0,303.1,low,156.4,1316,313,318,818,700,818,700,,,,,818,700,818,700,293.5,11949.0,['인천간재울초등학교']
CG_00563,126.67089575385177,37.56115371697811,1,158,154,3.0,2.115,0.0,303.1,low,156.4,1317,323,288,818,700,818,700,,,,,818,700,818,700,359.6,11860.6,['인천간재울초등학교']
CG_00697,126.67764575385176,37.55890371697812,1,158,154,3.0,2.115,0.0,303.1,low,156.4,1318,313,318,818,700,818,700,,,,,818,700,818,700,189.5,11311.4,['인천간재울초등학교']
CG_00604,126.67314575385176,37.56115371697811,1,158,154,3.0,2.115,0.0,303.1,low,156.4,1319,324,295,818,700,818,700,,,,,818,700,818,700,238.0,11820.2,['인천간재울초등학교']
CG_00564,126.67089575385177,37.56340371697811,1,158,154,3.0,2.115,0.0,303.1,low,156.4,1320,323,288,818,700,818,700,,,,,818,700,818,700,302.9,12103.7,['인천간재울초등학교']
CG_01481,126.73839575385186,37.40815371697835,1,158,154,2.0,0.782,0.0,298.0,medium,156.4,1321,76,53,150,95,150,95,,,,,150,95,150,95,0.0,860.8,['인천장도초등학교']
CG_00652,126.67539575385176,37.55890371697812,1,158,154,3.0,2.115,0.0,303.1,low,156.4,1322,324,324,818,700,818,700,,,,,818,700,818,700,75.1,11409.8,['인천간재울초등학교']
CG_00651,126.67539575385176,37.55665371697812,1,158,154,3.0,2.115,0.0,303.1,low,156.4,1323,324,324,818,700,818,700,,,,,818,700,818,700,304.6,11182.6,['인천간재울초등학교']
CG_01482,126.73839575385186,37.41040371697834,1,158,154,2.0,0.782,0.0,298.0,medium,156.4,1324,101,60,150,95,150,95,,,,,150,95,150,95,264.3,689.7,['인천장도초등학교']
CG_00916,126.6978957538518,37.59490371697806,1,156,152,3.0,1.43,0.0,290.8,low,154.4,1325,237,232,692,732,692,732,,,,,692,732,692,732,0.0,16932.6,['인천창신초등학교']
CG_00890,126.6956457538518,37.59940371697805,1,156,152,3.0,1.43,0.0,290.8,low,154.4,1326,232,249,692,732,692,732,,,,,692,732,692,732,324.2,17538.0,['인천창신초등학교']
CG_00891,126.6956457538518,37.60165371697805,1,156,152,3.0,1.43,0.0,290.8,low,154.4,1327,232,249,692,732,692,732,,,,,692,732,692,732,443.1,17664.8,['인천창신초등학교']
CG_00889,126.6956457538518,37.597153716978056,1,156,152,3.0,1.43,0.0,290.8,low,154.4,1328,237,223,692,732,692,732,,,,,692,732,692,732,354.0,16989.0,['인천창신초등학교']
CG_00947,126.7001457538518,37.597153716978056,1,156,152,3.0,1.43,0.0,290.8,low,154.4,1329,250,232,692,732,692,732,,,,,692,732,692,732,254.8,16896.5,['인천창신초등학교']
CG_00974,126.7023957538518,37.597153716978056,1,156,152,3.0,1.43,0.0,290.8,low,154.4,1330,260,235,692,732,692,732,,,,,692,732,692,732,96.7,16975.0,['인천창신초등학교']
CG_00946,126.7001457538518,37.59490371697806,1,156,152,3.0,1.43,0.0,290.8,low,154.4,1331,250,232,692,732,692,732,,,,,692,732,692,732,351.4,16680.5,['인천창신초등학교']
CG_00948,126.7001457538518,37.59940371697805,1,156,152,3.0,1.43,0.0,290.8,low,154.4,1332,245,259,692,732,692,732,,,,,692,732,692,732,122.6,17099.2,['인천창신초등학교']
CG_00949,126.7001457538518,37.60165371697805,1,156,152,3.0,1.43,0.0,290.8,low,154.4,1333,245,259,692,732,692,732,,,,,692,732,692,732,332.8,17479.0,['인천창신초등학교']
CG_00975,126.7023957538518,37.59940371697805,1,156,152,3.0,1.43,0.0,290.8,low,154.4,1334,255,302,692,732,692,732,,,,,692,732,692,732,141.2,17146.3,['인천창신초등학교']
CG_00917,126.6978957538518,37.597153716978056,1,156,152,3.0,1.43,0.0,290.8,low,154.4,1335,237,232,692,732,692,732,,,,,692,732,692,732,433.0,17120.0,['인천창신초등학교']
CG_00920,126.6978957538518,37.603903716978046,1,156,152,3.0,1.43,0.0,290.8,low,154.4,1336,252,252,692,732,692,732,,,,,692,732,692,732,549.3,17771.1,['인천창신초등학교']
CG_00918,126.6978957538518,37.59940371697805,1,156,152,3.0,1.43,0.0,290.8,low,154.4,1337,232,259,692,732,692,732,,,,,692,732,692,732,290.8,17354.3,['인천창신초등학교']
CG_00888,126.6956457538518,37.59490371697806,1,156,152,3.0,1.43,0.0,290.8,low,154.4,1338,237,223,692,732,692,732,,,,,692,732,692,732,235.2,16809.3,['인천창신초등학교']
CG_00919,126.6978957538518,37.60165371697805,1,156,152,3.0,1.43,0.0,290.8,low,154.4,1339,232,259,692,732,692,732,,,,,692,732,692,732,304.3,17526.0,['인천창신초등학교']
CG_01149,126.71589575385184,37.53865371697815,1,146,142,2.0,0.3,0.0,268.2,medium,144.4,1340,137,109,31,15,31,15,,,,,31,15,31,15,622.9,8918.5,['인천해서초등학교']
CG_01219,126.72039575385185,37.53640371697815,1,146,142,2.0,0.3,0.0,268.2,medium,144.4,1341,293,163,31,15,31,15,,,,,31,15,31,15,131.8,8686.8,['인천해서초등학교']
CG_01150,126.71589575385184,37.54090371697814,1,146,142,2.0,0.3,0.0,268.2,medium,144.4,1342,135,66,31,15,31,15,,,,,31,15,31,15,436.9,9113.3,['인천해서초등학교']
CG_01251,126.72264575385184,37.53640371697815,1,146,142,2.0,0.3,0.0,268.2,medium,144.4,1343,292,167,31,15,31,15,,,,,31,15,31,15,243.3,8559.4,['인천해서초등학교']
CG_01186,126.71814575385184,37.53865371697815,1,146,142,2.0,0.3,0.0,268.2,medium,144.4,1344,95,109,31,15,31,15,,,,,31,15,31,15,359.3,9169.5,['인천해서초등학교']
CG_01551,126.74289575385188,37.52515371697817,1,141,137,3.0,4.501,0.0,323.5,low,139.4,1345,234,145,513,507,513,507,,,,,513,507,513,507,365.6,7837.0,['인천서운초등학교']
CG_01574,126.74514575385189,37.52515371697817,1,141,137,3.0,4.501,0.0,323.5,low,139.4,1346,223,142,513,507,513,507,,,,,513,507,513,507,211.8,8047.1,['인천서운초등학교']
CG_01526,126.74064575385188,37.52515371697817,1,141,137,3.0,4.501,0.0,323.5,low,139.4,1347,311,176,513,507,513,507,,,,,513,507,513,507,393.8,7599.6,['인천서운초등학교']
CG_01575,126.74514575385189,37.52740371697816,1,141,137,3.0,4.501,0.0,323.5,low,139.4,1348,181,143,513,507,513,507,,,,,513,507,513,507,0.0,8170.7,['인천서운초등학교']
CG_01553,126.74289575385188,37.52965371697816,1,141,137,3.0,4.501,0.0,323.5,low,139.4,1349,240,152,513,507,513,507,,,,,513,507,513,507,417.6,8110.6,['인천서운초등학교']
CG_01552,126.74289575385188,37.52740371697816,1,141,137,3.0,4.501,0.0,323.5,low,139.4,1350,193,146,513,507,513,507,,,,,513,507,513,507,220.0,7950.7,['인천서운초등학교']
CG_01602,126.74739575385188,37.52740371697816,1,141,137,3.0,4.501,0.0,323.5,low,139.4,1351,191,143,513,507,513,507,,,,,513,507,513,507,94.5,8265.2,['인천서운초등학교']
CG_01576,126.74514575385189,37.52965371697816,1,141,137,3.0,4.501,0.0,323.5,low,139.4,1352,229,149,513,507,513,507,,,,,513,507,513,507,527.8,8453.1,['인천서운초등학교']
CG_01601,126.74739575385188,37.52515371697817,1,141,137,3.0,4.501,0.0,323.5,low,139.4,1353,233,142,513,507,513,507,,,,,513,507,513,507,324.0,8159.3,['인천서운초등학교']
CG_00467,126.66414575385174,37.61065371697804,1,139,135,2.0,0.095,0.0,544.3,medium,137.4,1354,413,531,539,470,539,470,,,,,539,470,539,470,160.5,17407.1,['인천검단초등학교']
CG_00531,126.66864575385176,37.61065371697804,1,139,135,2.0,0.095,0.0,544.3,medium,137.4,1355,474,602,539,470,539,470,,,,,539,470,539,470,467.1,17620.1,['인천검단초등학교']
CG_00498,126.66639575385176,37.61065371697804,1,139,135,2.0,0.095,0.0,544.3,medium,137.4,1356,413,528,539,470,539,470,,,,,539,470,539,470,291.8,17949.9,['인천검단초등학교']
CG_00499,126.66639575385176,37.61290371697803,1,139,135,2.0,0.095,0.0,544.3,medium,137.4,1357,413,528,539,470,539,470,,,,,539,470,539,470,268.9,17833.1,['인천검단초등학교']
CG_00569,126.67089575385177,37.60840371697804,1,139,135,2.0,0.095,0.0,544.3,medium,137.4,1358,401,524,539,470,539,470,,,,,539,470,539,470,699.1,17444.3,['인천검단초등학교']
CG_00570,126.67089575385177,37.61065371697804,1,139,135,2.0,0.095,0.0,544.3,medium,137.4,1359,401,525,539,470,539,470,,,,,539,470,539,470,741.3,17946.7,['인천검단초등학교']
CG_00530,126.66864575385176,37.60840371697804,1,139,135,2.0,0.095,0.0,544.3,medium,137.4,1360,474,601,539,470,539,470,,,,,539,470,539,470,659.0,17285.2,['인천검단초등학교']
CG_00613,126.67314575385176,37.60840371697804,1,139,135,2.0,0.095,0.0,544.3,medium,137.4,1361,400,523,539,470,539,470,,,,,539,470,539,470,972.0,17717.2,['인천검단초등학교']
CG_00529,126.66864575385176,37.60615371697804,1,139,135,2.0,0.095,0.0,544.3,medium,137.4,1362,474,601,539,470,539,470,,,,,539,470,539,470,659.3,17230.7,['인천검단초등학교']
CG_00614,126.67314575385176,37.61065371697804,1,139,135,2.0,0.095,0.0,544.3,medium,137.4,1363,400,524,539,470,539,470,,,,,539,470,539,470,968.5,17759.8,['인천검단초등학교']
CG_00468,126.66414575385174,37.61290371697803,1,139,135,2.0,0.095,0.0,544.3,medium,137.4,1364,413,531,539,470,539,470,,,,,539,470,539,470,0.0,17750.6,['인천검단초등학교']
CG_00497,126.66639575385176,37.60840371697804,1,139,135,2.0,0.095,0.0,544.3,medium,137.4,1365,413,527,539,470,539,470,,,,,539,470,539,470,659.0,17285.2,['인천검단초등학교']
CG_00496,126.66639575385176,37.60615371697804,1,139,135,2.0,0.095,0.0,544.3,medium,137.4,1366,413,527,539,470,539,470,,,,,539,470,539,470,565.9,17137.2,['인천검단초등학교']
CG_00152,126.63039575385169,37.46665371697826,1,138,133,2.0,0.0,0.0,121.0,medium,136.0,1367,298,287,263,230,263,230,,,,,263,230,263,230,202.0,202.0,['인천신흥초등학교']
CG_00153,126.63039575385169,37.468903716978254,1,138,133,2.0,0.0,0.0,121.0,medium,136.0,1368,298,272,263,230,263,230,,,,,263,230,263,230,160.8,160.8,['인천신흥초등학교']
CG_00087,126.62364575385168,37.468903716978254,1,138,133,2.0,0.0,0.0,121.0,medium,136.0,1369,160,236,263,230,263,230,,,,,263,230,263,230,577.0,577.0,['인천신흥초등학교']
CG_00106,126.62589575385168,37.468903716978254,1,138,133,2.0,0.0,0.0,121.0,medium,136.0,1370,164,236,263,230,263,230,,,,,263,230,263,230,378.3,378.3,['인천신흥초등학교']
CG_00173,126.63264575385168,37.468903716978254,1,138,133,2.0,0.0,0.0,121.0,medium,136.0,1371,298,272,263,230,263,230,,,,,263,230,263,230,245.6,279.3,['인천신흥초등학교']
CG_00154,126.63039575385169,37.47115371697825,1,138,133,2.0,0.0,0.0,121.0,medium,136.0,1372,298,272,263,230,263,230,,,,,263,230,263,230,383.4,383.4,['인천신흥초등학교']
CG_00174,126.63264575385168,37.47115371697825,1,138,133,2.0,0.0,0.0,121.0,medium,136.0,1373,298,272,263,230,263,230,,,,,263,230,263,230,139.7,139.7,['인천신흥초등학교']
CG_00129,126.62814575385168,37.46665371697826,1,138,133,2.0,0.0,0.0,121.0,medium,136.0,1374,262,254,263,230,263,230,,,,,263,230,263,230,280.6,280.6,['인천신흥초등학교']
CG_00130,126.62814575385168,37.468903716978254,1,138,133,2.0,0.0,0.0,121.0,medium,136.0,1375,262,239,263,230,263,230,,,,,263,230,263,230,155.7,155.7,['인천신흥초등학교']
CG_00155,126.63039575385169,37.47340371697825,1,138,133,2.0,0.0,0.0,121.0,medium,136.0,1376,297,272,263,230,263,230,,,,,263,230,263,230,391.3,391.3,['인천신흥초등학교']
CG_00951,126.7023957538518,37.42165371697833,1,136,132,3.0,3.806,0.0,302.1,low,134.4,1377,278,181,494,459,494,459,,,,,494,459,494,459,280.1,1045.1,['인천선학초등학교']
CG_00979,126.7046457538518,37.42615371697832,1,136,132,3.0,3.806,0.0,302.1,low,134.4,1378,289,208,494,459,494,459,,,,,494,459,494,459,546.0,967.0,['인천선학초등학교']
CG_00137,126.62814575385168,37.48690371697823,1,136,132,3.0,1.593,0.0,110.6,low,134.4,1379,245,169,103,43,103,43,,,,,103,43,103,43,89.6,1191.8,['인천만석초등학교']
CG_00159,126.63039575385169,37.48465371697823,1,136,132,3.0,1.593,0.0,110.6,low,134.4,1380,338,224,103,43,103,43,,,,,103,43,103,43,103.4,1091.4,['인천만석초등학교']
CG_00978,126.7046457538518,37.42390371697832,1,136,132,3.0,3.806,0.0,302.1,low,134.4,1381,278,179,494,459,494,459,,,,,494,459,494,459,576.4,1699.9,['인천선학초등학교']
CG_00952,126.7023957538518,37.42390371697832,1,136,132,3.0,3.806,0.0,302.1,low,134.4,1382,278,179,494,459,494,459,,,,,494,459,494,459,392.7,998.0,['인천선학초등학교']
CG_00953,126.7023957538518,37.42615371697832,1,136,132,3.0,3.806,0.0,302.1,low,134.4,1383,289,208,494,459,494,459,,,,,494,459,494,459,443.1,773.3,['인천선학초등학교']
CG_00977,126.7046457538518,37.42165371697833,1,136,132,3.0,3.806,0.0,302.1,low,134.4,1384,278,181,494,459,494,459,,,,,494,459,494,459,167.3,1386.6,['인천선학초등학교']
CG_00160,126.63039575385169,37.48690371697823,1,136,132,3.0,1.593,0.0,110.6,low,134.4,1385,356,240,103,43,103,43,,,,,103,43,103,43,99.4,1252.9,['인천만석초등학교']
CG_00136,126.62814575385168,37.48465371697823,1,136,132,3.0,1.593,0.0,110.6,low,134.4,1386,186,153,103,43,103,43,,,,,103,43,103,43,110.6,1062.8,['인천만석초등학교']
CG_00091,126.62364575385168,37.48240371697823,1,136,132,3.0,1.593,0.0,110.6,low,134.4,1387,78,137,103,43,103,43,,,,,103,43,103,43,571.1,710.8,['인천만석초등학교']
CG_00928,126.7001457538518,37.42840371697832,1,136,132,3.0,3.806,0.0,302.1,low,134.4,1388,299,226,494,459,494,459,,,,,494,459,494,459,718.4,919.3,['인천선학초등학교']
CG_00134,126.62814575385168,37.48015371697824,1,136,132,3.0,1.593,0.0,110.6,low,134.4,1389,185,140,103,43,103,43,,,,,103,43,103,43,226.3,438.7,['인천만석초등학교']
CG_00135,126.62814575385168,37.48240371697823,1,136,132,3.0,1.593,0.0,110.6,low,134.4,1390,185,140,103,43,103,43,,,,,103,43,103,43,313.8,714.4,['인천만석초등학교']
CG_00092,126.62364575385168,37.48465371697823,1,136,132,3.0,1.593,0.0,110.6,low,134.4,1391,79,150,103,43,103,43,,,,,103,43,103,43,447.7,1156.4,['인천만석초등학교']
CG_00110,126.62589575385168,37.48240371697823,1,136,132,3.0,1.593,0.0,110.6,low,134.4,1392,82,137,103,43,103,43,,,,,103,43,103,43,642.6,782.3,['인천만석초등학교']
CG_00898,126.6978957538518,37.42615371697832,1,136,132,3.0,3.806,0.0,302.1,low,134.4,1393,290,226,494,459,494,459,,,,,494,459,494,459,192.5,343.9,['인천선학초등학교']
CG_00927,126.7001457538518,37.42615371697832,1,136,132,3.0,3.806,0.0,302.1,low,134.4,1394,299,226,494,459,494,459,,,,,494,459,494,459,490.3,691.2,['인천선학초등학교']
CG_00926,126.7001457538518,37.42390371697832,1,136,132,3.0,3.806,0.0,302.1,low,134.4,1395,287,197,494,459,494,459,,,,,494,459,494,459,408.8,1139.4,['인천선학초등학교']
CG_00111,126.62589575385168,37.48465371697823,1,136,132,3.0,1.593,0.0,110.6,low,134.4,1396,83,150,103,43,103,43,,,,,103,43,103,43,140.5,1000.1,['인천만석초등학교']
CG_00178,126.63264575385168,37.48465371697823,1,136,132,3.0,1.593,0.0,110.6,low,134.4,1397,338,224,103,43,103,43,,,,,103,43,103,43,326.1,1176.7,['인천만석초등학교']
CG_00925,126.7001457538518,37.42165371697833,1,136,132,3.0,3.806,0.0,302.1,low,134.4,1398,287,198,494,459,494,459,,,,,494,459,494,459,318.1,1281.6,['인천선학초등학교']
CG_00897,126.6978957538518,37.42390371697832,1,136,132,3.0,3.806,0.0,302.1,low,134.4,1399,278,197,494,459,494,459,,,,,494,459,494,459,144.3,630.0,['인천선학초등학교']
CG_00119,126.62814575385168,37.38790371697838,1,134,131,2.0,0.331,0.0,0.0,medium,132.8,1400,415,334,1351,1364,1351,1364,,,,,1351,1364,1351,1364,358.5,5949.4,['인천예송초등학교']
