grid_id,cx,cy,linked_school_count,forecast_2029_x,forecast_2031_x,worst_case_type,avg_green_ratio,avg_playground_count,avg_park_dist_m,land_feasibility_level,priority_score,candidate_rank,xgb_predicted_2029_x,xgb_predicted_2031_x,forecast_2029_y,forecast_2031_y,xgb_predicted_2029_y,xgb_predicted_2031_y,original_forecast_2029,original_forecast_2031,original_xgb_predicted_2029,original_xgb_predicted_2031,forecast_2029,forecast_2031,xgb_predicted_2029,xgb_predicted_2031,nearest_park_dist,nearest_pg_dist,linked_schools
CG_01173,126.71814575385184,37.48465371697823,1,856,834,2.0,0.533,0.0,629.1,medium,847.2,262,827,358,591,524,591,524,,,,,591,524,591,524,574.9,2540.6,['인천부평남초등학교']
CG_01174,126.71814575385184,37.48690371697823,1,856,834,2.0,0.533,0.0,629.1,medium,847.2,263,836,375,591,524,591,524,,,,,591,524,591,524,878.7,2875.0,['인천부평남초등학교']
CG_01270,126.72489575385184,37.48915371697822,1,856,834,2.0,0.533,0.0,629.1,medium,847.2,264,844,487,591,524,591,524,,,,,591,524,591,524,170.9,3338.7,['인천부평남초등학교']
CG_01176,126.71814575385184,37.49140371697822,1,856,834,2.0,0.291,0.0,304.0,medium,847.2,265,734,759,548,494,548,494,,,,,548,494,548,494,412.5,3368.7,['인천부평서초등학교']
CG_01175,126.71814575385184,37.48915371697822,1,856,834,2.0,0.533,0.0,629.1,medium,847.2,266,830,375,591,524,591,524,,,,,591,524,591,524,725.3,3046.7,['인천부평남초등학교']
CG_01140,126.71589575385184,37.48690371697823,1,856,834,2.0,0.533,0.0,629.1,medium,847.2,267,836,375,591,524,591,524,,,,,591,524,591,524,876.9,2863.8,['인천부평남초등학교']
CG_01142,126.71589575385184,37.49140371697822,1,856,834,2.0,0.533,0.0,629.1,medium,847.2,268,830,375,591,524,591,524,,,,,591,524,591,524,551.5,3230.0,['인천부평남초등학교']
CG_01236,126.72264575385184,37.48690371697823,1,856,834,2.0,0.533,0.0,629.1,medium,847.2,269,844,484,591,524,591,524,,,,,591,524,591,524,487.5,3080.9,['인천부평남초등학교']
CG_01177,126.71814575385184,37.493653716978216,1,856,834,2.0,0.291,0.0,304.0,medium,847.2,270,734,750,548,494,548,494,,,,,548,494,548,494,351.7,3622.2,['인천부평서초등학교']
CG_01141,126.71589575385184,37.48915371697822,1,856,834,2.0,0.533,0.0,629.1,medium,847.2,271,830,375,591,524,591,524,,,,,591,524,591,524,147.7,3028.5,['인천부평남초등학교']
CG_00904,126.6978957538518,37.46215371697826,2,796,837,2.0,0.223,0.0,293.45,medium,812.4,272,194,171,815,637,815,637,,,,,815,637,815,637,239.7,470.0,"['인천주원초등학교', '인천경원초등학교']"
CG_00931,126.7001457538518,37.46215371697826,2,796,837,2.0,0.223,0.0,293.45,medium,812.4,273,204,159,815,637,815,637,,,,,815,637,815,637,322.4,541.1,"['인천주원초등학교', '인천경원초등학교']"
CG_00955,126.7023957538518,37.46215371697826,2,796,837,2.0,0.223,0.0,293.45,medium,812.4,274,195,168,815,637,815,637,,,,,815,637,815,637,175.1,83.7,"['인천주원초등학교', '인천경원초등학교']"
CG_01573,126.74514575385189,37.52290371697817,3,799,830,3.0,3.304,0.0,179.567,low,811.4,275,327,215,945,791,945,791,,,,,945,791,945,791,46.9,7721.2,"['인천후정초등학교', '인천한길초등학교', '인천서운초등학교']"
CG_00240,126.6416457538517,37.39915371697836,2,817,796,2.0,0.491,0.0,245.15,medium,808.6,276,503,504,2599,2681,2599,2681,,,,,2599,2681,2599,2681,222.8,3636.4,"['인천신정초등학교', '인천연송초등학교']"
CG_00241,126.6416457538517,37.40140371697836,2,817,796,2.0,0.491,0.0,245.15,medium,808.6,277,471,476,2599,2681,2599,2681,,,,,2599,2681,2599,2681,222.8,3636.4,"['인천신정초등학교', '인천연송초등학교']"
CG_00239,126.6416457538517,37.396903716978365,2,817,796,2.0,0.491,0.0,245.15,medium,808.6,278,502,504,2599,2681,2599,2681,,,,,2599,2681,2599,2681,586.1,4046.2,"['인천신정초등학교', '인천연송초등학교']"
CG_01188,126.71814575385184,37.54315371697814,3,792,802,2.0,1.285,0.0,285.467,medium,796.0,279,247,131,288,219,288,219,,,,,288,219,288,219,414.8,9535.1,"['인천해서초등학교', '인천계산초등학교', '인천부평초등학교']"
CG_01222,126.72039575385185,37.54315371697814,3,792,802,2.0,1.285,0.0,285.467,medium,796.0,280,261,150,288,219,288,219,,,,,288,219,288,219,354.2,9431.2,"['인천해서초등학교', '인천계산초등학교', '인천부평초등학교']"
CG_01187,126.71814575385184,37.54090371697814,3,792,802,2.0,1.285,0.0,285.467,medium,796.0,281,236,137,288,219,288,219,,,,,288,219,288,219,293.7,9370.4,"['인천해서초등학교', '인천계산초등학교', '인천부평초등학교']"
CG_01221,126.72039575385185,37.54090371697814,3,792,802,2.0,1.285,0.0,285.467,medium,796.0,282,250,156,288,219,288,219,,,,,288,219,288,219,36.5,9282.6,"['인천해서초등학교', '인천계산초등학교', '인천부평초등학교']"
CG_01182,126.71814575385184,37.52740371697816,2,788,794,3.0,4.129,0.0,275.6,low,790.4,283,270,183,728,644,728,644,,,,,728,644,728,644,215.5,7709.4,"['인천성지초등학교', '인천효성남초등학교']"
CG_01144,126.71589575385184,37.52740371697816,2,788,794,3.0,4.129,0.0,275.6,low,790.4,284,313,183,728,644,728,644,,,,,728,644,728,644,211.0,7709.7,"['인천성지초등학교', '인천효성남초등학교']"
CG_01181,126.71814575385184,37.52515371697817,2,788,794,3.0,4.129,0.0,275.6,low,790.4,285,311,182,728,644,728,644,,,,,728,644,728,644,373.7,7569.9,"['인천성지초등학교', '인천효성남초등학교']"
CG_01218,126.72039575385185,37.52740371697816,2,788,794,3.0,4.129,0.0,275.6,low,790.4,286,270,188,728,644,728,644,,,,,728,644,728,644,501.7,7817.6,"['인천성지초등학교', '인천효성남초등학교']"
CG_01143,126.71589575385184,37.52515371697817,2,788,794,3.0,4.129,0.0,275.6,low,790.4,287,353,182,728,644,728,644,,,,,728,644,728,644,157.4,7353.1,"['인천성지초등학교', '인천효성남초등학교']"
CG_01117,126.71364575385182,37.5071537169782,1,531,518,1.0,0.0,0.0,839.7,high,788.7,288,570,417,393,335,393,335,,,,,393,335,393,335,1102.5,5192.1,['인천마장초등학교']
CG_00336,126.65289575385172,37.42840371697832,2,786,773,2.0,0.61,1.0,332.3,medium,780.8,289,365,397,738,608,738,608,,,,,738,608,738,608,477.7,957.3,"['인천능허대초등학교', '인천송도초등학교']"
CG_00426,126.65964575385172,37.52965371697816,2,788,767,2.0,0.881,0.0,454.0,medium,779.6,290,725,617,2242,2139,2242,2139,,,,,2242,2139,2242,2139,551.9,8021.6,"['인천초은초등학교', '인천가원초등학교']"
CG_01203,126.72039575385185,37.46215371697826,1,766,746,2.0,0.711,0.0,215.9,medium,758.0,291,464,226,448,303,448,303,,,,,448,303,448,303,166.5,673.2,['인천인동초등학교']
CG_01205,126.72039575385185,37.46665371697826,1,766,746,2.0,0.711,0.0,215.9,medium,758.0,292,345,189,448,303,448,303,,,,,448,303,448,303,0.0,416.4,['인천인동초등학교']
CG_00333,126.65289575385172,37.42165371697833,2,766,746,2.0,1.093,1.0,250.15,medium,758.0,293,564,656,710,590,710,590,,,,,710,590,710,590,86.1,578.4,"['인천능허대초등학교', '인천축현초등학교']"
CG_01204,126.72039575385185,37.46440371697826,1,766,746,2.0,0.711,0.0,215.9,medium,758.0,294,345,191,448,303,448,303,,,,,448,303,448,303,212.6,378.4,['인천인동초등학교']
CG_01231,126.72264575385184,37.45765371697827,1,766,746,2.0,0.711,0.0,215.9,medium,758.0,295,486,227,448,303,448,303,,,,,448,303,448,303,494.4,840.7,['인천인동초등학교']
CG_01172,126.71814575385184,37.46440371697826,1,766,746,2.0,0.711,0.0,215.9,medium,758.0,296,323,191,448,303,448,303,,,,,448,303,448,303,115.6,36.6,['인천인동초등학교']
CG_01232,126.72264575385184,37.45990371697827,1,766,746,2.0,0.711,0.0,215.9,medium,758.0,297,482,227,448,303,448,303,,,,,448,303,448,303,173.5,816.7,['인천인동초등학교']
CG_00265,126.64389575385172,37.42840371697832,1,762,742,2.0,0.567,2.0,242.4,medium,754.0,298,935,932,576,502,576,502,,,,,576,502,576,502,855.8,1076.4,['인천옥련초등학교']
CG_00283,126.64614575385173,37.42840371697832,1,762,742,2.0,0.567,2.0,242.4,medium,754.0,299,1069,975,576,502,576,502,,,,,576,502,576,502,586.5,822.4,['인천옥련초등학교']
CG_00264,126.64389575385172,37.42615371697832,1,762,742,2.0,0.567,2.0,242.4,medium,754.0,300,978,932,576,502,576,502,,,,,576,502,576,502,539.0,663.2,['인천옥련초등학교']
CG_00487,126.66639575385176,37.51390371697818,2,729,737,2.0,0.439,0.0,633.45,medium,732.2,301,373,488,326,268,326,268,,,,,326,268,326,268,512.0,6320.5,"['인천신현초등학교', '인천신석초등학교']"
CG_00486,126.66639575385176,37.51165371697819,2,729,737,2.0,0.439,0.0,633.45,medium,732.2,302,370,487,326,268,326,268,,,,,326,268,326,268,726.1,6261.6,"['인천신현초등학교', '인천신석초등학교']"
CG_00459,126.66414575385174,37.51390371697818,2,729,737,2.0,0.439,0.0,633.45,medium,732.2,303,362,490,326,268,326,268,,,,,326,268,326,268,276.3,6069.7,"['인천신현초등학교', '인천신석초등학교']"
CG_00512,126.66864575385176,37.47340371697825,1,716,755,2.0,0.619,0.0,254.6,medium,731.6,304,658,612,253,223,253,223,,,,,253,223,253,223,479.0,2828.8,['인천대화초등학교']
CG_00546,126.67089575385177,37.468903716978254,1,716,755,2.0,0.619,0.0,254.6,medium,731.6,305,527,527,253,223,253,223,,,,,253,223,253,223,298.8,2540.2,['인천대화초등학교']
CG_00478,126.66639575385176,37.46665371697826,1,716,755,2.0,0.619,0.0,254.6,medium,731.6,306,537,533,253,223,253,223,,,,,253,223,253,223,730.4,2581.7,['인천대화초등학교']
CG_00510,126.66864575385176,37.468903716978254,1,716,755,2.0,0.619,0.0,254.6,medium,731.6,307,658,612,253,223,253,223,,,,,253,223,253,223,254.6,2745.9,['인천대화초등학교']
CG_00509,126.66864575385176,37.46665371697826,1,716,755,2.0,0.619,0.0,254.6,medium,731.6,308,658,614,253,223,253,223,,,,,253,223,253,223,499.9,2753.3,['인천대화초등학교']
CG_00511,126.66864575385176,37.47115371697825,1,716,755,2.0,0.619,0.0,254.6,medium,731.6,309,658,612,253,223,253,223,,,,,253,223,253,223,359.2,2798.8,['인천대화초등학교']
CG_00454,126.66414575385174,37.46665371697826,1,716,755,2.0,0.619,0.0,254.6,medium,731.6,310,537,533,253,223,253,223,,,,,253,223,253,223,938.9,2332.0,['인천대화초등학교']
CG_00479,126.66639575385176,37.468903716978254,1,716,755,2.0,0.619,0.0,254.6,medium,731.6,311,537,531,253,223,253,223,,,,,253,223,253,223,422.7,2630.7,['인천대화초등학교']
CG_00545,126.67089575385177,37.46665371697826,1,716,755,2.0,0.619,0.0,254.6,medium,731.6,312,527,529,253,223,253,223,,,,,253,223,253,223,552.3,2552.9,['인천대화초등학교']
CG_00547,126.67089575385177,37.47115371697825,1,716,755,2.0,0.619,0.0,254.6,medium,731.6,313,527,527,253,223,253,223,,,,,253,223,253,223,0.0,2758.9,['인천대화초등학교']
CG_00455,126.66414575385174,37.468903716978254,1,716,755,2.0,0.619,0.0,254.6,medium,731.6,314,537,531,253,223,253,223,,,,,253,223,253,223,654.0,2535.8,['인천대화초등학교']
CG_00480,126.66639575385176,37.47115371697825,1,716,755,2.0,0.619,0.0,254.6,medium,731.6,315,537,531,253,223,253,223,,,,,253,223,253,223,382.0,2728.0,['인천대화초등학교']
CG_00456,126.66414575385174,37.47115371697825,1,716,755,2.0,0.619,0.0,254.6,medium,731.6,316,537,531,253,223,253,223,,,,,253,223,253,223,284.0,2605.2,['인천대화초등학교']
CG_00664,126.67764575385176,37.41040371697834,2,714,696,3.0,4.197,0.0,355.0,low,706.8,317,423,309,795,667,795,667,,,,,795,667,795,667,518.4,891.4,"['인천청량초등학교', '인천연화초등학교']"
CG_00700,126.67989575385177,37.41040371697834,2,714,696,3.0,4.197,0.0,355.0,low,706.8,318,411,243,795,667,795,667,,,,,795,667,795,667,523.5,936.2,"['인천청량초등학교', '인천연화초등학교']"
CG_00701,126.67989575385177,37.41265371697834,2,714,696,3.0,4.197,0.0,355.0,low,706.8,319,408,293,795,667,795,667,,,,,795,667,795,667,222.0,920.5,"['인천청량초등학교', '인천연화초등학교']"
CG_00666,126.67764575385176,37.41490371697834,2,714,696,3.0,4.197,0.0,355.0,low,706.8,320,420,352,795,667,795,667,,,,,795,667,795,667,90.8,571.7,"['인천청량초등학교', '인천연화초등학교']"
CG_00665,126.67764575385176,37.41265371697834,2,714,696,3.0,4.197,0.0,355.0,low,706.8,321,419,359,795,667,795,667,,,,,795,667,795,667,71.1,658.1,"['인천청량초등학교', '인천연화초등학교']"
CG_01284,126.72489575385184,37.53865371697815,2,701,705,2.0,2.808,0.0,282.45,medium,702.6,322,255,210,330,278,330,278,,,,,330,278,330,278,410.9,8963.1,"['인천작전초등학교', '인천부평초등학교']"
CG_01010,126.7068957538518,37.45765371697827,2,687,716,2.0,0.057,0.0,326.5,medium,698.6,323,210,161,983,789,983,789,,,,,983,789,983,789,153.6,153.6,"['상인천초등학교', '인천석천초등학교']"
CG_01527,126.74064575385188,37.52740371697816,2,694,703,3.0,2.829,0.0,338.6,low,697.6,324,391,220,788,736,788,736,,,,,788,736,788,736,0.0,7882.9,"['인천서운초등학교', '인천작동초등학교']"
CG_01389,126.73164575385184,37.53415371697815,2,700,682,2.0,2.692,0.0,426.6,medium,692.8,325,443,268,384,313,384,313,,,,,384,313,384,313,265.0,8175.5,"['인천작전초등학교', '인천부현초등학교']"
CG_01348,126.72939575385185,37.53640371697815,2,700,682,2.0,2.692,0.0,426.6,medium,692.8,326,440,257,384,313,384,313,,,,,384,313,384,313,531.7,8450.6,"['인천작전초등학교', '인천부현초등학교']"
CG_01347,126.72939575385185,37.53415371697815,2,700,682,2.0,2.692,0.0,426.6,medium,692.8,327,440,257,384,313,384,313,,,,,384,313,384,313,110.9,8315.6,"['인천작전초등학교', '인천부현초등학교']"
CG_01390,126.73164575385184,37.53640371697815,2,700,682,2.0,2.692,0.0,426.6,medium,692.8,328,443,268,384,313,384,313,,,,,384,313,384,313,403.9,8478.8,"['인천작전초등학교', '인천부현초등학교']"
CG_01312,126.72714575385184,37.53640371697815,2,700,682,2.0,2.692,0.0,426.6,medium,692.8,329,452,278,384,313,384,313,,,,,384,313,384,313,522.6,8650.4,"['인천작전초등학교', '인천부현초등학교']"
CG_01080,126.71139575385182,37.45765371697827,2,686,668,2.0,0.17,0.0,482.2,medium,678.8,330,240,159,917,561,917,561,,,,,917,561,917,561,628.6,1003.0,"['인천상아초등학교', '인천정각초등학교']"
CG_01296,126.72714575385184,37.46665371697826,1,662,689,2.0,0.446,1.0,147.6,medium,672.8,331,385,282,304,245,304,245,,,,,304,245,304,245,97.4,97.4,['인천동부초등학교']
CG_01327,126.72939575385185,37.46665371697826,1,662,689,2.0,0.446,1.0,147.6,medium,672.8,332,380,232,304,245,304,245,,,,,304,245,304,245,140.7,140.7,['인천동부초등학교']
CG_01268,126.72489575385184,37.46665371697826,1,662,689,2.0,0.446,1.0,147.6,medium,672.8,333,380,282,304,245,304,245,,,,,304,245,304,245,411.1,416.8,['인천동부초등학교']
CG_01295,126.72714575385184,37.46440371697826,1,662,689,2.0,0.446,1.0,147.6,medium,672.8,334,386,293,304,245,304,245,,,,,304,245,304,245,177.7,225.3,['인천동부초등학교']
CG_01326,126.72939575385185,37.46440371697826,1,662,689,2.0,0.446,1.0,147.6,medium,672.8,335,380,243,304,245,304,245,,,,,304,245,304,245,607.6,819.5,['인천동부초등학교']
CG_01572,126.74514575385189,37.520653716978174,2,658,693,3.0,2.705,0.0,107.6,low,672.0,336,187,188,432,284,432,284,,,,,432,284,432,284,275.5,7497.8,"['인천후정초등학교', '인천한길초등학교']"
CG_01571,126.74514575385189,37.51840371697818,2,658,693,3.0,2.705,0.0,107.6,low,672.0,337,187,188,432,284,432,284,,,,,432,284,432,284,178.8,7261.3,"['인천후정초등학교', '인천한길초등학교']"
CG_01600,126.74739575385188,37.52290371697817,2,658,693,3.0,2.705,0.0,107.6,low,672.0,338,337,211,432,284,432,284,,,,,432,284,432,284,366.9,7851.5,"['인천후정초등학교', '인천한길초등학교']"
CG_01550,126.74289575385188,37.52290371697817,2,658,693,3.0,2.705,0.0,107.6,low,672.0,339,337,216,432,284,432,284,,,,,432,284,432,284,170.4,7501.6,"['인천후정초등학교', '인천한길초등학교']"
CG_01549,126.74289575385188,37.520653716978174,2,658,693,3.0,2.705,0.0,107.6,low,672.0,340,204,191,432,284,432,284,,,,,432,284,432,284,72.7,7294.9,"['인천후정초등학교', '인천한길초등학교']"
CG_01599,126.74739575385188,37.520653716978174,2,658,693,3.0,2.705,0.0,107.6,low,672.0,341,204,186,432,284,432,284,,,,,432,284,432,284,130.4,7597.8,"['인천후정초등학교', '인천한길초등학교']"
CG_00773,126.68439575385176,37.45090371697828,1,657,693,2.0,0.426,0.0,60.5,medium,671.4,342,762,731,303,247,303,247,,,,,303,247,303,247,271.1,2117.5,['인천주안남초등학교']
CG_00771,126.68439575385176,37.44640371697829,1,657,693,2.0,0.426,0.0,60.5,medium,671.4,343,755,736,303,247,303,247,,,,,303,247,303,247,259.5,2476.1,['인천주안남초등학교']
CG_00772,126.68439575385176,37.448653716978285,1,657,693,2.0,0.426,0.0,60.5,medium,671.4,344,755,707,303,247,303,247,,,,,303,247,303,247,40.4,2290.2,['인천주안남초등학교']
CG_00741,126.68214575385176,37.44640371697829,1,657,693,2.0,0.426,0.0,60.5,medium,671.4,345,762,713,303,247,303,247,,,,,303,247,303,247,477.1,2708.8,['인천주안남초등학교']
CG_00744,126.68214575385176,37.45315371697828,1,657,693,2.0,0.426,0.0,60.5,medium,671.4,346,768,706,303,247,303,247,,,,,303,247,303,247,321.9,2234.7,['인천주안남초등학교']
CG_00742,126.68214575385176,37.448653716978285,1,657,693,2.0,0.426,0.0,60.5,medium,671.4,347,762,684,303,247,303,247,,,,,303,247,303,247,285.2,2585.6,['인천주안남초등학교']
CG_00774,126.68439575385176,37.45315371697828,1,657,693,2.0,0.426,0.0,60.5,medium,671.4,348,762,730,303,247,303,247,,,,,303,247,303,247,127.5,1986.0,['인천주안남초등학교']
CG_00799,126.68664575385178,37.45315371697828,1,657,693,2.0,0.426,0.0,60.5,medium,671.4,349,751,730,303,247,303,247,,,,,303,247,303,247,0.0,1858.8,['인천주안남초등학교']
CG_00743,126.68214575385176,37.45090371697828,1,657,693,2.0,0.426,0.0,60.5,medium,671.4,350,768,707,303,247,303,247,,,,,303,247,303,247,501.1,2385.7,['인천주안남초등학교']
CG_00818,126.68889575385178,37.45090371697828,1,657,693,2.0,0.426,0.0,60.5,medium,671.4,351,787,730,303,247,303,247,,,,,303,247,303,247,433.3,1752.7,['인천주안남초등학교']
CG_00798,126.68664575385178,37.45090371697828,1,657,693,2.0,0.426,0.0,60.5,medium,671.4,352,751,730,303,247,303,247,,,,,303,247,303,247,246.9,2008.8,['인천주안남초등학교']
CG_00672,126.67764575385176,37.45090371697828,1,656,692,2.0,0.447,0.0,305.0,medium,670.4,353,667,507,191,123,191,123,,,,,191,123,191,123,542.8,2733.7,['인천남부초등학교']
CG_00627,126.67539575385176,37.44640371697829,1,656,692,2.0,0.447,0.0,305.0,medium,670.4,354,659,502,191,123,191,123,,,,,191,123,191,123,282.0,3300.5,['인천남부초등학교']
CG_00629,126.67539575385176,37.45090371697828,1,656,692,2.0,0.447,0.0,305.0,medium,670.4,355,681,586,191,123,191,123,,,,,191,123,191,123,364.2,2946.0,['인천남부초등학교']
CG_00582,126.67314575385176,37.44640371697829,1,656,692,2.0,0.447,0.0,305.0,medium,670.4,356,659,497,191,123,191,123,,,,,191,123,191,123,158.5,3519.0,['인천남부초등학교']
CG_00628,126.67539575385176,37.448653716978285,1,656,692,2.0,0.447,0.0,305.0,medium,670.4,357,674,513,191,123,191,123,,,,,191,123,191,123,307.2,3171.4,['인천남부초등학교']
CG_00583,126.67314575385176,37.448653716978285,1,656,692,2.0,0.447,0.0,305.0,medium,670.4,358,674,509,191,123,191,123,,,,,191,123,191,123,41.3,3430.7,['인천남부초등학교']
CG_00670,126.67764575385176,37.44640371697829,1,656,692,2.0,0.447,0.0,305.0,medium,670.4,359,645,423,191,123,191,123,,,,,191,123,191,123,452.4,3131.0,['인천남부초등학교']
CG_00541,126.67089575385177,37.448653716978285,1,656,692,2.0,0.447,0.0,305.0,medium,670.4,360,674,498,191,123,191,123,,,,,191,123,191,123,126.3,3541.8,['인천남부초등학교']
CG_00671,126.67764575385176,37.448653716978285,1,656,692,2.0,0.447,0.0,305.0,medium,670.4,361,660,434,191,123,191,123,,,,,191,123,191,123,543.1,2930.4,['인천남부초등학교']
CG_00906,126.6978957538518,37.46665371697826,2,649,675,2.0,0.899,0.5,310.75,medium,659.4,362,316,188,786,650,786,650,,,,,786,650,786,650,140.0,182.7,"['인천주원초등학교', '인천석정초등학교']"
CG_00933,126.7001457538518,37.46665371697826,2,649,675,2.0,0.899,0.5,310.75,medium,659.4,363,325,175,786,650,786,650,,,,,786,650,786,650,166.3,166.3,"['인천주원초등학교', '인천석정초등학교']"
CG_00626,126.67539575385176,37.44415371697829,1,639,675,3.0,2.343,0.0,222.5,low,653.4,364,475,434,251,168,251,168,,,,,251,168,251,168,244.8,3256.4,['인천인주초등학교']
CG_00581,126.67314575385176,37.44415371697829,1,639,675,3.0,2.343,0.0,222.5,low,653.4,365,475,422,251,168,251,168,,,,,251,168,251,168,178.9,3252.8,['인천인주초등학교']
CG_00579,126.67314575385176,37.4396537169783,1,639,675,3.0,2.343,0.0,222.5,low,653.4,366,444,401,251,168,251,168,,,,,251,168,251,168,182.5,2541.2,['인천인주초등학교']
CG_00540,126.67089575385177,37.44415371697829,1,639,675,3.0,2.343,0.0,222.5,low,653.4,367,471,411,251,168,251,168,,,,,251,168,251,168,178.8,3102.6,['인천인주초등학교']
CG_00539,126.67089575385177,37.441903716978295,1,639,675,3.0,2.343,0.0,222.5,low,653.4,368,471,386,251,168,251,168,,,,,251,168,251,168,412.1,2867.2,['인천인주초등학교']
CG_00624,126.67539575385176,37.4396537169783,1,639,675,3.0,2.343,0.0,222.5,low,653.4,369,444,412,251,168,251,168,,,,,251,168,251,168,90.2,2737.0,['인천인주초등학교']
CG_00623,126.67539575385176,37.4374037169783,1,639,675,3.0,2.343,0.0,222.5,low,653.4,370,444,412,251,168,251,168,,,,,251,168,251,168,200.1,2669.6,['인천인주초등학교']
CG_00538,126.67089575385177,37.4396537169783,1,639,675,3.0,2.343,0.0,222.5,low,653.4,371,409,389,251,168,251,168,,,,,251,168,251,168,93.5,2548.2,['인천인주초등학교']
CG_00580,126.67314575385176,37.441903716978295,1,639,675,3.0,2.343,0.0,222.5,low,653.4,372,475,397,251,168,251,168,,,,,251,168,251,168,489.5,3100.4,['인천인주초등학교']
CG_00669,126.67764575385176,37.44415371697829,1,639,675,3.0,2.343,0.0,222.5,low,653.4,373,462,380,251,168,251,168,,,,,251,168,251,168,553.5,3153.5,['인천인주초등학교']
CG_00625,126.67539575385176,37.441903716978295,1,639,675,3.0,2.343,0.0,222.5,low,653.4,374,475,409,251,168,251,168,,,,,251,168,251,168,393.6,3227.9,['인천인주초등학교']
CG_01447,126.73614575385186,37.448653716978285,3,659,642,3.0,4.099,0.0,253.833,low,652.2,375,152,51,333,271,333,271,,,,,333,271,333,271,409.5,571.1,"['인천만수초등학교', '인천장수초등학교', '인천남동초등학교']"
CG_01486,126.73839575385186,37.448653716978285,3,659,642,3.0,4.099,0.0,253.833,low,652.2,376,180,78,333,271,333,271,,,,,333,271,333,271,410.9,711.2,"['인천만수초등학교', '인천장수초등학교', '인천남동초등학교']"
CG_01255,126.72264575385184,37.545403716978136,2,646,660,2.0,1.777,0.0,294.1,medium,651.6,377,270,155,257,204,257,204,,,,,257,204,257,204,94.7,9600.4,"['인천계산초등학교', '인천부평초등학교']"
CG_01223,126.72039575385185,37.545403716978136,2,646,660,2.0,1.777,0.0,294.1,medium,651.6,378,271,151,257,204,257,204,,,,,257,204,257,204,362.8,9763.1,"['인천계산초등학교', '인천부평초등학교']"
CG_01254,126.72264575385184,37.54315371697814,2,646,660,2.0,1.777,0.0,294.1,medium,651.6,379,278,155,257,204,257,204,,,,,257,204,257,204,131.4,9329.2,"['인천계산초등학교', '인천부평초등학교']"
CG_01386,126.73164575385184,37.52740371697816,1,641,656,2.0,0.083,0.0,425.8,medium,647.0,380,366,371,441,325,441,325,,,,,441,325,441,325,538.8,7483.2,['인천화전초등학교']
CG_01308,126.72714575385184,37.52740371697816,1,641,656,2.0,0.083,0.0,425.8,medium,647.0,381,339,316,441,325,441,325,,,,,441,325,441,325,404.1,7926.2,['인천화전초등학교']
CG_01345,126.72939575385185,37.52965371697816,1,641,656,2.0,0.083,0.0,425.8,medium,647.0,382,378,365,441,325,441,325,,,,,441,325,441,325,0.0,7817.4,['인천화전초등학교']
CG_01385,126.73164575385184,37.52515371697817,1,641,656,2.0,0.083,0.0,425.8,medium,647.0,383,400,370,441,325,441,325,,,,,441,325,441,325,608.1,7383.0,['인천화전초등학교']
CG_01344,126.72939575385185,37.52740371697816,1,641,656,2.0,0.083,0.0,425.8,medium,647.0,384,362,361,441,325,441,325,,,,,441,325,441,325,392.5,7558.9,['인천화전초등학교']
CG_01309,126.72714575385184,37.52965371697816,1,641,656,2.0,0.083,0.0,425.8,medium,647.0,385,356,320,441,325,441,325,,,,,441,325,441,325,152.2,7969.5,['인천화전초등학교']
CG_01030,126.7068957538518,37.53415371697815,1,635,650,3.0,1.282,0.0,368.6,low,641.0,386,398,255,169,130,169,130,,,,,169,130,169,130,733.3,8006.2,['인천명현초등학교']
CG_01067,126.7091457538518,37.53415371697815,1,635,650,3.0,1.282,0.0,368.6,low,641.0,387,400,255,169,130,169,130,,,,,169,130,169,130,481.7,8042.9,['인천명현초등학교']
CG_01068,126.7091457538518,37.53640371697815,1,635,650,3.0,1.282,0.0,368.6,low,641.0,388,400,255,169,130,169,130,,,,,169,130,169,130,507.5,8216.0,['인천명현초등학교']
CG_01065,126.7091457538518,37.52965371697816,1,635,650,3.0,1.282,0.0,368.6,low,641.0,389,389,255,169,130,169,130,,,,,169,130,169,130,263.0,7546.7,['인천명현초등학교']
CG_01099,126.71139575385182,37.53640371697815,1,635,650,3.0,1.282,0.0,368.6,low,641.0,390,403,282,169,130,169,130,,,,,169,130,169,130,0.0,8321.9,['인천명현초등학교']
CG_01029,126.7068957538518,37.53190371697816,1,635,650,3.0,1.282,0.0,368.6,low,641.0,391,388,255,169,130,169,130,,,,,169,130,169,130,629.0,7760.3,['인천명현초등학교']
CG_01474,126.73614575385186,37.545403716978136,2,640,640,2.0,0.374,0.0,507.0,medium,640.0,392,357,179,340,314,340,314,,,,,340,314,340,314,385.1,9496.5,"['인천안산초등학교', '인천병방초등학교']"
CG_00854,126.6933957538518,37.46215371697826,1,624,658,2.0,0.446,0.0,73.2,medium,637.6,393,597,625,645,504,645,504,,,,,645,504,645,504,625.8,1081.8,['인천경원초등학교']
CG_00834,126.6911457538518,37.45765371697827,1,624,658,2.0,0.446,0.0,73.2,medium,637.6,394,639,608,645,504,645,504,,,,,645,504,645,504,104.6,1083.8,['인천경원초등학교']
CG_00835,126.6911457538518,37.45990371697827,1,624,658,2.0,0.446,0.0,73.2,medium,637.6,395,639,608,645,504,645,504,,,,,645,504,645,504,179.7,1119.5,['인천경원초등학교']
