학교ID,학교명,위도,경도,소재지도로명주소,시도교육청명
B000003008,인천마곡초등학교,37.51206357,126.6978699,인천광역시 부평구 마곡로27번길 16,인천광역시교육청
B000003071,인천성리초등학교,37.4457368,126.7099273,인천광역시 남동구 성리로 32-2,인천광역시교육청
B000003163,인천가좌초등학교,37.4901503,126.6835279,인천광역시 서구 장고개로309번길 5,인천광역시교육청
B000002970,영화초등학교,37.47139745,126.6403955,인천광역시 동구 우각로 39,인천광역시교육청
B000003026,인천동수초등학교,37.48438604,126.7311002,인천광역시 부평구 동수로120번길 10,인천광역시교육청
B000003149,인천봉화초등학교,37.49535502,126.6703195,인천광역시 서구 건지로250번길 43,인천광역시교육청
B000003039,인천백운초등학교,37.48004913,126.7048644,인천광역시 부평구 아트센터로 130,인천광역시교육청
B000003081,인천인수초등학교,37.45409709,126.7354837,인천광역시 남동구 인수로 3,인천광역시교육청
B000003078,인천석정초등학교,37.46708126,126.6957525,인천광역시 남동구 석정로539번길 32,인천광역시교육청
B000003162,인천가석초등학교,37.51475728,126.6796755,인천광역시 서구 서달로 174,인천광역시교육청
B000025225,인천송빛초등학교,37.38567542,126.6128027,인천광역시 연수구 아카데미로343번길 27,인천광역시교육청
B000003165,인천당하초등학교,37.59005774,126.6776991,인천광역시 서구 청마로 144,인천광역시교육청
B000003108,인천효성남초등학교,37.52817374,126.7155508,인천광역시 계양구 새벌로 125,인천광역시교육청
B000003118,인천양촌초등학교,37.5506269,126.7443725,인천광역시 계양구 장제로 954,인천광역시교육청
B000025751,인천경연초등학교,37.5384535,126.6262122,인천광역시 서구 차오름로 64,인천광역시교육청
B000003037,인천하정초등학교,37.47526064,126.7007076,인천광역시 부평구 이규보로 14,인천광역시교육청
