학교ID,학교명,gu,iso_park_count,iso_park_area,buf_park_count,buf_park_area,iso_child_total,iso_child_6_12,child_pop_quartile,expected_park_count,gap_count,expected_park_area,gap_area,case_type,priority_score,redev_완료수,redev_진행중수,redev_예정수,redev_status,iso_green_ratio,iso_green_ratio_raw,iso_playground_count,is_separate_bundle_tag,is_low_access_tag,is_case_conflict_tag,isochrone_area_m2,iso_park_count_raw,iso_park_area_raw,green_bucket,case_label,priority_rank,is_island_tag,student_slope,is_new_school,nearest_park_dist_m,apt_blocked_m2,apt_gap_ratio,access_ratio,blocked_park_count,blocked_park_intersect_m2,current_green_ratio,corrected_green_ratio,green_ratio_delta,iso_green_ratio_before_apt
B000003138,인천경서초등학교,서구,1,4179.959066318617,4,11930.812996783534,108,72,Q1,1.1323529411764706,-0.1323529411764705,74437.42647058824,-70232.42647058824,3,2.0,0,0,0,없음,1.356134173309421,1.356134173309421,0,0,1,0,308226.07,1,4179.959066318617,middle,"접근 가능, 중간 수준",18,0,-35.51428571428571,0,140.0,47222,0.076,0.25,1,176,2.6067,1.3561,-1.2506,1.6084992360360004
B000003139,인천청라초등학교,서구,4,53647.69263765621,5,152482.72854944872,525,346,Q4,2.8823529411764706,1.1176470588235294,131177.18088235296,956986.1191176472,4,1.0,0,0,0,없음,10.182671244147837,10.182671244147837,0,0,0,0,526852.84,4,53647.69263765621,high,접근 양호,15,0,-35.80000000000001,0,146.0,142303,0.308,0.8,1,264,16.6528,10.1827,-6.4701,16.291293692345622
B000003140,인천초은초등학교,서구,1,3576.6304822296333,1,8949.507499737256,350,228,Q3,2.485294117647059,-1.4852941176470589,144452.72647058824,-135488.82647058825,3,2.0,0,0,0,없음,1.005925386720715,1.005925386720715,0,0,0,0,355556.24,1,3576.6304822296333,middle,"접근 가능, 중간 수준",1,0,-39.34285714285715,0,96.3,152643,0.263,1.0,0,0,1.7626,1.0059,-0.7567,1.762640240257712
B000003141,인천양지초등학교,서구,4,20185.599516166756,6,142147.63439245644,89,50,Q1,1.1323529411764706,2.867647058823529,74437.42647058824,965015.0735294118,4,1.0,0,0,0,없음,6.869523735164347,6.869523735164347,0,0,0,0,293842.78,4,20185.599516166756,high,접근 양호,7,0,-17.828571428571433,0,230.3,16981,0.028,0.6666666666666666,2,2237,11.8662,6.8695,-4.9967,8.126095126180712
B000003142,인천심곡초등학교,서구,5,41899.28991154055,5,116636.87806625824,163,111,Q2,1.9852941176470589,3.014705882352941,128374.85739705882,31415.14260294118,4,1.0,0,0,0,없음,12.108425917123487,12.108425917123487,0,0,0,0,346034.16,5,41899.28991154055,high,접근 양호,21,0,-29.11428571428572,0,163.0,1095,0.002,1.0,1,1095,14.3538,12.1084,-2.2454,12.837636822601551
B000003143,인천신석초등학교,서구,1,18746.70629216,1,9228.385229126417,148,103,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-70689.85739705882,4,1.0,0,0,1,예정만,7.3447,7.3447,0,0,0,0,255241.28,1,18746.70629216,high,접근 양호,9,0,-34.542857142857144,0,120.0,14028,0.021,1.0,0,0,0.5557,7.3447,6.789,0.2672860478115916
B000003144,인천석남초등학교,서구,1,903.349630963258,1,6323.103803476615,146,95,Q2,1.9852941176470589,-1.9852941176470589,128374.85739705882,-128374.85739705882,2,3.0,0,1,4,진행중포함,0.4263408185968763,0.4263408185968763,0,0,0,0,211884.38722247104,1,903.349630963258,low,접근 가능하나 녹지 부족,57,0,-44.17142857142857,0,444.0,0,0.0,1.0,0,0,0.0,0.4263,0.4263,0.4263408185968763
B000003145,인천천마초등학교,서구,1,366.91995441312866,1,2286.3231600539993,53,34,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,2,3.0,0,0,0,없음,0.4263408185968763,0.4263408185968763,0,0,0,0,86062.59086819162,1,366.91995441312866,low,접근 가능하나 녹지 부족,58,0,-19.571428571428573,0,435.0,0,0.0,1.0,0,0,0.0,0.4263,0.4263,0.4263408185968763
B000003146,인천봉수초등학교,서구,0,0.0,0,0.0,669,338,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-131177.18088235296,2,3.0,0,0,0,없음,0.0,0.0,1,0,0,1,307783.7109049341,0,0.0,low,접근 가능하나 녹지 부족,27,0,241.6,0,65.0,158650,0.284,0.0,0,0,0.0,0.0,0.0,0.0
B000003147,인천신현북초등학교,서구,0,0.0,2,45347.04918456041,524,348,Q4,2.8823529411764706,-2.8823529411764706,131177.18088235296,-131177.18088235296,2,3.0,0,0,0,없음,0.0,0.0,0,0,0,1,297466.95,0,0.0,low,접근 가능하나 녹지 부족,13,0,-50.91428571428572,0,212.0,41152,0.078,0.0,1,149,0.0,0.0,0.0,22.50551553293516
B000003148,인천가림초등학교,서구,2,7790.89267557535,4,25666.723056160383,278,170,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-134012.72647058824,3,2.0,1,0,2,완료포함,1.7049209444064584,1.7049209444064584,0,0,1,0,456965.04,2,7790.89267557535,middle,"접근 가능, 중간 수준",32,0,-32.542857142857144,0,15.0,112135,0.227,0.5,2,1782,2.6792,1.7049,-0.9743,2.574624441623077
B000003149,인천봉화초등학교,서구,0,0.0,1,5563.053557998796,140,81,Q2,1.9852941176470589,-1.9852941176470589,128374.85739705882,-128374.85739705882,1,4.0,0,0,0,없음,0.0,0.0,0,0,0,0,283507.2469172009,0,0.0,,공원 접근 불가,10,0,-7.142857142857144,0,608.2,4739,0.008,0.0,0,0,0.0,0.0,0.0,0.0
B000003150,인천건지초등학교,서구,1,5574.022242014911,2,13538.227969565583,200,120,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-120386.85739705882,3,2.0,0,0,3,예정만,2.085693929945776,2.085693929945776,0,0,1,0,267250.25,1,5574.022242014911,middle,"접근 가능, 중간 수준",46,0,-20.85714285714286,0,129.0,50576,0.089,0.5,0,0,2.5725,2.0857,-0.4868,2.572535581541318
B000003151,인천능내초등학교,서구,2,39123.36012075194,2,90014.24008170505,186,124,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,-38215.85739705882,4,1.0,0,0,0,없음,9.751530343012508,9.751530343012508,0,0,0,0,401202.26,2,39123.36012075194,high,접근 양호,13,0,-48.42857142857142,0,204.8,90699,0.15,1.0,1,1310,21.7239,9.7515,-11.9724,27.586678542406872
B000003152,인천검단초등학교,서구,1,168.11483224325224,1,5212.680736275222,112,70,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-120928.85739705882,2,3.0,0,0,0,없음,0.05688036466917436,0.05688036466917436,0,0,0,0,295558.64,1,168.11483224325224,low,접근 가능하나 녹지 부족,30,0,-29.42857142857144,0,90.0,11085,0.018,1.0,0,0,0.0953,0.0569,-0.0384,0.0590968039400412
B000003153,인천완정초등학교,서구,1,11398.792422276652,3,179214.95276968507,368,257,Q3,2.485294117647059,-1.4852941176470589,144452.72647058824,-67112.72647058824,3,2.0,0,0,0,없음,2.6852666735273827,2.6852666735273827,0,0,1,0,424493.87,1,11398.792422276652,middle,"접근 가능, 중간 수준",58,0,-51.400000000000006,0,453.0,116380,0.202,0.3333333333333333,2,8041,5.4674,2.6853,-2.7821,9.426158729022918
B000003154,인천불로초등학교,서구,3,1781.0246064575508,6,8589.18696328287,215,146,Q2,1.9852941176470589,1.0147058823529411,128374.85739705882,-124062.85739705882,2,3.0,0,0,0,없음,0.535807272593509,0.535807272593509,0,0,1,0,332400.23,3,1781.0246064575508,low,접근 가능하나 녹지 부족,69,0,-28.028571428571432,0,65.0,98036,0.15,0.5,0,0,1.3698,0.5358,-0.834,1.459618300477913
B000003155,인천목향초등학교,서구,0,0.0,0,0.0,63,42,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,2,3.0,0,0,0,없음,0.0,0.0,0,0,0,1,361279.59,0,0.0,low,접근 가능하나 녹지 부족,12,0,-48.25714285714286,0,235.0,143804,0.198,0.0,0,0,0.0,0.0,0.0,25.823402538535728
B000003156,인천왕길초등학교,서구,3,9140.270936618797,3,17914.190594243435,244,155,Q3,2.485294117647059,0.5147058823529411,144452.72647058824,-126509.72647058824,3,2.0,0,0,0,없음,2.034180595613746,2.034180595613746,0,0,0,0,449334.29,3,9140.270936618797,middle,"접근 가능, 중간 수준",42,0,-50.6857142857143,0,0.0,120418,0.229,1.0,2,419,3.5128,2.0342,-1.4786,5.016428167968361
B000003157,인천단봉초등학교,서구,3,7130.4015135225845,4,14422.833809836618,107,69,Q1,1.1323529411764706,1.8676470588235288,74437.42647058824,-67295.42647058824,3,2.0,0,0,0,없음,1.5988416682308686,1.5988416682308686,0,0,0,0,445972.96,3,7130.4015135225845,middle,"접근 가능, 중간 수준",27,0,-29.057142857142857,0,106.1,153440,0.269,0.75,1,3337,3.3233,1.5988,-1.7245,2.437514272403761
B000003158,인천원당초등학교,서구,1,9013.12,1,18291.583674801965,60,41,Q1,1.1323529411764706,-0.1323529411764705,74437.42647058824,-56116.42647058824,3,2.0,0,0,0,없음,2.5919,2.5919,0,0,0,0,347747.47,1,9013.12490291671,middle,"접근 가능, 중간 수준",56,0,-31.942857142857147,0,320.0,98790,0.149,1.0,0,0,5.1247,2.5919,-2.5328,3.620347182417
B000003159,인천발산초등학교,서구,3,27430.28941172286,3,39524.18536267729,331,191,Q3,2.485294117647059,0.5147058823529411,144452.72647058824,-99218.22647058824,4,1.0,0,0,0,없음,5.797434617172116,5.797434617172116,0,0,0,0,473145.3,3,27430.28941172286,high,접근 양호,2,0,-35.02857142857144,0,203.0,158117,0.262,1.0,1,2749,15.1836,5.7974,-9.3862,10.541472069112324
B000003160,인천창신초등학교,서구,1,2857.416167953633,3,19204.130498913353,206,128,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-125424.85739705882,2,3.0,0,0,0,없음,0.77336401726357,0.77336401726357,0,0,1,0,369478.81,1,2857.416167953633,low,접근 가능하나 녹지 부족,83,0,4.457142857142854,0,290.8,83481,0.143,0.3333333333333333,1,1415,1.4303,0.7734,-0.6569,1.0298202730104231
B000003161,인천금곡초등학교,서구,3,4667.868169120806,3,11468.41373831683,189,120,Q2,1.9852941176470589,1.0147058823529411,128374.85739705882,-116705.85739705882,3,2.0,0,0,0,없음,1.299939765840708,1.299939765840708,0,0,0,0,359083.42,3,4667.868169120806,middle,"접근 가능, 중간 수준",17,0,-13.2,0,325.0,94192,0.157,1.0,1,349,2.4686,1.2999,-1.1687,1.7621817326967333
B000003162,인천가석초등학교,서구,0,0.0,0,0.0,96,63,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,1,4.0,0,0,0,없음,0.0,0.0,0,0,0,0,259830.72587258552,0,0.0,,공원 접근 불가,3,0,-27.6,0,1323.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
B000003163,인천가좌초등학교,서구,4,16621.051091371337,5,23879.597092632834,329,199,Q3,2.485294117647059,2.514705882352941,144452.72647058824,-124812.72647058824,3,2.0,0,0,3,예정만,3.6698891108627096,3.6698891108627096,1,0,0,0,452903.36,4,16621.051091371337,middle,"접근 가능, 중간 수준",79,0,-48.14285714285716,0,192.3,99417,0.231,0.8,0,0,4.702,3.6699,-1.0321,4.702034607117793
B000003164,인천가정초등학교,서구,0,0.0,2,29156.80457313441,93,57,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,1,4.0,0,0,0,없음,0.0,0.0,0,0,0,0,436994.46,0,0.0,,공원 접근 불가,8,0,-16.42857142857143,0,663.1,160914,0.243,0.0,1,314,0.0,0.0,0.0,1.5470603183154208
B000003165,인천당하초등학교,서구,3,7350.185890725855,4,35252.64077817393,269,166,Q3,2.485294117647059,0.5147058823529411,144452.72647058824,-111071.72647058824,3,2.0,0,0,0,없음,1.5783994456728017,1.5783994456728017,0,0,0,0,465673.37,3,7350.185890725855,middle,"접근 가능, 중간 수준",25,0,-90.88571428571429,0,169.4,154213,0.266,0.75,3,6305,3.5741,1.5784,-1.9957,3.0175196576811896
B000003166,인천마전초등학교,서구,2,1760.4806681400314,4,26946.762679627354,202,141,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,-124274.85739705882,2,3.0,0,0,0,없음,0.4935306595910043,0.4935306595910043,0,0,1,0,356711.51,2,1760.4806681400314,low,접근 가능하나 녹지 부족,62,0,-57.8857142857143,0,384.0,131530,0.199,0.5,2,1669,1.438,0.4935,-0.9445,2.244557415868296
B000003167,인천석남서초등학교,서구,0,0.0,0,0.0,259,155,Q3,2.485294117647059,-2.485294117647059,144452.72647058824,-144452.72647058824,2,3.0,0,0,2,예정만,0.0,0.0,0,0,0,1,366594.99,0,0.0,low,접근 가능하나 녹지 부족,11,0,-47.40000000000002,0,270.0,30168,0.067,0.0,0,0,0.0,0.0,0.0,8.005006588306303
B000003168,인천가현초등학교,서구,1,193.46165819847144,2,862.6107099358455,713,444,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-131177.18088235296,2,3.0,0,0,0,없음,0.039085922975464926,0.039085922975464926,1,0,1,0,494965.05,1,193.46165819847144,low,접근 가능하나 녹지 부족,29,0,237.7714285714285,0,240.0,200396,0.319,0.5,1,120,0.1246,0.0391,-0.0855,0.0
B000003169,인천신현초등학교,서구,1,792.2588385269692,1,2017.514953495962,552,387,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,-73492.18088235296,2,3.0,0,1,2,진행중포함,0.18998291252604915,0.18998291252604915,0,0,0,1,417015.84,1,792.2588385269692,low,접근 가능하나 녹지 부족,39,0,-41.08571428571428,0,602.1,12265,0.032,1.0,0,0,0.1957,0.19,-0.0057,0.1957398874813692
B000003170,인천서곶초등학교,서구,2,17956.7907735666,7,166176.31870204338,47,31,Q1,1.1323529411764706,0.8676470588235294,74437.42647058824,982085.0735294118,4,1.0,0,0,0,없음,6.295150014912146,6.295150014912146,0,0,1,0,285248.02,2,17956.7907735666,high,접근 양호,3,0,-46.57142857142858,0,45.0,35765,0.053,0.2857142857142857,3,1293,17.1088,6.2952,-10.8136,9.09998949536092
B000003171,인천검암초등학교,서구,2,10210.632812410047,4,24184.107382501083,158,98,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,-113829.85739705882,3,2.0,0,0,0,없음,3.113986024531397,3.113986024531397,0,0,1,0,327895.91,2,10210.632812410047,middle,"접근 가능, 중간 수준",68,0,-15.82857142857143,0,150.6,60622,0.1,0.5,1,1239,5.6851,3.114,-2.5711,5.34157089743025
B000003172,인천은지초등학교,서구,1,1700.7137968926268,2,5039.894896042318,121,77,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-125396.85739705882,2,3.0,0,0,0,없음,0.5050735459734891,0.5050735459734891,0,0,1,0,336725.97,1,1700.7137968926268,low,접근 가능하나 녹지 부족,64,0,-53.37142857142858,0,316.8,53125,0.091,0.5,1,7,0.8481,0.5051,-0.343,1.0483809198917846
B000003173,길상초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,1,0,0,완료포함,0.0,0.0,0,1,0,0,15500.14115705109,0,0.0,,별도 묶음,,0,-16.914285714285715,0,4242.4,5965,0.008,0.0,0,0,0.0,0.0,0.0,0.0
B000003174,양도초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115705109,0,0.0,,별도 묶음,,0,-1.4285714285714286,0,4242.4,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
B000003175,조산초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115705109,0,0.0,,별도 묶음,,0,-0.5142857142857143,0,4242.4,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
B000003176,화도초등학교,강화군,1,7220.615422705949,0,0.0,0,0,Q1,1.1323529411764706,0.8676470588235294,74437.42647058824,-61663.42647058824,,,0,0,0,없음,18.932822258635966,18.932822258635966,0,1,1,0,38138.082764773,1,7220.615422705949,,별도 묶음,,0,-12.74285714285714,0,385.5,0,0.0,0.0,0,0,18.9328,18.9328,0.0,18.93282225865676
B000003177,대월초등학교,강화군,0,0.0,0,0.0,2,1,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,22567.69968508857,0,0.0,,별도 묶음,,0,-0.8285714285714285,0,4687.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
B000003178,갑룡초등학교,강화군,0,0.0,1,18575.12768242704,2,1,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,46541.7,0,0.0,,별도 묶음,,0,-10.2,0,285.0,23974,0.031,0.0,1,1920,0.0,0.0,0.0,6.830292600991782
B000003179,강화초등학교,강화군,2,17893.45915442875,2,17893.45915442875,185,120,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,-44609.85739705882,,,0,0,0,없음,2.2819298612288823,2.2819298612288823,0,1,0,0,784137.1226367417,2,17893.45915442875,,별도 묶음,,0,-31.31428571428572,0,0.0,0,0.0,1.0,0,0,2.2819,2.2819,0.0,2.2819298612286563
B000003180,합일초등학교,강화군,2,101724.9523043642,2,101724.9523043642,180,113,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,-24823.85739705882,,,0,0,0,없음,12.972852498336149,12.972852498336149,0,1,0,0,784137.1226367606,2,101724.9523043642,,별도 묶음,,0,-9.6,0,0.0,0,0.0,1.0,0,0,12.9729,12.9729,0.0,12.972852498330308
B000003181,송해초등학교,강화군,0,0.0,0,0.0,10,5,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,784137.1226363584,0,0.0,,별도 묶음,,0,-1.7428571428571429,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
B000003182,선원초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115705109,0,0.0,,별도 묶음,,0,-6.542857142857143,0,3971.9,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
B000003183,불은초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115705109,0,0.0,,별도 묶음,,0,-6.2285714285714295,0,4242.4,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
B000003184,삼성초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115705109,0,0.0,,별도 묶음,,0,-5.2285714285714295,0,4242.4,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
B000003185,하점초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115705109,0,0.0,,별도 묶음,,0,-3.1142857142857148,0,4242.4,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
B000003186,명신초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115705109,0,0.0,,별도 묶음,,0,-0.857142857142857,0,4242.4,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
B000003187,양사초등학교,강화군,0,0.0,0,0.0,8,4,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,784137.1226363211,0,0.0,,별도 묶음,,0,-4.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
B000003188,내가초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115705109,0,0.0,,별도 묶음,,0,3.171428571428572,0,4242.4,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
B000003189,해명초등학교,강화군,1,7220.615422705949,0,0.0,0,0,Q1,1.1323529411764706,0.8676470588235294,74437.42647058824,-61663.42647058824,,,0,0,0,없음,18.932822258635966,18.932822258635966,0,1,1,0,38138.082764773,1,7220.615422705949,,별도 묶음,,0,-3.0285714285714285,0,385.5,0,0.0,0.0,0,0,18.9328,18.9328,0.0,18.93282225865676
B000003190,삼산초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,13513.92928119645,0,0.0,,별도 묶음,,0,-0.2571428571428572,0,10012.9,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
B000003192,교동초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,15500.14115705109,0,0.0,,별도 묶음,,0,-5.828571428571429,0,4242.4,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
B000003194,서도초등학교,강화군,0,0.0,0,0.0,0,0,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,,,0,0,0,없음,0.0,0.0,0,1,0,0,784137.1226365484,0,0.0,,별도 묶음,,0,0.0857142857142857,0,16196.8,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
B000022832,인천한빛초등학교,남동구,4,18727.38406847575,7,128110.22251603796,258,179,Q3,2.485294117647059,1.5147058823529411,144452.72647058824,-53437.72647058824,3,2.0,0,0,0,없음,4.074914764826895,4.074914764826895,0,0,0,0,459577.32,4,18727.38406847575,middle,"접근 가능, 중간 수준",87,0,-55.57142857142858,0,116.7,234397,0.338,0.5714285714285714,6,12814,20.5545,4.0749,-16.4796,22.45687205502585
B000022834,인천청람초등학교,서구,3,70480.16317778309,4,119768.8349800795,506,365,Q4,2.8823529411764706,0.1176470588235294,131177.18088235296,-37579.18088235296,4,1.0,0,0,0,없음,12.568526563154373,12.568526563154373,0,0,0,0,560767.11,3,70480.16317778309,high,접근 양호,22,0,-45.42857142857143,0,305.4,201176,0.411,0.75,0,0,23.8828,12.5685,-11.3143,22.349761484182444
B000022839,인천청일초등학교,서구,1,179433.25305696524,2,568431.8887057815,443,295,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,559396.719117647,4,1.0,0,0,0,없음,44.66008167620718,44.66008167620718,0,0,1,0,401775.47,1,179433.25305696524,high,접근 양호,43,0,-43.34285714285716,0,140.0,94161,0.167,0.5,1,65326,80.548,44.6601,-35.8879,85.91342629343242
B000024924,인천하늘초등학교,중구,4,52342.01195466642,4,240926.48294217323,242,135,Q3,2.485294117647059,2.514705882352941,144452.72647058824,943065.7735294118,4,1.0,0,0,0,없음,12.05942555903367,12.05942555903367,4,0,0,0,434034.04,4,52342.01195466642,high,접근 양호,20,0,89.11428571428573,0,124.0,176083,0.258,1.0,5,9505,51.5644,12.0594,-39.505,15.37656807869011
B000025189,인천송명초등학교,연수구,8,180306.98,5,229198.10656345994,109,68,Q1,1.1323529411764706,-0.1323529411764705,74437.42647058824,120309.47352941176,4,1.0,0,0,0,없음,27.8507,27.8507,0,0,0,0,647406.11,4,49848.97773520338,high,접근 양호,40,0,-49.85714285714286,0,95.0,404040,0.565,1.6,4,130458,0.2687,27.8507,27.582,20.48312224177949
B000025193,인천만월초등학교,남동구,2,10068.57735708651,4,75396.68713631046,302,210,Q3,2.485294117647059,-0.4852941176470589,144452.72647058824,-123878.72647058824,3,2.0,0,0,0,없음,2.6246088844293656,2.6246088844293656,0,0,1,0,383622.01,2,10068.57735708651,middle,"접근 가능, 중간 수준",57,0,-78.85714285714285,0,310.1,144830,0.224,0.5,2,23743,7.2501,2.6246,-4.6255,7.414446465127192
B000025196,인천장서초등학교,남동구,2,5594.153114556957,6,73477.30345013303,195,137,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,-84300.85739705882,3,2.0,0,0,0,없음,1.0332813156537886,1.0332813156537886,0,0,1,0,541396.91,2,5594.153114556957,middle,"접근 가능, 중간 수준",3,0,25.800000000000008,0,0.0,315339,0.448,0.3333333333333333,3,8912,6.9642,1.0333,-5.9309,15.174936103470335
B000025202,인천장아초등학교,남동구,2,62771.22832633275,3,338240.4237011379,233,162,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,207224.1426029412,4,1.0,0,0,0,없음,19.435901214400438,19.435901214400438,0,0,0,0,322965.36,2,62771.22832633275,high,접근 양호,31,0,5.114285714285724,0,0.0,81606,0.116,0.6666666666666666,2,23703,78.5684,19.4359,-59.1325,92.90581806824812
B000025206,인천새봄초등학교,연수구,1,77460.98908180995,1,200.04160778810515,592,331,Q4,2.8823529411764706,-1.8823529411764703,131177.18088235296,18842.819117647043,4,1.0,0,0,0,없음,9.878500436426854,9.878500436426854,0,0,0,0,784137.1226362806,1,77460.98908180995,high,접근 양호,14,0,21.0,0,50.0,0,0.0,1.0,0,0,0.0255,9.8785,9.853,9.878500436426854
B000025210,인천연송초등학교,연수구,1,370.1876669825369,2,3494.380375623121,216,150,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-126874.7573970588,2,3.0,0,0,0,없음,0.07850095315091458,0.07850095315091458,0,0,1,0,471570.92,1,370.1876669825369,low,접근 가능하나 녹지 부족,33,0,34.82857142857143,0,219.8,236376,0.355,0.5,2,3081,0.3125,0.0785,-0.234,0.4741942560780442
B000025222,인천현송초등학교,연수구,0,0.0,1,30308.12070991857,104,63,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,2,3.0,0,0,0,없음,0.0,0.0,0,0,0,1,347356.74,0,0.0,low,접근 가능하나 녹지 부족,17,0,109.0,0,122.0,98498,0.143,0.0,0,0,0.0,0.0,0.0,5.976877063841872
B000025225,인천송빛초등학교,연수구,0,0.0,2,18326.225336981966,69,41,Q1,1.1323529411764706,-1.1323529411764706,74437.42647058824,-74437.42647058824,1,4.0,0,0,0,없음,0.0,0.0,6,0,0,0,449387.43,0,0.0,,공원 접근 불가,14,0,,1,716.0,229125,0.321,0.0,0,0,0.0,0.0,0.0,26.44072045583867
B000025226,인천송일초등학교,연수구,2,39636.27573085505,2,342826.47225880215,156,100,Q2,1.9852941176470589,0.0147058823529411,128374.85739705882,1052304.8426029412,4,1.0,0,0,0,없음,14.612623193464552,14.612623193464552,0,0,0,0,271246.82,2,39636.27573085505,high,접근 양호,25,0,-15.228571428571426,0,114.0,175077,0.254,1.0,2,23478,41.2149,14.6126,-26.6023,41.21488089803246
B000025228,인천예송초등학교,연수구,1,326.08720143262315,2,19895.26261508354,167,108,Q2,1.9852941176470589,-0.9852941176470588,128374.85739705882,-126874.55739705882,2,3.0,0,0,0,없음,0.08247939646099246,0.08247939646099246,0,0,1,0,395355.95,1,326.08720143262315,low,접근 가능하나 녹지 부족,34,0,87.3142857142857,0,0.0,178603,0.261,0.5,1,1172,0.3307,0.0825,-0.2482,0.6910591544394401
B000025236,인천첨단초등학교,연수구,6,136606.11,5,124820.72326706725,109,67,Q2,1.9852941176470589,-1.9852941176470589,128374.85739705882,-128374.85739705882,4,1.0,0,0,0,없음,19.3502,19.3502,0,0,0,0,705967.06,2,19458.10768362132,high,접근 양호,30,0,-29.771428571428576,0,100.0,462304,0.645,1.2,4,117148,0.0,19.3502,19.3502,7.985661631350846
