격자코드,총인구,남성인구,여성인구,격자구분
나사982635,5,0,0,나사
나사982638,8,8,5,나사
나사982639,5,0,0,나사
나사982664,5,0,0,나사
나사982665,5,0,0,나사
나사982666,0,0,0,나사
나사983485,0,0,0,나사
나사983636,5,0,5,나사
나사983637,8,5,5,나사
나사983638,5,5,5,나사
나사983665,0,0,0,나사
나사984637,5,5,5,나사
나사984638,8,8,0,나사
나사984667,8,5,5,나사
나사985637,8,5,5,나사
나사985638,5,0,0,나사
나사985668,0,0,0,나사
나사986635,5,5,0,나사
나사986637,5,5,5,나사
나사986638,5,5,5,나사
나사987636,8,5,5,나사
나사988636,8,8,0,나사
나사988639,5,5,0,나사
나사988659,0,0,0,나사
나사988663,5,5,5,나사
나사988691,0,0,0,나사
나사988771,5,0,0,나사
나사988772,8,5,5,나사
나사988773,0,0,0,나사
나사989636,8,5,5,나사
나사989637,0,0,0,나사
나사989661,5,0,0,나사
나사989663,5,0,0,나사
나사989664,5,0,5,나사
나사989686,8,5,5,나사
나사989687,18,8,8,나사
나사989690,5,0,5,나사
나사989692,0,0,0,나사
나사989693,8,5,8,나사
나사989771,5,5,5,나사
나사989772,8,5,5,나사
나사990632,8,8,5,나사
나사990636,0,0,0,나사
나사990637,8,8,5,나사
나사990659,8,8,5,나사
나사990660,5,0,5,나사
나사990667,8,5,5,나사
나사990668,5,0,0,나사
나사990684,5,0,5,나사
나사990685,5,0,0,나사
나사990686,8,5,5,나사
나사990687,8,5,5,나사
나사990688,8,5,5,나사
나사990690,5,5,0,나사
나사990771,5,0,0,나사
나사990772,13,8,5,나사
나사990773,5,0,5,나사
나사991487,0,0,0,나사
나사991637,8,5,5,나사
나사991665,5,0,0,나사
나사991668,8,5,5,나사
나사991685,5,0,0,나사
나사991686,5,5,5,나사
나사991687,0,0,0,나사
나사991751,0,0,0,나사
나사991771,5,5,0,나사
나사992636,8,8,5,나사
나사992637,5,5,0,나사
나사992685,13,8,5,나사
나사992686,8,8,8,나사
나사992687,8,5,5,나사
나사992688,5,5,0,나사
나사992750,5,5,0,나사
나사992751,13,8,8,나사
나사992756,5,5,5,나사
나사993414,5,5,0,나사
나사993489,0,0,0,나사
나사993637,5,5,0,나사
나사993638,0,0,0,나사
나사993639,5,5,0,나사
나사993657,5,5,0,나사
나사993659,5,0,0,나사
나사993660,5,0,5,나사
나사993685,5,5,5,나사
나사993687,8,5,5,나사
나사993688,8,5,5,나사
나사993693,8,5,5,나사
나사993695,5,5,0,나사
나사993698,0,0,0,나사
나사993700,5,5,5,나사
나사993748,5,5,0,나사
나사993749,5,0,0,나사
나사993751,5,5,0,나사
나사994636,8,8,5,나사
나사994637,5,0,0,나사
나사994638,13,8,5,나사
나사994639,5,5,0,나사
나사994657,8,5,5,나사
나사994662,5,0,0,나사
나사994666,5,5,0,나사
나사994679,5,0,5,나사
나사994692,8,8,5,나사
나사994693,8,5,5,나사
나사994696,5,5,0,나사
나사994698,5,5,5,나사
나사994699,5,5,5,나사
나사994747,13,8,5,나사
나사994749,58,43,13,나사
나사994750,5,5,0,나사
나사994751,5,0,5,나사
나사994756,5,0,5,나사
나사994768,5,0,0,나사
나사995485,0,0,0,나사
나사995636,8,5,5,나사
나사995637,5,5,0,나사
나사995638,0,0,0,나사
나사995639,0,0,0,나사
나사995657,0,0,0,나사
나사995660,0,0,0,나사
나사995665,5,5,0,나사
나사995687,5,5,0,나사
나사995688,0,0,0,나사
나사995691,5,0,0,나사
나사995692,5,0,0,나사
나사995693,5,5,5,나사
나사995694,5,5,0,나사
나사995696,5,5,0,나사
나사995697,0,0,0,나사
나사995698,8,5,5,나사
나사995699,5,5,0,나사
나사995700,5,0,0,나사
나사995701,0,0,0,나사
나사995748,8,8,0,나사
나사995749,5,5,0,나사
나사995751,5,0,0,나사
나사995752,5,5,0,나사
나사995753,0,0,0,나사
나사995756,5,5,0,나사
나사995759,5,5,5,나사
나사995760,5,0,5,나사
나사995766,5,0,0,나사
