격자코드,총인구,남성인구,여성인구,격자구분
다사279391,332,163,172,다사
다사279392,189,88,99,다사
다사279394,347,165,185,다사
다사279395,385,174,209,다사
다사279396,278,139,142,다사
다사279397,242,122,118,다사
다사279398,244,115,132,다사
다사279399,148,74,77,다사
다사279400,174,92,85,다사
다사279401,8,5,8,다사
다사279402,696,386,308,다사
다사279403,253,170,81,다사
다사279404,541,266,275,다사
다사279405,768,396,372,다사
다사279406,467,246,219,다사
다사279407,1240,638,602,다사
다사279408,51,31,18,다사
다사279409,159,76,81,다사
다사279410,295,146,152,다사
다사279411,606,302,309,다사
다사279412,735,374,361,다사
다사279413,599,303,294,다사
다사279414,5,0,5,다사
다사279417,5,5,0,다사
다사279422,5,0,0,다사
다사279432,18,13,5,다사
다사279433,218,128,93,다사
다사279434,374,198,174,다사
다사279435,297,127,168,다사
다사279436,615,315,300,다사
다사279437,193,90,106,다사
다사279438,516,254,255,다사
다사279439,267,148,124,다사
다사279440,274,141,131,다사
다사279441,23,13,8,다사
다사279442,789,388,399,다사
다사279443,690,330,358,다사
다사279444,138,66,70,다사
다사279445,80,36,42,다사
다사279471,183,85,101,다사
다사279472,276,140,134,다사
다사279473,91,48,46,다사
다사279476,159,83,79,다사
다사279477,303,146,155,다사
다사279478,334,168,166,다사
다사279497,8,5,8,다사
다사279499,110,32,81,다사
다사279504,219,105,117,다사
다사279505,176,81,93,다사
다사279506,170,95,78,다사
다사279507,64,28,34,다사
다사279518,104,48,54,다사
다사279519,173,94,82,다사
다사279520,28,18,13,다사
다사279521,667,329,340,다사
다사279522,428,225,206,다사
다사279523,110,61,47,다사
다사279524,469,234,240,다사
다사279572,100,75,23,다사
다사279573,8,8,5,다사
다사279574,156,98,61,다사
다사279575,250,135,113,다사
다사279576,48,23,23,다사
다사279588,5,5,5,다사
다사279592,5,5,0,다사
다사279593,13,8,5,다사
다사279594,18,13,5,다사
다사279595,13,8,8,다사
다사279596,8,5,5,다사
다사279597,8,5,5,다사
다사279599,0,0,0,다사
다사279600,8,5,8,다사
다사279604,8,8,0,다사
다사279607,217,101,119,다사
다사279608,305,155,148,다사
다사279609,210,99,114,다사
다사279610,491,221,268,다사
다사279611,211,111,103,다사
다사279612,183,99,82,다사
다사279613,28,13,13,다사
다사279615,28,18,13,다사
다사279616,144,71,76,다사
다사279617,513,254,257,다사
다사279618,0,0,0,다사
다사279620,98,52,49,다사
다사279622,175,86,92,다사
다사279623,176,92,82,다사
다사279624,167,79,91,다사
다사279625,202,111,94,다사
다사279649,5,5,0,다사
다사279650,5,0,5,다사
다사279651,13,8,8,다사
다사279652,23,13,8,다사
다사279653,28,13,18,다사
다사279654,5,0,5,다사
다사279656,5,0,0,다사
다사279657,5,5,0,다사
다사280251,354,187,167,다사
다사280252,282,151,134,다사
다사280260,374,288,89,다사
다사280271,13,8,5,다사
다사280272,298,187,109,다사
다사280273,425,294,129,다사
다사280274,360,241,117,다사
다사280275,167,101,64,다사
다사280276,18,8,8,다사
다사280323,13,13,0,다사
다사280325,0,0,0,다사
다사280328,0,0,0,다사
다사280329,5,5,0,다사
다사280330,0,0,0,다사
다사280332,5,5,0,다사
다사280333,23,18,0,다사
다사280335,8,8,0,다사
다사280336,5,5,0,다사
다사280337,5,5,0,다사
다사280339,8,8,0,다사
다사280340,8,5,8,다사
다사280341,14,14,0,다사
다사280342,5,5,0,다사
다사280343,13,8,8,다사
다사280350,173,85,86,다사
다사280351,362,183,176,다사
다사280352,311,159,150,다사
다사280353,806,383,421,다사
다사280354,286,148,141,다사
다사280356,566,280,289,다사
다사280357,96,23,71,다사
다사280364,603,351,257,다사
다사280365,471,278,191,다사
다사280366,49,29,18,다사
다사280374,33,23,8,다사
다사280375,243,151,90,다사
다사280376,48,28,18,다사
다사280377,13,8,5,다사
다사280378,106,64,40,다사
다사280379,257,156,99,다사
다사280386,136,60,79,다사
다사280387,437,205,232,다사
다사280388,772,383,394,다사
다사280389,751,361,393,다사
다사280390,181,86,93,다사
다사280391,367,167,198,다사
다사280392,359,160,197,다사
다사280393,158,65,91,다사
다사280394,5,5,5,다사
다사280395,68,33,38,다사
다사280396,64,23,39,다사
다사280397,82,45,40,다사
다사280398,155,86,67,다사
다사280399,187,96,94,다사
다사280400,240,114,124,다사
다사280401,90,45,43,다사
다사280402,135,82,56,다사
다사280403,178,96,80,다사
다사280404,427,220,205,다사
다사280405,463,229,234,다사
다사280406,183,85,96,다사
다사280407,416,190,224,다사
다사280408,473,241,230,다사
다사280409,201,93,106,다사
다사280410,58,23,33,다사
다사280411,144,69,78,다사
다사280412,667,339,333,다사
다사280413,639,309,328,다사
다사280414,106,55,49,다사
다사280415,585,286,297,다사
다사280416,5,5,0,다사
다사280420,8,8,5,다사
다사280422,5,5,0,다사
다사280425,50,45,8,다사
다사280427,8,5,0,다사
다사280430,439,222,220,다사
다사280431,596,278,318,다사
다사280432,165,104,64,다사
다사280433,156,86,68,다사
다사280434,264,147,115,다사
다사280435,686,335,356,다사
다사280436,327,162,163,다사
다사280437,287,137,153,다사
다사280438,330,173,155,다사
다사280439,560,290,275,다사
다사280440,221,116,108,다사
다사280441,993,476,522,다사
다사280442,557,271,286,다사
다사280443,115,55,58,다사
다사280444,358,179,177,다사
다사280445,195,103,90,다사
다사280446,5,5,0,다사
다사280447,5,5,0,다사
다사280448,0,0,0,다사
다사280468,5,5,0,다사
다사280469,5,5,0,다사
다사280470,0,0,0,다사
다사280472,160,70,88,다사
다사280475,183,106,75,다사
다사280476,237,186,49,다사
다사280477,214,111,101,다사
다사280495,375,125,253,다사
다사280498,554,344,208,다사
다사280500,89,34,53,다사
다사280503,28,18,8,다사
다사280504,435,227,208,다사
다사280505,351,168,186,다사
다사280506,80,40,43,다사
다사280507,0,0,0,다사
다사280514,5,5,0,다사
다사280518,58,33,23,다사
다사280519,58,33,28,다사
다사280520,307,159,151,다사
다사280521,641,343,298,다사
다사280522,342,162,183,다사
다사280523,502,247,258,다사
다사280524,224,101,126,다사
다사280528,0,0,0,다사
다사280529,0,0,0,다사
다사280545,0,0,0,다사
다사280569,85,45,43,다사
다사280570,297,142,158,다사
다사280571,639,325,312,다사
다사280572,155,109,44,다사
다사280573,50,35,13,다사
다사280574,95,60,33,다사
다사280575,524,264,258,다사
다사280591,0,0,0,다사
다사280593,5,0,0,다사
다사280595,5,5,0,다사
다사280598,28,18,13,다사
다사280599,18,8,8,다사
다사280600,13,8,8,다사
다사280601,5,5,0,다사
다사280605,0,0,0,다사
다사280607,323,152,174,다사
다사280608,80,33,45,다사
다사280609,23,8,18,다사
다사280610,828,402,426,다사
다사280611,218,112,104,다사
다사280614,23,13,13,다사
다사280615,38,18,18,다사
다사280616,13,5,8,다사
다사280617,608,267,339,다사
다사280619,5,0,5,다사
다사280620,651,308,341,다사
다사280645,5,5,5,다사
다사280646,8,5,8,다사
다사280651,5,5,5,다사
다사280652,38,18,23,다사
다사280653,5,5,0,다사
다사280657,8,8,5,다사
다사280658,8,5,5,다사
다사280668,25,25,0,다사
다사280678,8,8,0,다사
다사280679,5,5,0,다사
다사281250,717,358,362,다사
다사281251,441,221,223,다사
다사281261,0,0,0,다사
다사281262,8,5,5,다사
다사281271,80,44,34,다사
다사281272,275,177,101,다사
다사281273,227,157,73,다사
다사281274,318,221,100,다사
다사281275,172,101,74,다사
다사281276,42,37,8,다사
다사281277,222,146,79,다사
다사281278,149,102,50,다사
다사281279,43,28,18,다사
다사281323,5,5,0,다사
다사281324,18,18,0,다사
다사281325,31,31,0,다사
다사281329,13,13,0,다사
다사281330,0,0,0,다사
다사281331,0,0,0,다사
다사281332,0,0,0,다사
다사281334,5,5,0,다사
다사281338,8,8,0,다사
다사281340,13,8,0,다사
다사281341,5,5,0,다사
다사281342,0,0,0,다사
다사281352,537,277,260,다사
다사281353,485,227,261,다사
다사281354,724,346,375,다사
다사281355,0,0,0,다사
다사281356,463,214,247,다사
다사281362,352,74,283,다사
다사281365,59,34,23,다사
다사281378,146,79,65,다사
다사281379,209,102,110,다사
다사281387,570,261,312,다사
다사281388,472,224,246,다사
다사281389,293,150,141,다사
다사281390,169,82,85,다사
다사281391,120,61,62,다사
다사281392,23,13,8,다사
다사281393,200,94,109,다사
다사281394,5,5,0,다사
다사281395,13,8,5,다사
다사281396,5,5,0,다사
다사281397,0,0,0,다사
다사281398,176,87,92,다사
다사281399,214,115,102,다사
다사281400,217,100,115,다사
다사281401,18,8,13,다사
다사281402,288,149,137,다사
다사281403,198,118,78,다사
다사281404,521,267,254,다사
다사281405,455,246,207,다사
다사281406,485,243,247,다사
다사281407,585,298,292,다사
다사281408,514,259,258,다사
다사281409,373,174,197,다사
다사281410,85,40,48,다사
다사281411,266,124,145,다사
다사281412,490,245,240,다사
다사281413,450,219,234,다사
다사281414,13,5,8,다사
다사281421,8,8,0,다사
다사281424,0,0,0,다사
다사281425,8,8,0,다사
다사281426,47,44,5,다사
다사281427,5,5,0,다사
다사281429,5,5,0,다사
다사281430,364,171,191,다사
다사281431,923,473,453,다사
다사281432,406,215,189,다사
다사281433,189,109,78,다사
다사281434,166,93,76,다사
다사281435,45,24,24,다사
다사281437,501,251,253,다사
다사281438,480,228,254,다사
다사281439,140,73,65,다사
다사281440,358,188,173,다사
다사281441,710,340,367,다사
다사281442,835,418,414,다사
다사281443,359,179,183,다사
다사281444,604,299,303,다사
다사281445,213,107,104,다사
다사281449,0,0,0,다사
다사281450,5,5,0,다사
다사281468,8,8,0,다사
다사281469,8,5,5,다사
다사281470,5,5,5,다사
다사281503,33,13,18,다사
다사281504,205,108,100,다사
다사281505,193,95,96,다사
다사281506,23,13,8,다사
다사281509,0,0,0,다사
다사281521,463,237,229,다사
다사281522,238,121,120,다사
다사281569,665,347,318,다사
다사281570,348,171,175,다사
다사281571,255,130,128,다사
다사281572,385,196,182,다사
다사281573,5,5,0,다사
다사281574,249,121,131,다사
다사281575,28,18,13,다사
다사281576,77,40,35,다사
다사281586,5,0,5,다사
다사281592,0,0,0,다사
다사281594,43,23,23,다사
다사281597,8,5,0,다사
다사281598,8,8,5,다사
다사281599,18,8,13,다사
다사281600,13,8,5,다사
다사281601,5,5,0,다사
다사281602,28,18,13,다사
다사281603,8,8,5,다사
다사281607,108,54,52,다사
다사281608,311,149,160,다사
다사281609,351,172,177,다사
다사281610,354,175,177,다사
다사281611,701,334,367,다사
다사281612,295,142,151,다사
다사281614,83,40,46,다사
다사281615,122,65,60,다사
다사281616,62,35,30,다사
다사281618,68,36,35,다사
다사281619,72,35,35,다사
다사281620,191,87,107,다사
다사281645,8,5,5,다사
다사281646,5,5,0,다사
다사281649,8,5,5,다사
다사281651,8,5,8,다사
다사281652,34,24,8,다사
다사281653,8,5,5,다사
다사281660,5,5,5,다사
다사281678,8,5,5,다사
다사281679,5,5,5,다사
다사281681,0,0,0,다사
다사281683,5,5,0,다사
다사281684,5,5,0,다사
다사282248,480,243,240,다사
다사282249,269,137,135,다사
다사282250,445,224,219,다사
다사282271,75,45,28,다사
다사282272,374,246,126,다사
다사282273,441,273,161,다사
다사282274,347,254,96,다사
다사282275,221,145,76,다사
다사282276,135,88,45,다사
다사282277,305,190,118,다사
다사282278,270,187,81,다사
다사282279,225,140,88,다사
다사282323,0,0,0,다사
다사282324,8,8,0,다사
다사282325,8,8,0,다사
다사282331,13,13,0,다사
다사282332,0,0,0,다사
다사282333,5,5,0,다사
다사282334,13,13,8,다사
다사282335,189,179,8,다사
다사282337,5,5,0,다사
다사282338,8,8,0,다사
다사282340,8,8,0,다사
다사282341,0,0,0,다사
다사282353,722,344,381,다사
다사282354,263,117,149,다사
다사282355,535,260,275,다사
다사282363,5,5,0,다사
다사282378,13,8,5,다사
다사282379,109,49,58,다사
다사282387,23,13,13,다사
다사282388,684,341,341,다사
다사282389,763,378,385,다사
다사282390,201,100,99,다사
다사282391,249,127,120,다사
다사282392,60,25,33,다사
다사282393,209,98,109,다사
다사282394,5,0,0,다사
다사282395,8,5,5,다사
다사282396,5,0,0,다사
다사282397,8,5,5,다사
다사282398,165,86,77,다사
다사282399,172,89,86,다사
다사282400,69,30,42,다사
다사282401,13,8,8,다사
다사282402,150,78,70,다사
다사282403,169,75,97,다사
다사282404,163,83,83,다사
다사282405,0,0,0,다사
다사282406,486,246,240,다사
다사282407,693,367,331,다사
다사282408,695,352,338,다사
다사282409,393,194,202,다사
다사282410,298,146,155,다사
다사282411,271,115,159,다사
다사282412,462,236,226,다사
다사282413,324,144,178,다사
다사282423,5,5,0,다사
다사282424,5,5,0,다사
다사282425,8,8,5,다사
다사282431,462,212,245,다사
다사282432,33,18,13,다사
다사282433,229,122,105,다사
다사282434,254,148,104,다사
다사282435,53,33,23,다사
다사282437,18,8,13,다사
다사282440,434,233,204,다사
다사282441,278,128,148,다사
다사282442,429,208,221,다사
다사282443,495,245,248,다사
다사282444,78,41,40,다사
다사282469,5,5,0,다사
다사282470,8,8,0,다사
다사282476,0,0,0,다사
다사282528,8,5,5,다사
다사282571,13,8,8,다사
다사282572,312,214,96,다사
다사282573,69,49,23,다사
다사282574,865,408,457,다사
다사282575,497,248,249,다사
다사282576,225,116,107,다사
다사282585,5,5,0,다사
다사282592,5,0,0,다사
다사282593,0,0,0,다사
다사282594,8,5,5,다사
다사282597,8,0,8,다사
다사282598,33,13,18,다사
다사282599,23,13,13,다사
다사282600,8,5,5,다사
다사282603,8,5,8,다사
다사282607,120,50,68,다사
다사282608,115,57,56,다사
다사282609,542,259,283,다사
다사282610,196,98,101,다사
다사282614,231,115,114,다사
다사282615,215,109,109,다사
다사282616,28,8,18,다사
다사282618,246,130,114,다사
다사282619,279,135,147,다사
다사282646,5,0,0,다사
다사282649,8,8,0,다사
다사282651,8,8,5,다사
다사282653,5,5,0,다사
다사282654,18,8,8,다사
다사282668,5,5,5,다사
다사282676,5,0,0,다사
다사282678,5,5,0,다사
다사282681,0,0,0,다사
다사282687,5,0,0,다사
다사283248,540,271,272,다사
다사283249,909,460,449,다사
다사283256,18,18,0,다사
다사283257,13,13,5,다사
다사283272,23,13,8,다사
다사283273,169,129,43,다사
다사283274,276,166,108,다사
다사283275,211,143,66,다사
다사283276,425,272,151,다사
다사283277,454,296,156,다사
다사283278,455,272,186,다사
다사283279,148,108,38,다사
다사283322,0,0,0,다사
다사283323,0,0,0,다사
다사283324,8,8,0,다사
다사283325,13,8,5,다사
다사283326,8,8,0,다사
다사283327,0,0,0,다사
다사283335,8,8,0,다사
다사283336,5,5,0,다사
다사283338,5,5,0,다사
다사283339,5,0,0,다사
다사283340,13,8,8,다사
다사283341,5,5,0,다사
다사283343,0,0,0,다사
다사283346,8,5,0,다사
다사283354,303,142,159,다사
다사283359,5,0,0,다사
다사283360,623,292,329,다사
다사283363,8,5,5,다사
다사283364,13,8,5,다사
다사283365,5,0,0,다사
다사283373,5,0,0,다사
다사283385,0,0,0,다사
다사283386,182,78,107,다사
다사283387,45,25,23,다사
다사283388,218,104,117,다사
다사283389,327,164,161,다사
다사283390,33,23,8,다사
다사283391,259,135,122,다사
다사283392,199,95,107,다사
다사283393,8,5,8,다사
다사283395,5,5,0,다사
다사283396,5,5,0,다사
다사283398,13,5,8,다사
다사283399,183,98,88,다사
다사283400,355,178,175,다사
다사283401,158,71,85,다사
다사283402,23,13,13,다사
다사283403,335,152,186,다사
다사283404,505,242,263,다사
다사283405,507,242,265,다사
다사283406,395,164,229,다사
다사283407,404,199,203,다사
다사283408,84,42,40,다사
다사283409,39,13,24,다사
다사283410,58,23,33,다사
다사283411,876,434,442,다사
다사283412,808,390,418,다사
다사283413,571,277,292,다사
다사283418,5,5,0,다사
다사283419,5,0,5,다사
다사283420,0,0,0,다사
다사283422,8,8,0,다사
다사283424,8,5,8,다사
다사283425,26,26,0,다사
다사283433,39,19,18,다사
다사283434,125,73,55,다사
다사283442,8,5,5,다사
다사283443,377,181,194,다사
다사283444,287,143,147,다사
다사283467,5,5,0,다사
다사283468,5,5,0,다사
다사283469,5,5,0,다사
다사283470,5,5,0,다사
다사283471,8,5,5,다사
다사283472,5,5,0,다사
다사283473,0,0,0,다사
다사283521,5,0,0,다사
다사283522,5,0,5,다사
다사283523,0,0,0,다사
다사283524,5,5,0,다사
다사283525,5,0,5,다사
다사283530,5,0,0,다사
다사283572,205,116,87,다사
다사283573,717,350,367,다사
다사283574,387,178,207,다사
다사283575,280,131,147,다사
다사283576,568,255,311,다사
다사283577,538,269,269,다사
다사283578,5,0,5,다사
다사283598,5,5,0,다사
다사283599,38,18,18,다사
다사283600,8,5,8,다사
다사283601,13,8,5,다사
다사283606,5,5,0,다사
다사283607,304,145,157,다사
다사283608,272,137,138,다사
다사283609,786,385,399,다사
다사283614,38,23,18,다사
다사283615,59,29,33,다사
다사283616,67,35,30,다사
다사283617,154,72,80,다사
다사283618,108,46,60,다사
다사283619,227,113,117,다사
다사283647,0,0,0,다사
다사283649,5,5,5,다사
다사283650,5,5,0,다사
다사283651,0,0,0,다사
다사283652,5,0,5,다사
다사283655,5,0,0,다사
다사283676,5,5,0,다사
다사283677,18,13,8,다사
다사283678,8,5,5,다사
다사283686,0,0,0,다사
다사283687,8,5,5,다사
다사283688,8,8,8,다사
다사283689,5,5,0,다사
다사283722,5,0,0,다사
다사283727,5,0,5,다사
다사284249,427,216,211,다사
다사284275,5,5,5,다사
다사284276,102,62,38,다사
다사284277,371,274,100,다사
다사284278,389,257,130,다사
다사284279,153,109,47,다사
다사284322,5,5,0,다사
다사284325,5,5,0,다사
다사284326,8,8,0,다사
다사284328,19,19,5,다사
다사284329,5,5,0,다사
다사284338,13,13,0,다사
다사284339,15,15,0,다사
다사284340,39,34,0,다사
다사284343,5,5,0,다사
다사284349,5,5,0,다사
다사284350,31,31,5,다사
다사284351,5,5,0,다사
다사284356,834,388,448,다사
다사284357,239,111,126,다사
다사284359,401,187,212,다사
다사284360,400,168,230,다사
다사284361,596,274,320,다사
다사284362,257,99,156,다사
다사284363,76,51,23,다사
다사284364,5,0,5,다사
다사284365,8,5,5,다사
다사284369,5,5,0,다사
다사284385,54,24,28,다사
다사284386,190,114,74,다사
다사284387,177,98,82,다사
다사284388,154,94,63,다사
다사284389,314,173,139,다사
다사284390,39,19,18,다사
다사284391,250,129,119,다사
다사284392,453,224,227,다사
다사284393,23,8,13,다사
다사284394,408,186,225,다사
다사284398,254,120,137,다사
다사284399,478,229,247,다사
다사284400,667,326,344,다사
다사284401,43,28,13,다사
다사284402,23,13,8,다사
다사284403,67,28,42,다사
다사284404,477,240,237,다사
다사284405,323,142,179,다사
다사284406,432,220,212,다사
다사284407,296,143,151,다사
다사284408,174,107,65,다사
다사284409,144,63,84,다사
다사284410,18,13,8,다사
다사284411,558,250,306,다사
다사284412,387,183,202,다사
다사284413,462,217,238,다사
다사284414,352,176,174,다사
다사284419,0,0,0,다사
다사284421,5,5,0,다사
다사284423,5,5,0,다사
다사284424,8,8,0,다사
다사284425,8,0,8,다사
다사284427,8,8,5,다사
다사284434,5,5,0,다사
다사284443,215,107,111,다사
다사284467,23,8,13,다사
다사284468,5,5,0,다사
다사284469,48,23,23,다사
다사284470,8,8,0,다사
다사284473,8,8,5,다사
다사284508,5,0,0,다사
다사284521,0,0,0,다사
다사284523,5,5,0,다사
다사284524,5,5,5,다사
다사284528,0,0,0,다사
다사284529,5,5,5,다사
다사284536,8,5,5,다사
다사284571,455,232,226,다사
다사284572,143,77,64,다사
다사284573,335,170,163,다사
다사284574,364,185,172,다사
다사284575,34,18,14,다사
다사284578,626,296,327,다사
다사284581,184,82,105,다사
다사284582,209,108,104,다사
다사284588,8,5,5,다사
다사284590,5,0,0,다사
다사284595,5,5,0,다사
다사284598,5,5,0,다사
다사284599,5,0,5,다사
다사284600,8,5,8,다사
다사284603,5,5,0,다사
다사284605,5,0,0,다사
다사284607,646,331,318,다사
다사284609,157,69,91,다사
다사284615,98,50,46,다사
다사284616,28,18,13,다사
다사284617,75,32,41,다사
다사284618,100,47,51,다사
다사284640,5,5,0,다사
다사284643,8,5,5,다사
다사284644,0,0,0,다사
다사284649,5,5,0,다사
다사284650,0,0,0,다사
다사284651,5,5,0,다사
다사284652,5,0,5,다사
다사284656,5,0,5,다사
다사284657,5,5,0,다사
다사284677,19,19,5,다사
다사284679,5,5,5,다사
다사284680,5,0,5,다사
다사284683,5,5,5,다사
다사284685,5,0,0,다사
다사284686,0,0,0,다사
다사284687,0,0,0,다사
다사284689,5,5,0,다사
다사284690,23,23,0,다사
다사284691,5,5,0,다사
다사284723,8,5,5,다사
다사284724,8,5,5,다사
다사284725,5,5,0,다사
다사284726,0,0,0,다사
다사284727,8,5,5,다사
다사285247,8,5,5,다사
다사285254,8,8,0,다사
다사285255,13,13,0,다사
다사285256,5,5,0,다사
다사285276,38,28,13,다사
다사285277,23,23,5,다사
다사285279,0,0,0,다사
다사285322,13,13,0,다사
다사285323,8,8,0,다사
다사285324,8,8,0,다사
다사285326,13,13,0,다사
다사285327,13,13,0,다사
다사285328,5,0,5,다사
다사285329,5,5,0,다사
다사285331,0,0,0,다사
다사285337,5,5,5,다사
다사285338,5,5,0,다사
다사285339,0,0,0,다사
다사285343,0,0,0,다사
다사285345,5,5,0,다사
다사285349,5,5,0,다사
다사285351,0,0,0,다사
다사285352,5,5,0,다사
다사285356,219,110,107,다사
다사285357,663,323,342,다사
다사285359,212,93,117,다사
다사285360,650,291,352,다사
다사285362,278,122,159,다사
다사285363,334,217,115,다사
다사285364,291,178,111,다사
다사285365,8,5,5,다사
다사285384,86,50,34,다사
다사285385,82,40,40,다사
다사285386,65,38,25,다사
다사285387,383,210,171,다사
다사285388,122,68,52,다사
다사285389,175,94,84,다사
다사285390,244,125,117,다사
다사285391,324,169,158,다사
다사285392,236,132,107,다사
다사285393,24,8,19,다사
다사285394,628,299,329,다사
다사285395,509,256,256,다사
다사285396,1008,491,514,다사
다사285397,392,190,202,다사
다사285398,238,120,116,다사
다사285399,260,128,135,다사
다사285400,253,125,126,다사
다사285401,38,18,18,다사
다사285402,33,18,13,다사
다사285403,63,33,33,다사
다사285404,165,86,82,다사
다사285405,429,214,210,다사
다사285406,793,385,413,다사
다사285407,387,197,193,다사
다사285408,279,135,142,다사
다사285409,241,127,114,다사
다사285410,133,63,68,다사
다사285411,476,230,249,다사
다사285412,130,66,67,다사
다사285413,582,272,307,다사
다사285414,402,195,210,다사
다사285415,76,45,34,다사
다사285416,76,38,36,다사
다사285417,28,13,13,다사
다사285419,5,5,0,다사
다사285420,5,5,0,다사
다사285421,0,0,0,다사
다사285423,20,20,0,다사
다사285427,54,28,24,다사
다사285428,38,18,18,다사
다사285429,43,13,28,다사
다사285468,0,0,0,다사
다사285469,316,178,141,다사
다사285470,48,28,18,다사
다사285472,0,0,0,다사
다사285473,5,0,5,다사
다사285475,88,73,18,다사
다사285507,5,5,0,다사
다사285517,0,0,0,다사
다사285529,8,8,0,다사
다사285549,110,80,28,다사
다사285550,30,25,5,다사
다사285551,18,13,8,다사
다사285553,13,5,8,다사
다사285571,215,104,114,다사
다사285572,294,137,155,다사
다사285573,18,8,8,다사
다사285574,48,18,28,다사
다사285575,44,24,18,다사
다사285578,585,282,308,다사
다사285579,260,132,131,다사
다사285580,322,149,171,다사
다사285581,656,325,328,다사
다사285583,5,0,5,다사
다사285584,5,5,0,다사
다사285585,5,5,0,다사
다사285588,5,5,5,다사
다사285592,5,0,0,다사
다사285596,5,0,0,다사
다사285600,5,0,0,다사
다사285602,0,0,0,다사
다사285604,13,8,8,다사
다사285605,13,5,8,다사
다사285607,244,117,125,다사
다사285615,68,33,33,다사
다사285617,156,81,73,다사
다사285618,73,40,31,다사
다사285640,8,5,5,다사
다사285641,5,0,0,다사
다사285643,0,0,0,다사
다사285648,5,0,0,다사
다사285650,8,5,5,다사
다사285653,5,0,0,다사
다사285656,8,5,5,다사
다사285672,5,0,5,다사
다사285675,8,8,5,다사
다사285678,5,0,0,다사
다사285686,28,13,13,다사
다사285688,12,12,0,다사
다사285712,5,5,5,다사
다사285714,5,0,0,다사
다사285716,8,8,0,다사
다사285722,5,0,0,다사
다사285723,5,0,5,다사
다사285725,5,0,5,다사
다사285726,8,5,5,다사
다사285727,5,5,0,다사
다사286246,8,8,5,다사
다사286247,8,5,5,다사
다사286248,13,13,5,다사
다사286255,5,5,0,다사
다사286322,5,5,0,다사
다사286324,13,13,0,다사
다사286327,0,0,0,다사
다사286330,5,5,0,다사
다사286331,8,8,0,다사
다사286332,5,5,0,다사
다사286334,16,16,0,다사
다사286335,8,8,0,다사
다사286336,5,5,0,다사
다사286338,5,5,0,다사
다사286341,0,0,0,다사
다사286342,0,0,0,다사
다사286343,8,8,0,다사
다사286344,5,5,5,다사
다사286345,13,8,8,다사
다사286348,5,5,0,다사
다사286350,19,8,11,다사
다사286352,13,13,0,다사
다사286358,236,112,122,다사
다사286359,392,192,203,다사
다사286363,355,219,139,다사
다사286364,256,173,81,다사
다사286371,501,250,254,다사
다사286372,238,123,113,다사
다사286381,269,132,135,다사
다사286382,18,8,8,다사
다사286383,202,96,104,다사
다사286384,303,149,157,다사
다사286385,481,233,251,다사
다사286386,101,55,44,다사
다사286387,76,46,33,다사
다사286389,118,68,48,다사
다사286390,242,124,116,다사
다사286391,207,97,108,다사
다사286392,244,114,128,다사
다사286393,100,45,58,다사
다사286394,506,258,250,다사
다사286395,944,465,479,다사
다사286396,498,247,254,다사
다사286397,5,0,5,다사
다사286398,5,5,0,다사
다사286399,43,23,18,다사
다사286400,277,155,120,다사
다사286401,145,65,78,다사
다사286402,288,153,133,다사
다사286403,48,23,23,다사
다사286404,199,101,96,다사
다사286405,284,139,148,다사
다사286406,815,381,439,다사
다사286407,930,412,518,다사
다사286408,585,279,311,다사
다사286409,177,83,92,다사
다사286410,28,8,23,다사
다사286411,449,199,248,다사
다사286412,734,348,386,다사
다사286413,292,138,152,다사
다사286414,13,8,5,다사
다사286415,207,113,97,다사
다사286416,237,136,104,다사
다사286417,66,33,36,다사
다사286418,181,96,83,다사
다사286419,149,76,71,다사
다사286420,13,8,5,다사
다사286422,5,5,0,다사
다사286423,0,0,0,다사
다사286426,18,13,8,다사
다사286427,8,5,5,다사
다사286428,73,42,29,다사
다사286429,43,23,18,다사
다사286448,5,5,0,다사
다사286452,351,169,180,다사
다사286453,205,96,107,다사
다사286455,472,241,234,다사
다사286473,0,0,0,다사
다사286475,38,18,18,다사
다사286506,8,5,5,다사
다사286521,5,5,0,다사
다사286536,0,0,0,다사
다사286537,8,5,8,다사
다사286548,5,5,0,다사
다사286549,271,167,107,다사
다사286550,38,18,18,다사
다사286551,149,99,53,다사
다사286552,66,28,36,다사
다사286553,192,83,107,다사
다사286578,567,268,301,다사
다사286579,882,418,469,다사
다사286580,149,73,79,다사
다사286581,202,106,99,다사
다사286585,0,0,0,다사
다사286588,8,5,5,다사
다사286589,8,5,5,다사
다사286597,0,0,0,다사
다사286598,5,5,0,다사
다사286599,5,5,0,다사
다사286601,5,0,5,다사
다사286602,8,8,5,다사
다사286603,5,5,0,다사
다사286604,5,5,5,다사
다사286606,8,5,5,다사
다사286607,573,283,293,다사
다사286608,801,396,405,다사
다사286609,244,111,131,다사
다사286614,8,8,0,다사
다사286615,18,8,8,다사
다사286617,164,84,83,다사
다사286618,363,176,185,다사
다사286641,8,5,5,다사
다사286671,16,16,0,다사
다사286672,8,8,5,다사
다사286673,5,5,5,다사
다사286674,18,8,8,다사
다사286675,5,5,5,다사
다사286685,67,37,28,다사
다사286686,105,51,52,다사
다사286687,91,48,41,다사
다사286702,13,8,5,다사
다사286703,21,21,5,다사
다사286704,26,26,0,다사
다사286705,28,28,0,다사
다사286706,8,8,0,다사
다사286713,13,8,8,다사
다사286714,8,8,5,다사
다사286715,5,5,0,다사
다사286716,8,5,8,다사
다사286718,5,0,5,다사
